amazon-order-id,merchant-order-id,purchase-date,last-updated-date,order-status,fulfillment-channel,sales-channel,order-channel,ship-service-level,product-name,sku,asin,item-status,quantity,currency,item-price,item-tax,shipping-price,shipping-tax,gift-wrap-price,gift-wrap-tax,item-promotion-discount,ship-promotion-discount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,is-business-order,purchase-order-number,price-designation,fulfilled-by,is-iba,order-item-id,is-prime
403-3640436-4907566,403-3640436-4907566,2026-08-17T02:09:45+00:00,2026-08-17T02:15:28+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 6",FBA79374,B0D2P7WLJB,Cancelled,0,,,,,,,,,,MUMBAI,MAHARASHTRA,400089,IN,,false,,,,false,66587382891082,false
402-6721869-6106751,402-6721869-6106751,2026-08-17T01:28:39+00:00,2026-08-18T12:59:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,40.0,,,,,40.0,New Delhi,DELHI,110027,IN,,false,,,,false,66586229242722,false
407-7593904-0727513,407-7593904-0727513,2026-08-17T01:13:29+00:00,2026-08-18T12:08:05+00:00,Cancelled,Amazon,Amazon.in,,Expedited,nexlev Stick Vacuum Cleaner For House | Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum C,FBA79452,B0DCGHVN81,Cancelled,0,,,,,,,,,,annavaram,ANDHRA PRADESH,533406,IN,,false,,,,false,66585901952562,false
406-4215855-4994703,406-4215855-4994703,2026-08-17T00:55:59+00:00,2026-08-17T07:30:04+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,JABALPUR,MADHYA PRADESH,482001,IN,,false,,,,false,66585712487002,false
405-2877184-1415538,405-2877184-1415538,2026-08-17T00:10:57+00:00,2026-08-17T19:10:18+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,JEYPUR,ODISHA,764004,IN,,false,,,,false,66585486276602,false
402-7755147-6753152,402-7755147-6753152,2026-08-16T21:42:57+00:00,2026-08-18T04:48:06+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,59.0,,,,,,NEBADHAI DUTTAPUKUR,WEST BENGAL,743248,IN,,false,,,,false,66583554988842,false
407-6138302-6612357,407-6138302-6612357,2026-08-16T21:40:31+00:00,2026-08-18T23:26:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compres,FBA79469,B0DCK4DR1B,Shipped,1,INR,999.0,,40.0,,,,,40.0,GHATSHILA,JHARKHAND,832303,IN,,false,,,,false,66584623652002,false
408-3400014-4213912,408-3400014-4213912,2026-08-16T21:12:00+00:00,2026-08-20T15:15:29+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,,,,,,,MUZAFFARNAGAR,UTTAR PRADESH,251001,IN,,false,,,,false,66583473778642,false
404-4244939-0161129,404-4244939-0161129,2026-08-16T21:02:38+00:00,2026-08-17T17:47:05+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,MUMBAI,MAHARASHTRA,400024,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66583449077842,false
171-9801395-0197965,171-9801395-0197965,2026-08-16T19:49:34+00:00,2026-08-17T12:08:13+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,HYDERABAD,TELANGANA,500010,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66578619064842,false
408-7967192-6953905,408-7967192-6953905,2026-08-16T19:26:41+00:00,2026-08-17T08:08:06+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,,,,,59.96,,INDORE,MADHYA PRADESH,452011,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66580922280162,false
404-6065071-3202741,404-6065071-3202741,2026-08-16T19:16:33+00:00,2026-08-17T15:27:21+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,40.0,,,,,40.0,MADURAI,TAMIL NADU,625020,IN,,false,,,,false,66581888452202,false
402-1992805-6748325,402-1992805-6748325,2026-08-16T19:06:35+00:00,2026-08-17T08:39:02+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,NAVI MUMBAI,MAHARASHTRA,400703,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66578501043722,false
408-3932384-3706723,408-3932384-3706723,2026-08-16T19:01:21+00:00,2026-08-17T10:30:07+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Dust Mite Vacuum Cleaner MR-03 | 14KPa Sofa Cleaning Machine for Mattress, Sofa & Carpet, UV-C Light, Double beat Vibration & 60º hot air, HEP",FBA79984,B0GM1CZC7Y,Shipped,1,INR,5299.0,,,,,,105.98,,Pimpri Chinchwad,MAHARASHTRA,411033,IN,PLM-37515e42-6482-4536-8421-81758a5f3f89,false,,,,false,66582638271722,false
408-9165622-5849120,408-9165622-5849120,2026-08-16T18:45:45+00:00,2026-08-17T16:36:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,nexlev Stick Vacuum Cleaner For House | Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum C,FBA79452,B0DCGHVN81,Shipped,1,INR,2099.0,,19.0,,,,,19.0,Bengaluru,KARNATAKA,560038,IN,,false,,,,false,66578452280442,false
408-0827483-2033132,408-0827483-2033132,2026-08-16T18:45:26+00:00,2026-08-20T18:29:13+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Dust Mite Vacuum Cleaner MR-03 | 14KPa Sofa Cleaning Machine for Mattress, Sofa & Carpet, UV-C Light, Double beat Vibration & 60º hot air, HEP",FBA79984,B0GM1CZC7Y,Shipped,1,INR,5299.0,,,,,,105.98,,MUMBAI,MAHARASHTRA,400051,IN,PLM-37515e42-6482-4536-8421-81758a5f3f89,false,,,,false,66582681338642,false
403-6405320-1425109,403-6405320-1425109,2026-08-16T18:41:18+00:00,2026-08-19T16:57:08+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,CHITRADURGA,KARNATAKA,577501,IN,,false,,,,false,66580751047202,false
171-8091366-0574737,171-8091366-0574737,2026-08-16T18:35:38+00:00,2026-08-24T08:08:10+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev 10-in-1 Foldable Steam Cleaner & Mop| 2 Steam Modes| All Surfaces & Upholstery| 12 Accessories| 350ml Tank| 5M Cord|Swivel Design|Powerful Chem,FBA79567,B0DNJS23HS,Shipped,1,INR,5999.0,,40.0,,,,,40.0,BENGALURU,KARNATAKA,560077,IN,,false,,,,false,66581780110322,false
402-3471178-0319516,402-3471178-0319516,2026-08-16T18:30:29+00:00,2026-08-18T11:49:29+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev 10-in-1 Foldable Steam Cleaner & Mop| 2 Steam Modes| All Surfaces & Upholstery| 12 Accessories| 350ml Tank| 5M Cord|Swivel Design|Powerful Chem,FBA79567,B0DNJS23HS,Shipped,1,INR,5999.0,,,,,,119.98,,HYDERABAD,TELANGANA,500085,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66581581784482,false
404-0461916-7137931,404-0461916-7137931,2026-08-16T18:27:06+00:00,2026-08-17T14:49:29+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,Bangalore,KARNATAKA,560043,IN,,false,,,,false,66580660040082,false
405-0212511-8785143,405-0212511-8785143,2026-08-16T18:19:31+00:00,2026-08-20T06:15:01+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,40.0,,,,,40.0,Virar,MAHARASHTRA,401303,IN,,false,,,,false,66580283084762,false
407-6326222-5811567,407-6326222-5811567,2026-08-16T18:08:03+00:00,2026-08-18T04:55:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev 10-in-1 Foldable Steam Cleaner & Mop| 2 Steam Modes| All Surfaces & Upholstery| 12 Accessories| 350ml Tank| 5M Cord|Swivel Design|Powerful Chem,FBA79567,B0DNJS23HS,Shipped,1,INR,5999.0,,,,,,,,Indapur,MAHARASHTRA,402112,IN,,true,SW123,Business Price,,false,66578343275882,false
405-7509159-5489951,405-7509159-5489951,2026-08-16T17:38:21+00:00,2026-08-16T23:07:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for,FBP79350,B0D67727VG,Shipped,1,INR,999.0,,,,,,19.98,,THANE,MAHARASHTRA,400607,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66578266307282,false
406-5895123-2410767,406-5895123-2410767,2026-08-16T17:05:37+00:00,2026-08-20T15:32:58+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,BELAGAVI,KARNATAKA,590001,IN,,false,,,,false,66578047071842,false
404-3149610-9375500,404-3149610-9375500,2026-08-16T17:04:08+00:00,2026-08-17T08:12:11+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,KHAMMAM,TELANGANA,507003,IN,,false,,,,false,66577479829242,false
406-8102285-7782725,406-8102285-7782725,2026-08-16T16:31:23+00:00,2026-08-16T20:00:58+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,79.0,,,,,79.0,VADODARA,GUJARAT,390021,IN,,false,,,,false,66577385667802,false
406-3705970-1780329,406-3705970-1780329,2026-08-16T16:24:17+00:00,2026-08-19T15:30:25+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,HAMIRPUR,HIMACHAL PRADESH,177048,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66577427921762,false
408-8155298-8882716,408-8155298-8882716,2026-08-16T16:21:57+00:00,2026-08-20T05:12:06+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Foil Shaver| Hair Removal for Intimate Areas, Face, Arms, L",FBA79267,B0D2LD6BYJ,Shipped,1,INR,999.0,,40.0,,,,19.98,40.0,"Gopal Nagar, Najafgarh",DELHI,110043,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66577048843762,false
404-6512974-5992352,404-6512974-5992352,2026-08-16T16:21:00+00:00,2026-08-19T11:56:19+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | Cordless UV Mattress Vacuum Cleaner for Sofa, Carpet & Car Seat, HEPA Filter, Double Beat Technology, Type-C Charging,",FBA79439,B0DCK7ZH5P,Shipped,1,INR,3399.0,,40.0,,,,,40.0,RAIPUR,CHHATTISGARH,492001,IN,,false,,,,false,66575264198762,false
408-3730413-4247508,408-3730413-4247508,2026-08-16T16:20:34+00:00,2026-08-21T08:23:21+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,RAIPUR,CHHATTISGARH,492001,IN,,false,,,,false,66576509066122,false
408-1751451-6553906,408-1751451-6553906,2026-08-16T16:02:22+00:00,2026-08-19T04:52:56+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,,,,,59.96,,Tenali,Andhra Pradesh,522201,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66576964522642,false
402-9437047-4683514,402-9437047-4683514,2026-08-16T16:01:58+00:00,2026-08-19T15:11:06+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Hair Straightener Brush For Woman | Ionic Hair Straightener For Woman Brush | Ceramic Plates | 60mm Wide | Thermo Protect | 130-210°C Adjustab,FBA79405,B0D9KFP4MG,Shipped,1,INR,1799.0,,,,,,35.98,,COIMBATORE,TAMIL NADU,641001,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66576351276562,false
405-9282041-4254712,405-9282041-4254712,2026-08-16T15:58:38+00:00,2026-08-17T14:32:07+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,CHENNAI,TAMIL NADU,600018,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66576500955722,false
406-2277092-3746738,406-2277092-3746738,2026-08-16T15:54:55+00:00,2026-08-17T14:45:05+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Hair Straightener Brush For Woman | Ionic Hair Straightener For Woman Brush | Ceramic Plates | 60mm Wide | Thermo Protect | 130-210°C Adjustab,FBA79405,B0D9KFP4MG,Shipped,1,INR,1799.0,,79.0,,,,,79.0,Bengaluru,KARNATAKA,560099,IN,,false,,,,false,66576401657522,false
403-7557375-3204316,403-7557375-3204316,2026-08-16T15:52:14+00:00,2026-08-16T17:55:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch O,FBA79811,B0FSF1N457,Shipped,1,INR,593.0,,,,,,,,BARASAT,WEST BENGAL,700125,IN,,false,,,,false,66576570448402,false
404-3782770-9176360,404-3782770-9176360,2026-08-16T15:45:39+00:00,2026-08-16T15:49:44+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Cancelled,0,,,,,,,,,,AHMEDABAD,GUJARAT,380061,IN,,false,,,,false,66576172193682,false
407-5603846-6565118,407-5603846-6565118,2026-08-16T15:38:52+00:00,2026-08-20T18:52:06+00:00,Shipped,Amazon,Amazon.in,,Expedited,nexlev Stick Vacuum Cleaner For House | Vacuum Cleaners 17500PA Suction | 2 in 1 Handheld & Stick Design | Washable HEPA Filter | Bagless Dry Vacuum C,FBA79452,B0DCGHVN81,Shipped,1,INR,2099.0,,40.0,,,,41.98,40.0,CHENNAI,TAMIL NADU,600118,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66572909172562,false
404-2331789-2298714,404-2331789-2298714,2026-08-16T15:38:09+00:00,2026-08-16T18:18:56+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,79.0,,,,,79.0,NEW DELHI,DELHI,110096,IN,,false,,,,false,66572905506762,false
403-2777316-1056359,403-2777316-1056359,2026-08-16T15:37:07+00:00,2026-08-22T11:53:11+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | 4-Step Vacuum Cleaner for Sofa and Bed, Allergens & Pet Hair with Double Beat, UV Light, Dehumidification & HEPA Filtra",FBA79263,B0CYSLCRQS,Shipped,1,INR,2998.0,,,,,,,,THANE,MAHARASHTRA,401107,IN,,false,,,,false,66576293680562,false
407-6227824-4936365,407-6227824-4936365,2026-08-16T15:34:44+00:00,2026-08-17T11:34:09+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,79.96,,GUWAHATI,ASSAM,781006,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66573770420802,false
405-0296549-2143548,405-0296549-2143548,2026-08-16T15:22:16+00:00,2026-08-20T04:01:30+00:00,Shipped,Amazon,Amazon.in,,Expedited,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office | Steam Cleaner for Home With 9 Accessories | 450 ML | Window Pane Sink Grime,FBA79652,B0F43P6D23,Shipped,1,INR,3498.0,,,,,,69.96,,AHMEDABAD,GUJARAT,380058,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,true,,,,false,66575004336882,false
406-7065711-0862746,406-7065711-0862746,2026-08-16T15:00:22+00:00,2026-08-19T14:18:11+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,Nashik,MAHARASHTRA,422003,IN,,false,,,,false,66572744426482,false
403-9653577-1046749,403-9653577-1046749,2026-08-16T14:58:16+00:00,2026-08-19T18:27:13+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,39.98,40.0,Thirthahalli,KARNATAKA,577432,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66571677324642,false
405-7001631-3124363,405-7001631-3124363,2026-08-16T14:54:25+00:00,2026-08-19T04:59:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Steam Iron Handheld For Clothes | Hand Iron Steamer For Clothes 1500W Garment Steamer | 300ML Tank | Vertical & Horizontal Steam Press for Clot,FBA78980,B0CDPMX152,Shipped,1,INR,2109.0,,59.0,,,,,,THOOTHUKKUDI,TAMIL NADU,628002,IN,,false,,,,false,66571656767002,false
404-6836280-1931568,404-6836280-1931568,2026-08-16T14:53:13+00:00,2026-08-16T17:41:56+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,0.0,,,,,,,,New Panvel,MAHARASHTRA,410206,IN,,false,,,,false,66575719385122,false
404-8124544-0640354,404-8124544-0640354,2026-08-16T14:45:20+00:00,2026-08-16T19:03:58+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,KOLKATA,WEST BENGAL,700038,IN,,false,,,,false,66571619787642,false
407-8661878-4865943,407-8661878-4865943,2026-08-16T14:41:06+00:00,2026-08-18T21:54:03+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,uran,MAHARASHTRA,400704,IN,,false,,,,false,66570255032362,false
404-3197183-4249961,404-3197183-4249961,2026-08-16T14:36:18+00:00,2026-08-16T14:41:07+00:00,Cancelled,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Cancelled,0,,,,,,,,,,KOLKATA,WEST BENGAL,700040,IN,,false,,,,false,66573589410642,false
406-4456052-2627545,406-4456052-2627545,2026-08-16T14:30:54+00:00,2026-08-18T20:25:21+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,4.75,,,,,4.75,Kolkata,West Bengal,700107,IN,,false,,,,false,66574478710802,false
404-3217258-4852312,404-3217258-4852312,2026-08-16T14:27:23+00:00,2026-08-24T06:55:00+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,40.0,,,,,40.0,ITANAGAR,ARUNACHAL PRADESH,791111,IN,,false,,,,false,66572593250122,false
405-5256458-5355500,405-5256458-5355500,2026-08-16T14:26:25+00:00,2026-08-21T22:16:32+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 6",FBA79374,B0D2P7WLJB,Shipped,1,INR,299.0,,40.0,,,,,40.0,SUMERPUR,RAJASTHAN,306902,IN,,false,,,,false,66575780462562,false
407-0228632-6858723,407-0228632-6858723,2026-08-16T14:25:10+00:00,2026-08-16T17:58:09+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Steam Cleaner For Home | For Complete Home Kitchen Bathroom Car Sofa & Office | Steam Cleaner With 9 Accessories | 300 ML | Window Pane, Sink,",FBA78981,B0CDPP45BM,Shipped,1,INR,3998.0,,,,,,,,HYDERABAD,TELANGANA,500050,IN,,false,,,,false,66574564221162,false
404-0119086-3774722,404-0119086-3774722,2026-08-16T14:12:10+00:00,2026-08-17T18:37:09+00:00,Shipped,Amazon,Amazon.in,,Expedited,"nexlev Sofa Cleaning Machine | Cordless UV Mattress Vacuum Cleaner for Sofa, Carpet & Car Seat, HEPA Filter, Double Beat Technology, Type-C Charging,",FBA79439,B0DCK7ZH5P,Shipped,1,INR,3399.0,,,,,,67.98,,LUCKNOW,UTTAR PRADESH,226013,IN,PLM-c3d47d60-a6d1-49b0-b32c-8e43d215fc3e,false,,,,false,66574633771722,false
402-9861125-4166764,402-9861125-4166764,2026-08-16T14:02:12+00:00,2026-08-17T09:18:12+00:00,Shipped,Amazon,Amazon.in,,Expedited,Nexlev Steam Iron Handheld For Clothes | Hand Iron Steamer For Clothes 1500W Garment Steamer | 300ML Tank | Vertical & Horizontal Steam Press for Clot,FBA78980,B0CDPMX152,Shipped,1,INR,2109.0,,79.0,,,,,,NEW DELHI,DELHI,110057,IN,,false,,,,false,66572470632842,false
171-0151674-6137900,171-0151674-6137900,2026-08-16T13:17:31+00:00,2026-08-16T14:59:06+00:00,Shipped,Amazon,Amazon.in,,Expedited,"NexLev Hot Air Brush For Hair | V-03 3 in 1 Volumizer Hair Blow Dry Brush with 1.5 Inch Barrel, Ceramic Tourmaline Coating, 1200W, Dual Bristle for Ta",FBA79493,B0DQCWRG3H,Shipped,1,INR,1999.0,,79.0,,,,,79.0,Mumbai,MAHARASHTRA,400074,IN,,false,,,,false,66573255600042,false
