week,brand,model,sku,asin,channel,type,category_l0,category_l1,category_l2,inventory_units,inventory_value,nlc
Week 17,Nexlev,T-02,FBA79267,B0D2LD6BYJ,Blinkit,Marketplace,HPC,Trimmers & Body Groomers,Women Trimmer,3.0,1818.0,606.0
Week 17,Nexlev,TI-01,FBA79466,B0DFM4JZV9,AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,0.0,0.0,1250.0
Week 17,Nexlev,TI-01,FBA79466,B0DFM4JZV9,Amazon,Marketplace,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,11.0,13750.0,1250.0
Week 17,Nexlev,TI-01,FBA79466,B0DFM4JZV9,B2B - AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,82.0,102500.0,1250.0
Week 17,Nexlev,TI-01,FBA79466,B0DFM4JZV9,YNT,Dispatch Partner,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,2.0,2500.0,1250.0
Week 17,Nexlev,TI-02,FBA79473,B0DJFH6RTL,AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,696.0,602040.0,865.0
Week 17,Nexlev,TI-02,FBA79473,B0DJFH6RTL,Amazon,Marketplace,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,29.0,25085.0,865.0
Week 17,Nexlev,TI-02,FBA79473,B0DJFH6RTL,B2B - AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,74.0,64010.0,865.0
Week 17,Nexlev,TI-02,FBA79473,B0DJFH6RTL,Blinkit,Marketplace,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,48.0,41520.0,865.0
Week 17,Nexlev,TI-02,FBA79473,B0DJFH6RTL,YNT,Dispatch Partner,Home & Kitchen,Car Accessories,Tyre Inflators - Corded,1.0,865.0,865.0
Week 17,Nexlev,TIC-03,FBA79474,B0DJFH4K8B,AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,73.0,59422.0,814.0
Week 17,Nexlev,TIC-03,FBA79474,B0DJFH4K8B,Amazon,Marketplace,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,7.0,5698.0,814.0
Week 17,Nexlev,TIC-03,FBA79474,B0DJFH4K8B,B2B - AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,9.0,7326.0,814.0
Week 17,Nexlev,TIC-03,FBA79474,B0DJFH4K8B,Blinkit,Marketplace,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,3.0,2442.0,814.0
Week 17,Nexlev,TIC-03,FBA79474,B0DJFH4K8B,YNT,Dispatch Partner,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,1.0,814.0,814.0
Week 17,Nexlev,TIC-04,FBA79475,B0DJFJZMC6,AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,10.0,13920.0,1392.0
Week 17,Nexlev,TIC-04,FBA79475,B0DJFJZMC6,Amazon,Marketplace,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,1.0,1392.0,1392.0
Week 17,Nexlev,TIC-04,FBA79475,B0DJFJZMC6,B2B - AMPM,Warehouse,Home & Kitchen,Car Accessories,Tyre Inflators - Cordless,20.0,27840.0,1392.0
Week 17,Nexlev,TM-01,FBA79467,B0DK9LYT4P,1p,1P,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,1.0,483.0,483.0
Week 17,Nexlev,TM-01,FBA79467,B0DK9LYT4P,AMPM,Warehouse,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,158.0,76314.0,483.0
Week 17,Nexlev,TM-01,FBA79467,B0DK9LYT4P,Amazon,Marketplace,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,106.0,51198.0,483.0
Week 17,Nexlev,TM-01,FBA79467,B0DK9LYT4P,B2B - AMPM,Warehouse,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,150.0,72450.0,483.0
Week 17,Nexlev,TM-01,FBA79467,B0DK9LYT4P,Blinkit,Marketplace,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,14.0,6762.0,483.0
Week 17,Nexlev,TM-01,FBA79467,B0DK9LYT4P,YNT,Dispatch Partner,HPC,Trimmers & Body Groomers,Men's Beard Trimmer,2.0,966.0,483.0
Week 17,Nexlev,TM-02,FBA79481,B0DFMRG2K4,AMPM,Warehouse,HPC,Trimmers & Body Groomers,Intimate Trimmer,196.0,255192.0,1302.0
Week 17,Nexlev,TM-02,FBA79481,B0DFMRG2K4,Amazon,Marketplace,HPC,Trimmers & Body Groomers,Intimate Trimmer,27.0,35154.0,1302.0
Week 17,Nexlev,TM-02,FBA79481,B0DFMRG2K4,B2B - AMPM,Warehouse,HPC,Trimmers & Body Groomers,Intimate Trimmer,32.0,41664.0,1302.0
Week 17,Nexlev,TM-02,FBA79481,B0DFMRG2K4,YNT,Dispatch Partner,HPC,Trimmers & Body Groomers,Intimate Trimmer,2.0,2604.0,1302.0
Week 17,Nexlev,TM-03,FBA79483,B0DK9NRBWJ,AMPM,Warehouse,HPC,Trimmers & Body Groomers,Men's Body Trimmer,868.0,515592.0,594.0
Week 17,Nexlev,TM-03,FBA79483,B0DK9NRBWJ,Amazon,Marketplace,HPC,Trimmers & Body Groomers,Men's Body Trimmer,45.0,26730.0,594.0
Week 17,Nexlev,TM-03,FBA79483,B0DK9NRBWJ,B2B - AMPM,Warehouse,HPC,Trimmers & Body Groomers,Men's Body Trimmer,100.0,59400.0,594.0
Week 17,Nexlev,TM-03,FBA79483,B0DK9NRBWJ,Blinkit,Marketplace,HPC,Trimmers & Body Groomers,Men's Body Trimmer,15.0,8910.0,594.0
Week 17,Nexlev,TM-03,FBA79483,B0DK9NRBWJ,YNT,Dispatch Partner,HPC,Trimmers & Body Groomers,Men's Body Trimmer,2.0,1188.0,594.0
Week 17,Nexlev,TM-04,FBA79485,B0DK9QNKK8,AMPM,Warehouse,HPC,Trimmers & Body Groomers,Body & Nose Trimmer,11.0,5060.0,460.0
Week 17,Nexlev,TM-04,FBA79485,B0DK9QNKK8,Amazon,Marketplace,HPC,Trimmers & Body Groomers,Body & Nose Trimmer,0.0,0.0,460.0
Week 17,Nexlev,TM-05,FBA79693,B0DVC91Q7J,AMPM,Warehouse,HPC,Trimmers & Body Groomers,Vacuum Trimmer,8.0,9416.0,1177.0
Week 17,Nexlev,TM-05,FBA79693,B0DVC91Q7J,Amazon,Marketplace,HPC,Trimmers & Body Groomers,Vacuum Trimmer,2.0,2354.0,1177.0
Week 17,Nexlev,TM-05,FBA79693,B0DVC91Q7J,YNT,Dispatch Partner,HPC,Trimmers & Body Groomers,Vacuum Trimmer,1.0,1177.0,1177.0
Week 17,Nexlev,TR-05,FBA79003,B0CFH6C6YM,AMPM,Warehouse,Home & Kitchen,Travel Accessories,Travel Blanket,66.0,41778.0,633.0
Week 17,Nexlev,V-01,FBA79271,B0D83Q7L8W,AMPM,Warehouse,HPC,Hair Care,Volumizer,435.0,316680.0,728.0
Week 17,Nexlev,V-01,FBA79271,B0D83Q7L8W,Amazon,Marketplace,HPC,Hair Care,Volumizer,106.0,77168.0,728.0
Week 17,Nexlev,V-01 RG,FBK79271,B0DQ8W1RBV,1p,1P,HPC,Hair Care,Volumizer,1.0,663.0,663.0
Week 17,Nexlev,V-01 RG,FBK79271,B0DQ8W1RBV,AMPM,Warehouse,HPC,Hair Care,Volumizer,0.0,0.0,663.0
Week 17,Nexlev,V-01 RG,FBK79271,B0DQ8W1RBV,Amazon,Marketplace,HPC,Hair Care,Volumizer,147.0,97461.0,663.0
Week 17,Nexlev,V-01 RG,FBK79271,B0DQ8W1RBV,YNT,Dispatch Partner,HPC,Hair Care,Volumizer,2.0,1326.0,663.0
Week 17,Nexlev,V-02,FBA79492,B0DT6Y7KJM,AMPM,Warehouse,HPC,Hair Care,Volumizer,604.0,661380.0,1095.0
Week 17,Nexlev,V-02,FBA79492,B0DT6Y7KJM,Amazon,Marketplace,HPC,Hair Care,Volumizer,39.0,42705.0,1095.0
Week 17,Nexlev,V-02,FBA79492,B0DT6Y7KJM,B2B - AMPM,Warehouse,HPC,Hair Care,Volumizer,82.0,89790.0,1095.0
Week 17,Nexlev,V-02,FBA79492,B0DT6Y7KJM,YNT,Dispatch Partner,HPC,Hair Care,Volumizer,2.0,2190.0,1095.0
Week 17,Nexlev,V-03,FBA79493,B0DQCWRG3H,1p,1P,HPC,Hair Care,Volumizer,1.0,852.0,852.0
Week 17,Nexlev,V-03,FBA79493,B0DQCWRG3H,AMPM,Warehouse,HPC,Hair Care,Volumizer,158.0,134616.0,852.0
Week 17,Nexlev,V-03,FBA79493,B0DQCWRG3H,Amazon,Marketplace,HPC,Hair Care,Volumizer,551.0,469452.0,852.0
Week 17,Nexlev,V-03,FBA79493,B0DQCWRG3H,B2B - AMPM,Warehouse,HPC,Hair Care,Volumizer,96.0,81792.0,852.0
Week 17,Nexlev,V-03,FBA79493,B0DQCWRG3H,Blinkit,Marketplace,HPC,Hair Care,Volumizer,4.0,3408.0,852.0
Week 17,Nexlev,VC-01,FBA79452,B0DCGHVN81,AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,97.0,105536.0,1088.0
Week 17,Nexlev,VC-01,FBA79452,B0DCGHVN81,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,386.0,419968.0,1088.0
Week 17,Nexlev,VC-01,FBA79452,B0DCGHVN81,B2B - AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,47.0,51136.0,1088.0
Week 17,Nexlev,VC-01,FBA79452,B0DCGHVN81,Blinkit,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,41.0,44608.0,1088.0
Week 17,Nexlev,VC-01,FBA79452,B0DCGHVN81,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,1.0,1088.0,1088.0
Week 17,Nexlev,VC-01 HEPA,FBA79773,B0F74DJYG6,Amazon,Marketplace,Home & Kitchen,HEPA,Spares,0.0,0.0,45.0
Week 17,Nexlev,VC-02,FBA79463,B0DCK56Q85,AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,604.0,779764.0,1291.0
Week 17,Nexlev,VC-02,FBA79463,B0DCK56Q85,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,68.0,87788.0,1291.0
Week 17,Nexlev,VC-02,FBA79463,B0DCK56Q85,B2B - AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,138.0,178158.0,1291.0
Week 17,Nexlev,VC-02,FBA79463,B0DCK56Q85,Blinkit,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,1.0,1291.0,1291.0
Week 17,Nexlev,VC-02,FBA79463,B0DCK56Q85,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,2582.0,1291.0
Week 17,Nexlev,VC-03,FBA79480,B0DDC3GVZW,AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,561.0,450483.0,803.0
Week 17,Nexlev,VC-03,FBA79480,B0DDC3GVZW,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,47.0,37741.0,803.0
Week 17,Nexlev,VC-03,FBA79480,B0DDC3GVZW,B2B - AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,196.0,157388.0,803.0
Week 17,Nexlev,VC-03,FBA79480,B0DDC3GVZW,Blinkit,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,5.0,4015.0,803.0
Week 17,Nexlev,VC-03,FBA79480,B0DDC3GVZW,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,1606.0,803.0
Week 17,Nexlev,VC-04,FBA79565,B0DKJZDY72,AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,224.0,249088.0,1112.0
Week 17,Nexlev,VC-04,FBA79565,B0DKJZDY72,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,23.0,25576.0,1112.0
Week 17,Nexlev,VC-04,FBA79565,B0DKJZDY72,B2B - AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,106.0,117872.0,1112.0
Week 17,Nexlev,VC-04,FBA79565,B0DKJZDY72,Blinkit,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,2224.0,1112.0
Week 17,Nexlev,VC-04,FBA79565,B0DKJZDY72,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,2224.0,1112.0
Week 17,Nexlev,VC-05,FBA79566,B0DKJSCLBD,AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,524.0,557012.0,1063.0
Week 17,Nexlev,VC-05,FBA79566,B0DKJSCLBD,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,66.0,70158.0,1063.0
Week 17,Nexlev,VC-05,FBA79566,B0DKJSCLBD,B2B - AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,179.0,190277.0,1063.0
Week 17,Nexlev,VC-05,FBA79566,B0DKJSCLBD,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,2126.0,1063.0
Week 17,Nexlev,"VC-05 VC-05 -SET OF SPARES(CREVICE, BRUSH & HOSE)",FBA79913,B0FYNLPK1B,Amazon,Marketplace,Home & Kitchen,"VC-05 -Set of Spares(Crevice, Brush & Hose)",Spares,5.0,1750.0,350.0
Week 17,Nexlev,VC-06,FBA79599,B0DRD8J8R5,AMPM,Warehouse,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,1908.0,954.0
Week 17,Nexlev,VC-06,FBA79599,B0DRD8J8R5,Amazon,Marketplace,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,0.0,0.0,954.0
Week 17,Nexlev,VC-06,FBA79599,B0DRD8J8R5,YNT,Dispatch Partner,Home & Kitchen,Cleaning & Vacumming,Vacuum Cleaner,2.0,1908.0,954.0
Week 17,Nexlev,WF-02-BL,FBA79352,B0D637B562,AMPM,Warehouse,Home & Kitchen,Pet Supplies,Water Fountain,9.0,5058.0,562.0
Week 17,Nexlev,WF-02-BL,FBA79352,B0D637B562,Amazon,Marketplace,Home & Kitchen,Pet Supplies,Water Fountain,0.0,0.0,562.0
Week 17,Tonor,D2,FBA79579,B0CQX4GVSB,AMPM,Warehouse,Dynamic Microphone,Hand held Mic,0.0,0.0,0.0,1244.0
Week 17,Tonor,D5,FBA79578,B0CFKZ72N7,AMPM,Warehouse,Dynamic Microphone,Hand held Mic,0.0,2.0,3376.0,1688.0
Week 17,Tonor,G11,FBK77102,B07GVGMW59,1p,1P,Conference Microphone,Wired,0.0,0.0,0.0,1280.0
Week 17,Tonor,G11,FBK77102,B07GVGMW59,AMPM,Warehouse,Conference Microphone,Wired,0.0,0.0,0.0,1280.0
Week 17,Tonor,G11,FBK77102,B07GVGMW59,Amazon,Marketplace,Conference Microphone,Wired,0.0,10.0,12800.0,1280.0
Week 17,Tonor,K1,FBA77113,B01ISNU3X4,1p,1P,Dynamic Microphone,Hand held Mic,0.0,3.0,1956.0,652.0
Week 17,Tonor,K1,FBA77113,B01ISNU3X4,Amazon,Marketplace,Dynamic Microphone,Hand held Mic,0.0,10.0,6520.0,652.0
Week 17,Tonor,K20,FBA77112,B083LPYPS9,AMPM,Warehouse,Karaoke Machine,Portable Speaker with Mic,0.0,0.0,0.0,12803.0
Week 17,Tonor,K9,FBA78924,B0C4LRZ9ZZ,AMPM,Warehouse,Karaoke Machine,Portable Speaker with Mic,0.0,0.0,0.0,6983.0
Week 17,Tonor,ORCA001,FBA77103,B09Z5Q194D,1p,1P,Condenser Microphone,Stand,0.0,2.0,4824.0,2412.0
Week 17,Tonor,ORCA001,FBA77103,B09Z5Q194D,Amazon,Marketplace,Condenser Microphone,Stand,0.0,1.0,2412.0,2412.0
Week 17,Tonor,Q9,FBA77100,B07JMYG6LF,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit - USB,0.0,0.0,0.0,2910.0
Week 17,Tonor,S20,FBA77117,B078WNW4YW,1p,1P,Accessories,Microphone Isolation Shield,0.0,25.0,27150.0,1086.0
Week 17,Tonor,S20,FBA77117,B078WNW4YW,AMPM,Warehouse,Accessories,Microphone Isolation Shield,0.0,10.0,10860.0,1086.0
Week 17,Tonor,S20,FBA77117,B078WNW4YW,Amazon,Marketplace,Accessories,Microphone Isolation Shield,0.0,7.0,7602.0,1086.0
Week 17,Tonor,T10,FBA79115,B0C8JDHLX9,1p,1P,Accessories,Boom Arm Kit,0.0,2.0,1206.0,603.0
Week 17,Tonor,T10,FBA79115,B0C8JDHLX9,AMPM,Warehouse,Accessories,Boom Arm Kit,0.0,3.0,1809.0,603.0
Week 17,Tonor,T10,FBA79115,B0C8JDHLX9,Amazon,Marketplace,Accessories,Boom Arm Kit,0.0,8.0,4824.0,603.0
Week 17,Tonor,T20,FBA77106,B082W4B7SX,1p,1P,Accessories,Boom Arm Kit,0.0,3.0,3492.0,1164.0
Week 17,Tonor,T20,FBA77106,B082W4B7SX,AMPM,Warehouse,Accessories,Boom Arm Kit,0.0,15.0,17460.0,1164.0
Week 17,Tonor,T20,FBA77106,B082W4B7SX,Amazon,Marketplace,Accessories,Boom Arm Kit,0.0,35.0,40740.0,1164.0
Week 17,Tonor,T20LP,FBA79585,B0CFKHCQ8W,1p,1P,Accessories,Low Profile Boom Arm,0.0,0.0,0.0,845.0
Week 17,Tonor,T20LP,FBA79585,B0CFKHCQ8W,AMPM,Warehouse,Accessories,Low Profile Boom Arm,0.0,46.0,38870.0,845.0
Week 17,Tonor,T20LP,FBA79585,B0CFKHCQ8W,Amazon,Marketplace,Accessories,Low Profile Boom Arm,0.0,20.0,16900.0,845.0
Week 17,Tonor,T30,FBA77105,B089FVQD3Z,1p,1P,Accessories,Boom Arm Kit,0.0,0.0,0.0,1327.0
Week 17,Tonor,T30,FBA77105,B089FVQD3Z,AMPM,Warehouse,Accessories,Boom Arm Kit,0.0,5.0,6635.0,1327.0
Week 17,Tonor,T30,FBA77105,B089FVQD3Z,Amazon,Marketplace,Accessories,Boom Arm Kit,0.0,13.0,17251.0,1327.0
Week 17,Tonor,T90,FBA79112,B0BRKDLXCD,AMPM,Warehouse,Accessories,Boom Arm - RGB,0.0,0.0,0.0,2412.0
Week 17,Tonor,T90,FBA79112,B0BRKDLXCD,Amazon,Marketplace,Accessories,Boom Arm - RGB,0.0,8.0,19296.0,2412.0
Week 17,Tonor,TC-2030,FBA77114,B07TSN2H9D,1p,1P,Condenser Microphone,Boom Arm Kit - USB,0.0,0.0,0.0,4423.0
Week 17,Tonor,TC-2030,FBA77114,B07TSN2H9D,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit - USB,0.0,0.0,0.0,4423.0
Week 17,Tonor,TC-2030,FBA77114,B07TSN2H9D,Amazon,Marketplace,Condenser Microphone,Boom Arm Kit - USB,0.0,9.0,39807.0,4423.0
Week 17,Tonor,TC-777,FBA77101,B07WLWN2ZT,1p,1P,Condenser Microphone,Tripod,0.0,36.0,43416.0,1206.0
Week 17,Tonor,TC-777,FBA77101,B07WLWN2ZT,AMPM,Warehouse,Condenser Microphone,Tripod,0.0,366.0,441396.0,1206.0
Week 17,Tonor,TC-777,FBA77101,B07WLWN2ZT,Amazon,Marketplace,Condenser Microphone,Tripod,0.0,7.0,8442.0,1206.0
Week 17,Tonor,TC-777 PRO,FBA79116,B0BYHHSLPC,1p,1P,Condenser Microphone,Tripod - RGB,0.0,26.0,28236.0,1086.0
Week 17,Tonor,TC-777 PRO,FBA79116,B0BYHHSLPC,Amazon,Marketplace,Condenser Microphone,Tripod - RGB,0.0,6.0,6516.0,1086.0
Week 17,Tonor,TC20,FBA77104,B089SJGQBH,1p,1P,Condenser Microphone,Boom Arm Kit - XLR,0.0,0.0,0.0,3015.0
Week 17,Tonor,TC20,FBA77104,B089SJGQBH,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit - XLR,0.0,6.0,18090.0,3015.0
Week 17,Tonor,TC20,FBA77104,B089SJGQBH,Amazon,Marketplace,Condenser Microphone,Boom Arm Kit - XLR,0.0,4.0,12060.0,3015.0
Week 17,Tonor,TC30,FBA77111,B08CVP2HXP,1p,1P,Condenser Microphone,Tripod,0.0,22.0,29194.0,1327.0
Week 17,Tonor,TC30,FBA77111,B08CVP2HXP,AMPM,Warehouse,Condenser Microphone,Tripod,0.0,197.0,261419.0,1327.0
Week 17,Tonor,TC30,FBA77111,B08CVP2HXP,Amazon,Marketplace,Condenser Microphone,Tripod,0.0,25.0,33175.0,1327.0
Week 17,Tonor,TC30+,FBA79575,B0BG8CJXHH,1p,1P,Condenser Microphone,Boom Arm Kit,0.0,9.0,14112.0,1568.0
Week 17,Tonor,TC30+,FBA79575,B0BG8CJXHH,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit,0.0,0.0,0.0,1568.0
Week 17,Tonor,TC30S,FBA79574,B0B4WTHLX5,1p,1P,Condenser Microphone,Tripod+RGB,0.0,0.0,0.0,1448.0
Week 17,Tonor,TC30S,FBA79574,B0B4WTHLX5,AMPM,Warehouse,Condenser Microphone,Tripod+RGB,0.0,36.0,52128.0,1448.0
Week 17,Tonor,TC30S,FBA79574,B0B4WTHLX5,Amazon,Marketplace,Condenser Microphone,Tripod+RGB,0.0,9.0,13032.0,1448.0
Week 17,Tonor,TC30S+,FBA79576,B0BRCR2QQ7,1p,1P,Condenser Microphone,Boom Arm Kit + RGB,0.0,4.0,6996.0,1749.0
Week 17,Tonor,TC30S+,FBA79576,B0BRCR2QQ7,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit + RGB,0.0,10.0,17490.0,1749.0
Week 17,Tonor,TC30S+,FBA79576,B0BRCR2QQ7,Amazon,Marketplace,Condenser Microphone,Boom Arm Kit + RGB,0.0,5.0,8745.0,1749.0
Week 17,Tonor,TC310,FBA79113,B0BTCXQQ6M,1p,1P,Condenser Microphone,Tripod - RGB,0.0,2.0,2412.0,1206.0
Week 17,Tonor,TC310,FBA79113,B0BTCXQQ6M,Amazon,Marketplace,Condenser Microphone,Tripod - RGB,0.0,18.0,21708.0,1206.0
Week 17,Tonor,TC310,FBA79113,B0BTCXQQ6M,YNT,Dispatch Partner,Condenser Microphone,Tripod - RGB,0.0,1.0,1206.0,1206.0
Week 17,Tonor,TC310+,FBA79114,B0CCV74CL7,1p,1P,Condenser Microphone,Boom Arm Kit - USB - RGB,0.0,3.0,5067.0,1689.0
Week 17,Tonor,TC310+,FBA79114,B0CCV74CL7,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit - USB - RGB,0.0,201.0,339489.0,1689.0
Week 17,Tonor,TC310+,FBA79114,B0CCV74CL7,Amazon,Marketplace,Condenser Microphone,Boom Arm Kit - USB - RGB,0.0,2.0,3378.0,1689.0
Week 17,Tonor,TC40,FBA77115,B08V1JS3NY,1p,1P,Condenser Microphone,Boom Arm Kit - USB,0.0,4.0,7720.0,1930.0
Week 17,Tonor,TC40,FBA77115,B08V1JS3NY,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit - USB,0.0,12.0,23160.0,1930.0
Week 17,Tonor,TC40,FBA77115,B08V1JS3NY,Amazon,Marketplace,Condenser Microphone,Boom Arm Kit - USB,0.0,1.0,1930.0,1930.0
Week 17,Tonor,TC40S,FBA77116,B0BBL47VR5,1p,1P,Condenser Microphone,Boom Arm Kit - USB - RGB,0.0,8.0,15440.0,1930.0
Week 17,Tonor,TC40S,FBA77116,B0BBL47VR5,AMPM,Warehouse,Condenser Microphone,Boom Arm Kit - USB - RGB,0.0,63.0,121590.0,1930.0
Week 17,Tonor,TC40S,FBA77116,B0BBL47VR5,Amazon,Marketplace,Condenser Microphone,Boom Arm Kit - USB - RGB,0.0,12.0,23160.0,1930.0
Week 17,Tonor,TD310,FBA79697,B0CQX4K9P5,1p,1P,Dynamic Microphone,Hand held Mic + Stand,0.0,0.0,0.0,823.0
Week 17,Tonor,TD310,FBA79697,B0CQX4K9P5,AMPM,Warehouse,Dynamic Microphone,Hand held Mic + Stand,0.0,1.0,823.0,823.0
Week 17,Tonor,TD310,FBA79697,B0CQX4K9P5,Amazon,Marketplace,Dynamic Microphone,Hand held Mic + Stand,0.0,3.0,2469.0,823.0
Week 17,Tonor,TD310+,FBA79696,B0CQX3VB1R,1p,1P,Dynamic Microphone,Hand held Mic + Boom Arm,0.0,29.0,26709.0,921.0
Week 17,Tonor,TD310+,FBA79696,B0CQX3VB1R,AMPM,Warehouse,Dynamic Microphone,Hand held Mic + Boom Arm,0.0,80.0,73680.0,921.0
Week 17,Tonor,TD310+,FBA79696,B0CQX3VB1R,Amazon,Marketplace,Dynamic Microphone,Hand held Mic + Boom Arm,0.0,34.0,31314.0,921.0
Week 17,Tonor,TD510,FBA79111,B0BRKFP94K,1p,1P,Dynamic Microphone,USB/XLR Mic,0.0,9.0,21708.0,2412.0
Week 17,Tonor,TD510,FBA79111,B0BRKFP94K,Amazon,Marketplace,Dynamic Microphone,USB/XLR Mic,0.0,12.0,28944.0,2412.0
Week 17,Tonor,TD510+,FBA79582,B0CCVBQRFX,AMPM,Warehouse,Dynamic Microphone,Hand held Mic + Boom Arm,0.0,2.0,6982.0,3491.0
Week 17,Tonor,TD510+,FBA79582,B0CCVBQRFX,Amazon,Marketplace,Dynamic Microphone,Hand held Mic + Boom Arm,0.0,3.0,10473.0,3491.0
Week 17,Tonor,TM20,FBA77110,B08NDB5NWP,1p,1P,Conference Microphone,Wired,0.0,0.0,0.0,1448.0
Week 17,Tonor,TM20,FBA77110,B08NDB5NWP,AMPM,Warehouse,Conference Microphone,Wired,0.0,4.0,5792.0,1448.0
Week 17,Tonor,TM20,FBA77110,B08NDB5NWP,Amazon,Marketplace,Conference Microphone,Wired,0.0,15.0,21720.0,1448.0
Week 17,Tonor,TM310,FBA79577,B0CSCT63BL,1p,1P,Conference Microphone,Wired,0.0,5.0,4825.0,965.0
Week 17,Tonor,TM310,FBA79577,B0CSCT63BL,AMPM,Warehouse,Conference Microphone,Wired,0.0,16.0,15440.0,965.0
Week 17,Tonor,TM310,FBA79577,B0CSCT63BL,Amazon,Marketplace,Conference Microphone,Wired,0.0,63.0,60795.0,965.0
Week 17,Tonor,TRL-20,FBA79586,B0CH9JR3HL,AMPM,Warehouse,Accessories,Ring Light,0.0,8.0,11176.0,1397.0
Week 17,Tonor,TRL-20,FBA79586,B0CH9JR3HL,Amazon,Marketplace,Accessories,Ring Light,0.0,8.0,11176.0,1397.0
Week 17,White Mulberry,6780-4679-WHT-SIOC,FBA76408,B0BFBLLZJG,AMPM,Warehouse,Shoe Rack,Shoe Rack,0.0,1.0,0.0,0.0
Week 17,White Mulberry,GS1ML,FBA79610,B0DSG4F8D9,YNT,Dispatch Partner,Monitor Arm,Monitor Arm,0.0,1.0,1074.0,1074.0
Week 17,White Mulberry,HD1ML,FBA79616,B0DP3194QN,1p,1P,Monitor Arm,Monitor Arm,0.0,1.0,1566.0,1566.0
Week 17,White Mulberry,HD1ML,FBA79616,B0DP3194QN,AMPM,Warehouse,Monitor Arm,Monitor Arm,0.0,6.0,9396.0,1566.0
Week 17,White Mulberry,HD1ML,FBA79616,B0DP3194QN,Amazon,Marketplace,Monitor Arm,Monitor Arm,0.0,0.0,0.0,1566.0
