SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA79483,TM-03,B0DK9NRBWJ,B0DK9NRBWJ,NexLev Intimate Trimmer for Men|Ceramic Blade|120 Min Runtime|Type C Charge | IPX7 Waterproof | 7000RPM Copper Motor| Cordless|LED Light| Travel Lock| Wet/Dry Groin & Body Shaver | Intimate Pro TM-03,110,0,0.02%,0.00%,171,0,0.02%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79565,VC-04,B0DKJZDY72,B0DKJZDY72,nexlev Cordless Vacuum Cleaner & Blower |BLDC Copper Motor |HEPA with Stainless Steel Cover | for Home Office & Car Cleaning|4 Attachments | Blower for Dust & Inflatables | Portable & Compact | VC-04,219,6,0.04%,0.05%,271,6,0.03%,0.04%,15.77%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79484,CF-01,B0DNJF1BLS,B0DNJF1BLS,NexLev Drip Coffee Maker |Filter Coffee for Home & Office | 4-6 Cups | Warming Plate|Borosilicate Carafe | Reusable & Washable Filter | Anti Drip | 750 ml | Cone Filter | Water Level Indicator |CF-01,141,3,0.02%,0.03%,180,3,0.02%,0.02%,23.87%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79598,BM-02,B0DNJJKBKG,B0DNJJKBKG,NexLev Neck & Back Massager | Deep Tissue Shiatsu Roller | Cervical Pain Relief | 3 Speeds | 8 Kneading Nodes | Quick Pain Relief | Auto Shut Off | 1 year Warranty | BM-02,61,0,0.01%,0.00%,68,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBK79271,V-01 RG,B0DQ8W1RBV,B0DQ8W1RBV,Nexlev Ionic Volumizer|3 In 1 Hot Air Brush To Straight Dry & Volumize|1200 Watts|Reduce Frizz|Ceramic Tourmaline Coated Large Barrel|Salon Like Soft Curl At Home|3 Speed & 2 Heat Settings|V-01 RG,"2,821",13,0.48%,0.12%,"3,808",23,0.49%,0.15%,0.34%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79678,NP-07,B0DVCDD5VC,B0DVCDD5VC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-07",74,1,0.01%,0.01%,90,1,0.01%,0.01%,4.76%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0F1CTXXNH,B0F1CTXXNH,Nexlev LE-03 & BR-01 Variation,1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79707,ETC-08-BL,B0FJ1ZB4G9,B0FJ1ZB4G9,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-08 Blue,250,6,0.04%,0.05%,338,16,0.04%,0.11%,0.96%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0G48G3K5R,B0G48G3K5R,NexLev Stand Mixers and Accessories Variation,13,0,0.00%,0.00%,13,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
#N/A,#N/A,B0GTQ4ZNK6,B0GTQ4ZNK6,"Nexlev KE-01, KE-02",1,0,0.00%,0.00%,1,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79263,MR-01,B0CYSLCRQS,B0CYSLCRQS,"NexLev Mattress, Sofa & Carpet Vacuum Cleaner | For Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","1,49,698","1,930",32.19%,26.86%,"1,86,747","2,449",31.02%,25.60%,85.74%,93.73%,314,8,0.21%,0.41%,"₹ 6,67,875.54","₹ 22,981.14",314,8
FBA78981,SC-01,B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 5 Mtr Cord | 1000W |SC-01","36,665",728,7.89%,10.13%,"47,828",969,7.95%,10.13%,98.57%,98.92%,304,9,0.83%,1.24%,"₹ 8,88,609.29","₹ 31,588.96",304,9
FBA79652,SC-05,B0F43P6D23,B0F43P6D23,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05,"26,661",600,5.73%,8.35%,"35,414",810,5.88%,8.47%,94.39%,99.74%,246,10,0.92%,1.67%,"₹ 5,64,985.67","₹ 28,729.09",246,10
FBA79493,V-03,B0DQCWRG3H,B0DQCWRG3H,NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for Tangle Free Styling|Salon Like Styles at Home|V-03,"9,302",69,2.00%,0.96%,"13,607",107,2.26%,1.12%,93.88%,100.00%,183,1,1.97%,1.45%,"₹ 3,12,541.96","₹ 2,028.51",183,1
FBA79567,SC-04,B0DNJS23HS,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,"25,792",333,5.55%,4.63%,"33,950",458,5.64%,4.79%,94.64%,100.00%,164,4,0.64%,1.20%,"₹ 7,92,818.69","₹ 23,812.06",164,4
FBA79349,SW-01,B0D9KDQCCM,B0D9KDQCCM,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all Fabrics| 1 Year Warranty| White,"4,953",88,1.07%,1.22%,"7,129",127,1.18%,1.33%,95.76%,100.00%,152,4,3.07%,4.55%,"₹ 1,28,650.88","₹ 3,956.04",152,4
FBA79489,KE-02,B0DFD123P5,B0DFD123P5,"Nexlev MultiPurpose Electric Food Kettle|1.5 L Ceramic Pot | 600W| Boil, Steam, Fry, Saute| Double Layered Body| 2 Temperature Settings| Multi Cooker for Water, Egg, Tea, Soup, Noodles, Rice| KE-02","13,017",214,2.80%,2.98%,"18,583",309,3.09%,3.23%,96.21%,100.00%,149,1,1.14%,0.47%,"₹ 1,99,270.36","₹ 1,582.02",149,1
FBA79439,MR-02,B0DCK7ZH5P,B0DCK7ZH5P,"NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat Technology|Type C| HEPA captures 99.99% Dust|MR-02","33,370",604,7.18%,8.41%,"40,001",729,6.65%,7.62%,92.94%,94.13%,147,3,0.44%,0.50%,"₹ 4,11,994.94","₹ 9,798.03",146,3
FBA79488,KE-01,B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","9,406",197,2.02%,2.74%,"13,443",257,2.23%,2.69%,87.50%,94.70%,146,4,1.55%,2.03%,"₹ 2,34,199.53","₹ 7,569.44",146,4
FBA79570,BR-01,B0DKJXRXKM,B0DKJXRXKM,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,"4,457",107,0.96%,1.49%,"6,285",145,1.04%,1.52%,98.31%,97.67%,141,5,3.16%,4.67%,"₹ 1,71,953.45","₹ 7,927.07",140,5
FBA79268,GS-05,B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"4,760",147,1.02%,2.05%,"6,576",217,1.09%,2.27%,96.41%,100.00%,142,4,2.98%,2.72%,"₹ 2,05,282.22","₹ 7,459.02",130,4
FBA79590,CFM-01,B0DM6BB3VT,B0DM6BB3VT,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,"10,912",185,2.35%,2.57%,"13,715",237,2.28%,2.48%,87.40%,100.00%,128,4,1.17%,2.16%,"₹ 2,94,066.16","₹ 11,081.07",126,4
FBA79373,ET-01-BK,B0D2P5TGWK,B0D2P5TGWK,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-01 Black","2,060",37,0.44%,0.51%,"2,798",54,0.46%,0.56%,99.26%,100.00%,103,3,5.00%,8.11%,"₹ 25,738.17",₹ 889.04,93,3
FBA79280,LR-02,B0D845B2DG,B0D845B2DG,NexLev Rechargeable Lint Remover | for Woollen Sweaters Shirts Coat Curtains & Carpets | Rue & Burr Remover | 180 Min Use | TypeC | SS Blade | 2000mAh | 3 Speed Modes | Safety Lock | LR-02,"2,307",86,0.50%,1.20%,"3,210",104,0.53%,1.09%,99.49%,100.00%,83,1,3.60%,1.16%,"₹ 1,00,420.35","₹ 1,484.01",83,1
FBA79406,HSB-04,B0DCK3N2JJ,B0DCK3N2JJ,"NexLev Ionic Cordless Hair Straightener Brush | 60min Runtime | upto 200° Heating | Portable & Type C Rechargeable | Keratin Bristles |Straight, Frizz Free & Shiny Hair | Compact Comb Design | HSB-04","9,606",36,2.07%,0.50%,"12,869",47,2.14%,0.49%,69.44%,67.86%,71,0,0.74%,0.00%,"₹ 1,29,143.22",₹ 0.00,71,0
FBA79452,VC-01,B0DCGHVN81,B0DCGHVN81,NexLev 2 in 1 Handheld & Stick Vacuum Cleaner | 17500 PA Suction | Dry Vacuuming for Home & Office | Washable HEPA Filter | 4 Adjustable Heads | Bagless| Deep Cleaning for Sofa Bed Window & more|VC-01,"3,881",50,0.83%,0.70%,"5,422",77,0.90%,0.81%,92.54%,97.62%,66,0,1.70%,0.00%,"₹ 97,834.75",₹ 0.00,66,0
FBA79350,EA-01,B0D67727VG,B0D67727VG,NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for Better Absorption | 10 ML | Waterproof | EA-01,"2,317",71,0.50%,0.99%,"3,178",99,0.53%,1.04%,80.64%,97.73%,68,1,2.93%,1.41%,"₹ 59,547.47","₹ 1,087.02",64,1
FBA78980,GS-02,B0CDPMX152,B0CDPMX152,NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |Upto 5 Clothes in One Fill | Travel Friendly |GS-02,"12,925",133,2.78%,1.85%,"17,098",182,2.84%,1.90%,39.23%,99.02%,62,2,0.48%,1.50%,"₹ 1,02,570.36","₹ 4,354.02",62,2
FBA79812,PB-01,B0FS6TB7CP,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Juices Baby Food | High Borosilicate Glass Jar | 3000 mAh Battery | Type C | Mix Fruit Juicer Mini | 450ml | For Kitchen & Travel | PB-01,"4,964",61,1.07%,0.85%,"6,933",79,1.15%,0.83%,99.14%,100.00%,61,0,1.23%,0.00%,"₹ 1,11,816.10",₹ 0.00,61,0
FBA79819,LR-03,B0FT8R24QM,B0FT8R24QM,"NexLev Portable Cordless Lint Remover | for Woollen, Sweaters, Jackets, Carpets | Fabric Brush | Rue & Burr Remover | Battery Powered Shaver | SS Blade | Safety Lock | LR-03","1,276",29,0.27%,0.40%,"1,704",42,0.28%,0.44%,94.76%,93.33%,62,1,4.86%,3.45%,"₹ 17,091.70",₹ 375.21,61,1
FBM79991,DH-01,B0GN85NZQN,B0GN85NZQN,NexLev Dehumidifier for Room Moisture Absorption | 1000ML Tank | Ideal for Mold & Moisture Removal |For Room Wardrobe Kitchen Office| Auto Shut-Off Function| Preset Timer & Humidty Control | DH-01,"1,889",111,0.41%,1.54%,"2,734",178,0.45%,1.86%,98.31%,100.00%,66,3,3.49%,2.70%,"₹ 2,32,835.60","₹ 13,258.01",61,3
FBA79374,ET-02-GN,B0D2P7WLJB,B0D2P7WLJB,"NexLev Smart Electric Toothbrush for Adults |2-Min Timer with Quadpacer |2 Replaceable Heads | AAA Battery |3 Modes (Daily, Normal & Sesitive) |Upto 60 Days | Travel Case | Soft Bristles |ET-02 Green","1,503",19,0.32%,0.26%,"1,940",26,0.32%,0.27%,89.08%,100.00%,66,2,4.39%,10.53%,"₹ 16,119.52",₹ 591.03,60,2
FBA79679,ST-01,B0DVC7VJP1,B0DVC7VJP1,"NexLev Stand Mixer | 5.5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook |100% Copper Motor | For Roti Atta, Cookie Dough, Cake, Whip Cream & more | ST-01","9,601",158,2.06%,2.20%,"12,841",203,2.13%,2.12%,93.60%,100.00%,57,4,0.59%,2.53%,"₹ 2,59,387.40","₹ 22,347.13",57,4
FBK79271,V-01 RG,B0DQ8W1RBV,B0DQ8W1RBV,Nexlev Ionic Volumizer|3 In 1 Hot Air Brush To Straight Dry & Volumize|1200 Watts|Reduce Frizz|Ceramic Tourmaline Coated Large Barrel|Salon Like Soft Curl At Home|3 Speed & 2 Heat Settings|V-01 RG,"5,158",19,1.11%,0.26%,"6,934",29,1.15%,0.30%,99.54%,100.00%,45,0,0.87%,0.00%,"₹ 53,322.03",₹ 0.00,45,0
FBA79673,ETC-07-WH,B0FJG5PFGQ,B0FJG5PFGQ,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 6 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-07 White,983,41,0.21%,0.57%,"1,397",59,0.23%,0.62%,96.39%,100.00%,46,3,4.68%,7.32%,"₹ 27,604.70","₹ 2,024.55",40,3
FBA79811,MC-01,B0FSF1N457,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,"5,084",100,1.09%,1.39%,"6,362",121,1.06%,1.27%,91.24%,100.00%,44,0,0.87%,0.00%,"₹ 20,788.14",₹ 0.00,38,0
FBA79271,V-01,B0D83Q7L8W,B0D83Q7L8W,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle | 1200W | 3 Speed & 2 Heat Settings|V-01","3,023",13,0.65%,0.18%,"3,809",26,0.63%,0.27%,98.61%,100.00%,34,0,1.12%,0.00%,"₹ 39,124.58",₹ 0.00,34,0
FBA79265,CR-01,B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",684,15,0.15%,0.21%,979,20,0.16%,0.21%,68.26%,100.00%,32,1,4.68%,6.67%,"₹ 17,757.25",₹ 692.01,32,1
FBA79276,SM-01,B0D2LJSQXZ,B0D2LJSQXZ,nexlev plastic Steam Mop SWIPE| Handheld Floor & Carpet Steam Cleaner| 4 Washable Microfibre Mop Pads| 400ML Large WaterTank| 1300W Powerful Steam|Floor Disinfectant|Wet & Dry Cleaning| SM-01,"7,074",151,1.52%,2.10%,"9,341",240,1.55%,2.51%,97.32%,91.82%,31,2,0.44%,1.32%,"₹ 91,337.31","₹ 7,918.02",30,2
FBA79573,EA-02,B0DKK15YNJ,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,"2,627",73,0.56%,1.02%,"3,461",88,0.57%,0.92%,79.63%,66.67%,30,2,1.14%,2.74%,"₹ 61,605.12","₹ 5,144.04",30,2
FBA79591,KM-01,B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",662,19,0.14%,0.26%,909,28,0.15%,0.29%,90.92%,100.00%,29,0,4.38%,0.00%,"₹ 35,611.02",₹ 0.00,29,0
FBA79277,SC-03,B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window,Glass,Upholstery| 18 Accessories Kit|Safety Lock| Large 1200ML Water Tank | SC-03","3,254",96,0.70%,1.34%,"4,462",117,0.74%,1.22%,98.97%,100.00%,26,0,0.80%,0.00%,"₹ 1,42,336.44",₹ 0.00,26,0
FBA79405,HSB-03,B0D9KFP4MG,B0D9KFP4MG,NexLev Ionic Hair Straightener Brush for Woman|Frizz-Free Straightening upto 12H| Ceramic Plates |60mm Wide Brush |130-210° |Keratin Bristles| Thermo Protect Technology|No Scalp Burn|1500W|HSB-03,"7,362",33,1.58%,0.46%,"9,158",43,1.52%,0.45%,65.49%,100.00%,26,1,0.35%,3.03%,"₹ 40,242.39","₹ 1,879.02",26,1
FBA79682,HU-02,B0DVC8NYY2,B0DVC8NYY2,"NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-02","1,561",50,0.34%,0.70%,"2,138",83,0.36%,0.87%,83.79%,100.00%,28,5,1.79%,10.00%,"₹ 41,789.55","₹ 9,565.67",25,2
FBA79849,CFM-03,B0FPGDVVCX,B0FPGDVVCX,nexlev Calf Massager | Daily Use Leg Massager for Sore Muscle | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-03|Pack of 2,"1,455",52,0.31%,0.72%,"1,853",65,0.31%,0.68%,99.54%,100.00%,25,0,1.72%,0.00%,"₹ 1,05,911.02",₹ 0.00,25,0
FBA79440,LE-02,B0DCGHKRXX,B0DCGHKRXX,NexLev LED Phototherapy comb | Electric Scalp Massager | Red Light for Regrowth | Blue Light for Anti Dandruff | Hairfall Control | Rechargeable TypeC | Targeted Laser Treatment Machine |3 Modes |LE-02,"2,219",27,0.48%,0.38%,"2,872",31,0.48%,0.32%,81.79%,100.00%,24,0,1.08%,0.00%,"₹ 38,962.71",₹ 0.00,24,0
FBA79566,VC-05,B0DKJSCLBD,B0DKJSCLBD,"nexlev Cordless Wet & Dry Vacuum Cleaner|for Home Car & Office Use|3 Attachments | 4000 mAh Battery|Quick Cleaning of Desk, Coffee Tea or Water Spill | Compact & Portable | VC-05","5,204",26,1.12%,0.36%,"6,517",37,1.08%,0.39%,70.22%,96.15%,19,1,0.37%,3.85%,"₹ 33,779.67","₹ 2,078.01",19,1
FBA79352,WF-02-BL,B0D637B562,B0D637B562,Nexlev Splash Pet Water Fountain with LED Light | 2.0L Capacity | Ultra Quiet Cat Drinking Fountain with Filter | Automatic Pet Water Fountain for Cats and Small Dogs | Blue (WF-02-BL),152,2,0.03%,0.03%,237,2,0.04%,0.02%,97.38%,100.00%,18,1,11.84%,50.00%,"₹ 16,543.65","₹ 1,137.51",18,1
FBA79404,FS-01,B0D9KFZYG8,B0D9KFZYG8,"NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diffuser|30 Sec Heating|Avoid Burns & Spillage | FS-01","1,199",27,0.26%,0.38%,"1,581",34,0.26%,0.36%,65.19%,100.00%,17,1,1.42%,3.70%,"₹ 23,700.43","₹ 1,731.51",17,1
FBA79681,HU-01,B0DVC968P1,B0DVC968P1,"NexLev Cool Mist Humidifier | 3.5L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 44Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-01",362,12,0.08%,0.17%,474,17,0.08%,0.18%,99.54%,100.00%,17,1,4.70%,8.33%,"₹ 20,811.46","₹ 2,027.52",17,1
FBA79707,ETC-08-BL,B0FJ1ZB4G9,B0FJ1ZB4G9,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-08 Blue,250,6,0.05%,0.08%,338,16,0.06%,0.17%,99.04%,100.00%,18,1,7.20%,16.67%,"₹ 10,733.48",₹ 741.51,17,1
FBA79279,LR-01,B0D8445KJN,B0D8445KJN,"NexLev Rechargeable Lint Remover | for Woollen Sweaters Pill, Rue & Burr Remover | 60min Use Time | Type C |Defuzzer | Lint Brush for Coat | 2 Modes | SS Blade | Safety Lock | LR-01",449,16,0.10%,0.22%,590,19,0.10%,0.20%,95.89%,100.00%,16,0,3.56%,0.00%,"₹ 12,020.34",₹ 0.00,16,0
FBA79692,AP-03,B0DVC58QPZ,B0DVC58QPZ,NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pollutants | Long Filter Life |3 Year Warranty |AP220,"19,616",116,4.22%,1.61%,"25,683",176,4.27%,1.84%,58.70%,96.94%,14,0,0.07%,0.00%,"₹ 43,547.46",₹ 0.00,14,0
FBA79714,SC-04 Set of 2 Mops,B0F2N1HTBT,B0F2N1HTBT,NexLev Replacement Mop Cloth Pads (Set of 2) | Compatible with NexLev 10-in-1 Steam Cleaner & Mop SC-04 | Reusable Microfiber Pads for Floor Deep Cleaning | Washable & Durable | For All Floor Types,498,11,0.11%,0.15%,546,12,0.09%,0.13%,97.72%,100.00%,14,2,2.81%,18.18%,"₹ 5,631.57",₹ 945.25,14,2
FBA79348,HD-02,B0D81DLSFT,B0D81DLSFT,"Nexlev Hair Dryer For Women| Foldable| 1500 Watts| Cool Shot| 3 Heat & 2 Speed Settings| Overheat Protection| Concentrator Nozzle| Salon-Style Blow Dry| Just Style (Hd-02 Women), Black & Copper",209,12,0.04%,0.17%,275,19,0.05%,0.20%,97.89%,100.00%,34,28,16.27%,233.33%,"₹ 24,088.14","₹ 23,408.00",12,6
FBA79469,LE-04,B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,446,8,0.10%,0.11%,606,12,0.10%,0.13%,63.95%,100.00%,12,1,2.69%,12.50%,"₹ 15,549.15","₹ 1,499.00",12,1
FBA79463,VC-02,B0DCK56Q85,B0DCK56Q85,"NexLev Cordless Vacuum Cleaner|HEPA with Stainless Steel Cover|6000 mAh|Copper Motor| Rechargeable Type C|Ideal for Home, Office & Car Use|Compact & Portable|Dust & Pet Hair Remover|3 Attachment|VC-02",625,16,0.13%,0.22%,831,39,0.14%,0.41%,87.21%,100.00%,12,1,1.92%,6.25%,"₹ 23,295.76","₹ 2,499.00",12,1
FBA79773,VC-01 HEPA,B0F74DJYG6,B0F74DJYG6,nexlev Replacement HEPA Filter | Compatible 2 in 1 Handheld & Stick Vacuum Cleaner VC-01 | Captures 99.97% Dust & Allergens | Washable & Durable Filter Maintain,340,5,0.07%,0.07%,443,12,0.07%,0.13%,100.00%,100.00%,11,0,3.24%,0.00%,"₹ 2,311.86",₹ 0.00,11,0
FBA79267,T-02,B0D2LD6BYJ,B0D2LD6BYJ,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Foil Shaver| Hair Removal for Intimate Areas, Face, Arms, Legs & Body | 90 min Runtime |2H Quick Charge |T-02","1,398",10,0.30%,0.14%,"1,681",11,0.28%,0.12%,97.23%,100.00%,10,0,0.72%,0.00%,"₹ 10,576.27",₹ 0.00,10,0
FBA79472,CM-02-PR,B0DFCDZWND,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,674,15,0.14%,0.21%,934,21,0.16%,0.22%,94.38%,100.00%,10,1,1.48%,6.67%,"₹ 11,420.77","₹ 1,335.51",10,1
FBA79443,LE-03,B0D9KFQG8Q,B0D9KFQG8Q,"Nexlev Skin Scrubber |Red & Blue LED Therapy| Blackhead Remover| Pore Cleaner| Skin Lifting & tightening, wrinkle remover| 2 Silicone Cleaning Heads| Facial Cleansing|Type C Charging| Elixir Pro LE-03",516,12,0.11%,0.17%,584,16,0.10%,0.17%,98.39%,100.00%,9,0,1.74%,0.00%,"₹ 10,078.81",₹ 0.00,9,0
FBA79771,SC-01 Set of Spares,B0F678L8YT,B0F678L8YT,"NexLev Replacement Accessory Kit for Steam Cleaner SC-01 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",432,11,0.09%,0.15%,467,13,0.08%,0.14%,98.85%,100.00%,8,0,1.85%,0.00%,"₹ 2,366.95",₹ 0.00,8,0
FBA79915,ST-01 ST-01 Set of Hooks,B0FYNT1TW7,B0FYNT1TW7,"NexLev Stand Mixer Attachment Set for ST-01 | Includes Dough Hook, Beater & Whisk | Durable Stainless Steel Build | Easy to Attach & Clean | Ideal for Baking, Whipping & Kneading",475,8,0.10%,0.11%,537,10,0.09%,0.10%,98.83%,100.00%,8,1,1.68%,12.50%,"₹ 10,169.49","₹ 1,500.00",8,1
FBA79716,SM-01 Set of 2 Mops,B0F2MZ8CG9,B0F2MZ8CG9,NexLev Replacement Mop Cloth Pads (Set of 2) | Compatible with NexLev Steam Mop SM-01 | Reusable Microfiber Pads for Floor & Carpet Cleaning | Washable & Durable | Suitable for All Floor Types,17,0,0.00%,0.00%,21,0,0.00%,0.00%,100.00%,0.00%,11,0,64.71%,0.00%,"₹ 3,719.49",₹ 0.00,7,0
FBA79810,MF-01,B0FS7T8151,B0FS7T8151,NexLev Rechargeable Milk Frother & Coffee Whisker | 3 Speed | Stainless Steel Dual Spring Tech | Perfect for Coffee Lattes Milk Hot Chocolate Omlete & Cream | Handheld Beater for Foam |MF-01,101,1,0.02%,0.01%,129,2,0.02%,0.02%,100.00%,0.00%,7,0,6.93%,0.00%,"₹ 2,628.81",₹ 0.00,7,0
