SKU,(Child) ASIN,(Parent) ASIN,Brand,Model,Units Ordered,Ordered Product Sales,Sessions,Page Views,Buy Box Percentage,Seller Account,Month,WindowStart,WindowEnd
FBA75683,B0B4G94VP3,B0B4G94VP3,Audio Array,AA-03,0,0.0,690,873,3.25,VIOMI,2026-06,2026-06-01,2026-06-30
FBA75690,B0B4K87PR4,B0B4K87PR4,Audio Array,AM-C10,0,0.0,1208,1459,0.35,VIOMI,2026-06,2026-06-01,2026-06-30
FBA75677,B0B4KC7VBM,B0B4KC7VBM,Audio Array,AM-C5,0,0.0,2472,3091,0.03,VIOMI,2026-06,2026-06-01,2026-06-30
FBA78423,B0C598Q6PT,B0C598Q6PT,Audio Array,AM-C36,0,0.0,18,26,56.52,VIOMI,2026-06,2026-06-01,2026-06-30
FBA78960,B0CBCB82MT,B0CBCB82MT,Audio Array,AM-C39,0,0.0,1481,1913,0.61,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79105,B0CM6WH4ZT,B0CM6WH4ZT,Audio Array,AI-12,1,1185.59,2546,3337,0.48,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79106,B0CM9KJZWQ,B0CM9KJZWQ,Audio Array,AM-C44,0,0.0,1061,1501,0.0,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79355,B0D3M86SH1,B0D3M86SH1,Audio Array,AA-19BL,0,0.0,1731,2031,1.32,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79448,B0DFMKY4TT,B0DFMKY4TT,Audio Array,AM-W35,0,0.0,450,559,2.59,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79444,B0DFMLQBMC,B0DFMLQBMC,Audio Array,AM-W20,0,0.0,58,68,10.77,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79445,B0DFMLS8JG,B0DFMLS8JG,Audio Array,AM-W32,0,0.0,444,659,0.83,VIOMI,2026-06,2026-06-01,2026-06-30
FBA79816,B0FPR962YS,B0FPR962YS,Audio Array,AM-W22,0,0.0,993,1178,0.0,VIOMI,2026-06,2026-06-01,2026-06-30
FBA76864,B0BPLZ5CGV,B0BPLZ5CGV,Audio Array,AI-04 Red,2,8047.46,12342,16412,0.84,WHITEMULBERRY,2026-06,2026-06-01,2026-06-30
