SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA78975,AA-21,B0CF5TCQKL,B0CF5TCQKL,"Audio Array AA-21 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Black (Set of 2)","3,966",187,1.19%,2.36%,"5,447",251,1.18%,2.29%,7.02%,13.25%,7,1,0.18%,0.53%,"₹ 22,390.68","₹ 3,815.00",7,1
FBA79104,AI-11,B0CM6NVLT9,B0CM6NVLT9,"Audio Array AI-11 USB Bluetooth Soundcard, 1Ch Mixer, Audio Interface | 2 Condenser In, 2 Out |2 Live Out+1 Accompany In | OTG for mobile and PC/MAC | Effects | Streaming, Podcasting, Gaming, Singing","5,200",87,1.56%,1.10%,"7,607",112,1.65%,1.02%,6.09%,16.39%,7,0,0.13%,0.00%,"₹ 9,148.31",₹ 0.00,7,0
FBA79959,AM-W47 Wired,B0G39ZHDYP,B0G39ZHDYP,"Audio Array Wired Voice Amplifier 2026 Edition | Bluetooth 5.3 | Wired Headset Mic with 10W Speaker for Teachers, Tour Guides | 10Hrs Battery Life |1 Click Monitoring | TWS Connectivity AM-W47 Wired",489,13,0.15%,0.16%,662,18,0.14%,0.16%,26.70%,66.67%,7,0,1.43%,0.00%,"₹ 7,115.25",₹ 0.00,7,0
FBA78961,AM-C40,B0CBCB9S14,B0CBCB9S14,"Audio Array AM-C40 Large Diaphragm USB Condenser Microphone Kit | Boom Arm & Pop-Filter | 96kHz/24bit No Latency Headphone Monitoring with Mute & Volume Control Knob | Singing, Podcasting & Streaming",448,11,0.13%,0.14%,731,20,0.16%,0.18%,37.21%,37.50%,6,0,1.34%,0.00%,"₹ 12,537.29",₹ 0.00,6,0
FBA77171,AC-6XL,B0CH4VCD6R,B0CH4VCD6R,"Audio Array AC-6XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (6 Meter/19.6 Feet)","1,352",51,0.41%,0.64%,"1,952",71,0.42%,0.65%,4.97%,10.91%,6,1,0.44%,1.96%,"₹ 2,791.53",₹ 549.00,6,1
FBK79010,AM-C42,B0FLYJFC22,B0FLYJFC22,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",263,6,0.08%,0.08%,395,8,0.09%,0.07%,72.27%,62.50%,6,0,2.28%,0.00%,"₹ 9,995.76",₹ 0.00,6,0
FBA75680,AM-C6,B0B4G1PXWV,B0B4G1PXWV,"Audio Array AM-C6 USB Plug & Play Condenser Microphone Kit | with pop-Filter & Shock Mount | 3.5 mm No Latency Monitoring, Volume Control & Mute Button | Gaming, Podcasting & Streaming",733,12,0.22%,0.15%,"1,094",12,0.24%,0.11%,37.79%,75.00%,5,0,0.68%,0.00%,"₹ 8,046.61",₹ 0.00,5,0
FBA75691,AM-W14,B0B4G5JG4P,B0B4G5JG4P,"Audio Array AM-W14 UHF Dual Wireless Premium Metal Microphone | 2X XLR Outs & 1/4"" Mix Out | Range up to 200ft/60m | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box","2,110",43,0.63%,0.54%,"2,868",62,0.62%,0.57%,28.71%,11.63%,5,0,0.24%,0.00%,"₹ 27,538.14",₹ 0.00,5,0
FBA78960,AM-C39,B0CBCB82MT,B0CBCB82MT,"Audio Array AM-C39 XLR to 3.5mm Condenser Microphone Kit | Tripod, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","2,377",35,0.71%,0.44%,"3,404",45,0.74%,0.41%,11.23%,8.33%,5,0,0.21%,0.00%,"₹ 7,199.15",₹ 0.00,5,0
FBA79011,AM-C43,B0CH4RNWJX,B0CH4RNWJX,"Audio Array AM-C43 XLR to 3.5mm Professional Condenser Microphone Kit | Boom Arm, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","6,066",112,1.82%,1.41%,"8,945",144,1.94%,1.31%,3.14%,7.07%,5,0,0.08%,0.00%,"₹ 10,567.80",₹ 0.00,5,0
FBA79825,GB-02 (AM-C43 + AI-11),B0FJ2DT13L,B0FJ2DT13L,"Audio Array All in 1 Pro Bundle | Condenser Mic with USB Bluetooth Soundcard Mixer | Complete Setup for Streaming, Podcasting, Gaming, Singing & Home Studio Recording - GB-02",968,22,0.29%,0.28%,"1,135",25,0.25%,0.23%,44.27%,50.00%,5,0,0.52%,0.00%,"₹ 16,521.19",₹ 0.00,5,0
FBA79969,UB-03 (AM-S1 + AA-22),B0G3B677Z5,B0G3B677Z5,"Audio Array Studio Monitor Bundle with 60W Powered Speakers & Adjustable Metal Stands | Bluetooth, HDMI ARC, USB-C, RCA Inputs | Professional Studio Monitors for Home Studio, Streaming & Gaming-UB-03","2,209",36,0.66%,0.45%,"2,499",47,0.54%,0.43%,63.16%,53.33%,5,0,0.23%,0.00%,"₹ 38,809.32",₹ 0.00,5,0
FBA79958,AM-W24,B0G3Q59X8C,B0G3Q59X8C,"Audio Array AM-W24 2026 Edition Magnetic Wireless 5gm Mic with Slide Charging Case for iPhone/Android/iPad, AI Noise Reduction, 30H Battery, 200ft Range, Plug & Play for Recording, Vlogging, Streaming","1,753",84,0.53%,1.06%,"2,471",109,0.54%,0.99%,15.36%,10.77%,5,0,0.29%,0.00%,"₹ 6,098.31",₹ 0.00,5,0
FBA80007,MT-12,B0GN2LHJY4,B0GN2LHJY4,"Audio Array MT-12 12 Analog+2 Digital Channel Hybrid Analog+USB Mixer, 48kHz DSP, 4 XLR & 8 TRS Inputs, 3-Band EQ, +48V Phantom, 24dBu Balanced XLR Out, Graphical EQ, Type-C Power, Studio & Streaming","2,322",34,0.70%,0.43%,"3,090",39,0.67%,0.36%,70.96%,100.00%,5,0,0.22%,0.00%,"₹ 29,650.00",₹ 0.00,5,0
FBA75687,AM-W11,B0B4G5ZLTB,B0B4G5ZLTB,"Audio Array AM-W11 Wireless Mic | Upto 4hr Battery & 60m Range | Volume & Mute Buttons with Indicators | Streaming, Vlogging, YouTube | 1x Lapel mic, Type C Adapter for Plug & Play | 2 Year Warranty",238,22,0.07%,0.28%,343,50,0.07%,0.46%,99.35%,96.88%,4,2,1.68%,9.09%,"₹ 7,538.98","₹ 4,398.00",4,2
FBA76863,AI-03,B0BPM2T7BQ,B0BPM2T7BQ,"Audio Array AI-03 Professional Sound Card with Bluetooth | Podcast Production Setup with 4 mic input & 4 outputs | +48V phantom power, PC/Mac connectivity | 6-8hr Battery | Streaming, Singing & Gaming","2,554",45,0.77%,0.57%,"3,386",76,0.73%,0.69%,6.16%,7.27%,4,1,0.16%,2.22%,"₹ 9,912.71","₹ 3,899.00",4,1
FBA79016,AM-C3a,B0CH4R1V6S,B0CH4R1V6S,"Audio Array AM-C3a Unidirectional Dynamic Handheld Karaoke Microphone | 20Hz - 20kHz Response | Karaoke Singing, Public Meetings, Studio Recording, Live Sound, Party (no Cable Included)","1,375",36,0.41%,0.45%,"1,913",46,0.42%,0.42%,16.18%,17.86%,7,1,0.51%,2.78%,"₹ 3,850.85",₹ 799.00,4,1
FBA79824,GB-01 (AM-C43 +AI-10),B0FJ2K95XT,B0FJ2K95XT,"Audio Array Ultimate Gaming Bundle | Condenser Mic with Boom Arm & Sound Card | Streaming Kit for PC/Mobile with 14 FX, Voice Modes, Loopback, Real Time Monitoring |for YouTube & Live Stream - GB-01",944,16,0.28%,0.20%,"1,186",17,0.26%,0.16%,86.42%,63.64%,4,0,0.42%,0.00%,"₹ 18,979.66",₹ 0.00,4,0
FBK79009,AM-C41,B0FLYHJ6DK,B0FLYHJ6DK,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",569,8,0.17%,0.10%,816,11,0.18%,0.10%,73.78%,100.00%,4,1,0.70%,12.50%,"₹ 5,522.03","₹ 1,629.00",4,1
FBA79840,AH-60 RD,B0FQBWV1ST,B0FQBWV1ST,"Audio Array AH-60-RD Semi-Open Back DJ Headphones | 50mm Drivers Delivers Dynamic Balanced Output | 15Hz–25kHz, 32Ω, 100dB SPL, 1200mW | 3m OFC Single-Sided Cable with Screw-On 3.5mm + 6.3mm Plug","2,491",26,0.75%,0.33%,"3,368",32,0.73%,0.29%,18.96%,14.29%,4,0,0.16%,0.00%,"₹ 6,606.78",₹ 0.00,4,0
FBA76742,AM-K1,B0BLKBJ5HN,B0BLKBJ5HN,"Audio Array AM-K1 Instrument Drum Microphone Kit | Stage Performance & Professional Studio Recording Quality | 1 Kick Drum Mic, 2 Tom Mics, 2 Overhead Condenser Mics with Standard Mounting Accessories",455,1,0.14%,0.01%,623,1,0.14%,0.01%,100.00%,0.00%,3,0,0.66%,0.00%,"₹ 24,743.22",₹ 0.00,3,0
FBA76723,AM-C20,B0BLKF46QG,B0BLKF46QG,"Audio Array AM-C20 USB Microphone | Unique Tilt Stand & one Touch Mute | Plug n Play, No Latency Cardioid Pickup | for PC, Smartphones, iOS | Gaming, Streaming, Podcasts, Twitch, YouTube, Discord",312,7,0.09%,0.09%,417,9,0.09%,0.08%,23.24%,25.00%,3,0,0.96%,0.00%,"₹ 3,429.66",₹ 0.00,3,0
FBA78976,AA-22,B0CF5SHL15,B0CF5SHL15,"Audio Array AA-22 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Red (Set of 2)","2,043",70,0.61%,0.88%,"2,445",89,0.53%,0.81%,4.95%,6.38%,3,0,0.15%,0.00%,"₹ 9,531.36",₹ 0.00,3,0
FBA79009,AM-C41,B0CH4PMR8K,B0CH4PMR8K,"Audio Array AM-C41 Plug & Play AI Noise Cancellation USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Tripod, Mic Cover | Gaming, Streaming, Podcast | Mac/PC/Laptop/Mobile",718,15,0.22%,0.19%,"1,073",23,0.23%,0.21%,29.52%,52.38%,3,0,0.42%,0.00%,"₹ 4,065.25",₹ 0.00,3,0
FBA79108,AM-W16,B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",521,12,0.16%,0.15%,718,12,0.16%,0.11%,14.39%,0.00%,3,0,0.58%,0.00%,"₹ 3,429.66",₹ 0.00,3,0
FBA79654,AM-C11 Pro,B0DN6MNS1X,B0DN6MNS1X,"Audio Array AM-C11 Pro XLR/USB Professional Dynamic Mic Kit | Premium Metal 96kHz/24bit Studio Quality | 2M XLR & USB Cables,Volume Control,Mute & Realtime Monitoring | Streaming,Gaming & podcasting",991,25,0.30%,0.32%,"1,471",36,0.32%,0.33%,2.93%,7.69%,4,2,0.40%,8.00%,"₹ 17,454.24","₹ 10,398.00",3,1
FBA79708,SB-01,B0FFB6YJM1,B0FFB6YJM1,"Audio Array SB-01 | Bluetooth Soundbar 25W, Gaming RGB Lights, AUX, Bluetooth, USB, FM & TWS I Fast Charge Battery, Multiport Connectivity, BT Speaker for TV, Mobile, PC, Laptops, Tablets Black",586,15,0.18%,0.19%,735,20,0.16%,0.18%,17.87%,0.00%,3,0,0.51%,0.00%,"₹ 3,344.92",₹ 0.00,3,0
FBA79960,AM-W47 Wireless,B0G3B152FR,B0G3B152FR,"Audio Array Wireless Voice Amplifier 2026 Edition | Bluetooth 5.3 |10W Speaker With Wireless Mic | For Teachers, Tour Guides |10 Hrs Battery Life |1 Click Monitoring | TWS Connectivity AM-W47 Wireless",504,16,0.15%,0.20%,655,16,0.14%,0.15%,3.81%,0.00%,3,0,0.60%,0.00%,"₹ 5,084.75",₹ 0.00,3,0
FBA79968,AI-14,B0G53M9258,B0G53M9258,"Audio Array AI-14 8-Channel Hybrid USB Audio Mixer with 8 Analog + 2 Digital Inputs, 48kHz/16-Bit Processing, +50dB Gain, Combo XLR, Phantom Power, Hi-Z, 3-Band EQ, 99 DSP FX, Balanced XLR Output",463,5,0.14%,0.06%,677,8,0.15%,0.07%,67.59%,57.14%,3,0,0.65%,0.00%,"₹ 11,015.25",₹ 0.00,3,0
FBA79974,AM-S1,B0GD8JSPB1,B0GD8JSPB1,"Audio Array 60W Bluetooth Bookshelf Speaker Pair | 1.5"" Silk Dome Tweeter, 4"" Sub Woofer | Music & Monitor Mode | Aux, HDMI, USB-C, TRS & RCA Connectivity",492,24,0.15%,0.30%,706,27,0.15%,0.25%,100.00%,100.00%,3,0,0.61%,0.00%,"₹ 21,099.15",₹ 0.00,3,0
FBA75692,AM-C11,B0B4G1HPL5,B0B4G1HPL5,"Audio Array AM-C11 XLR/USB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute and Volume Control | Premium Metal Build | 2M XLR & USB Cable | Streaming, Gaming, Podcasting, Singing","1,469",33,0.44%,0.42%,"2,059",63,0.45%,0.58%,14.87%,8.16%,3,0,0.20%,0.00%,"₹ 11,861.86",₹ 0.00,2,0
