SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA78996,NP-03,B0CDQ6G4TC,B0CDQ6G4TC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-03",4,1,0.00%,0.04%,4,1,0.00%,0.03%,50.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79229,GS-04,B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,7,0,0.01%,0.00%,11,0,0.01%,0.00%,11.11%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79346,ETC-04-WH,B0D25LNDSY,B0D25LNDSY,Nexlev Electric Toothbrush|40000 vibrations/minute| USB Type C| 5 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brush Heads With Cover| IPX7 Waterproof| For Adults|Sparkle Pro ETC-04 White,25,2,0.02%,0.09%,37,2,0.02%,0.06%,5.71%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79267,T-02,B0D2LD6BYJ,B0D2LD6BYJ,"NexLev 6-in-1 trimmer | Sensitive Bikini Trimmer for Women | Skin Safe with Rounded Tips & Foil Shaver| Hair Removal for Intimate Areas, Face, Arms, Legs & Body | 90 min Runtime |2H Quick Charge |T-02",116,1,0.08%,0.04%,151,1,0.09%,0.03%,13.53%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79272,HS-01,B0D2LFMY48,B0D2LFMY48,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate Lock| Portable HS-01, Hair Straightener Tong - Black",153,0,0.11%,0.00%,164,0,0.09%,0.00%,84.31%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79273,HS-02,B0D2LKB4BJ,B0D2LKB4BJ,"Nexlev Hair Styling Straightener & Curler| 2 in 1 Hair Styler| 200°C in 30 Seconds| Long Ceramic Floating Plates| Rounded Body for Curls| Plate lock| Portable |HS-02, Hair Straightener Tong - Purple",215,0,0.16%,0.00%,251,0,0.14%,0.00%,3.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79375,ET-03-BL_N,B0D2P6KF4N,B0D2P6KF4N,Nexlev Sonic Electric Toothbrush| Powerful Sonic technology|Super soft DuPont Bristles| 2 Replaceable Brush Heads with Cover| IPX7 Waterproof| AA Battery|Gentle Oral Care|Smart Smile ET-03 SkyBlue,65,3,0.05%,0.13%,82,3,0.05%,0.10%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79332,HM-01,B0D63FKYZ5,B0D63FKYZ5,NexLev Scalp Massager for Stress Relief | Head Massager for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Massage | 120 Min Runtime | Type C | Washable Heads | 3 Modes | HM-01,58,0,0.04%,0.00%,69,0,0.04%,0.00%,1.49%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79347,ETC-05-PI,B0D842173P,B0D842173P,Nexlev Electric Toothbrush| 40000 vibrations/min|USB Type C| 5 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brushheads With Cover| IPX7 Waterproof| For Adults|Sparkle Pro ETC-05 Sunset Pink,12,0,0.01%,0.00%,16,0,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79443,LE-03,B0D9KFQG8Q,B0D9KFQG8Q,"Nexlev Skin Scrubber |Red & Blue LED Therapy| Blackhead Remover| Pore Cleaner| Skin Lifting & tightening, wrinkle remover| 2 Silicone Cleaning Heads| Facial Cleansing|Type C Charging| Elixir Pro LE-03",213,5,0.15%,0.22%,229,7,0.13%,0.23%,99.56%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79469,LE-04,B0DCK4DR1B,B0DCK4DR1B,Nexlev Skin Lift Device | 7 Color LED | Face & Neck Skin Lifting| 3 Massage Modes| Face Sculpting Tool |Micro-currents to reduce Wrinkles| Hot Compress | Rechargeable| Type-C| 180 Min Use| Glow+ LE-04,115,2,0.08%,0.09%,150,2,0.08%,0.06%,9.92%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79480,VC-03,B0DDC3GVZW,B0DDC3GVZW,nexlev Cordless Electric Car Vacuum Cleaner VacuSafe| Seat-Belt Cutter| Window Breaker Hammer| LED Torch|4000 mAh| High Power Suction | Copper Motor| Type-C Emergency Car Escape Tool| Portable| VC-03,85,3,0.06%,0.13%,101,3,0.06%,0.10%,97.03%,50.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79489,KE-02,B0DFD123P5,B0DFD123P5,"Nexlev MultiPurpose Electric Food Kettle|1.5 L Ceramic Pot | 600W| Boil, Steam, Fry, Saute| Double Layered Body| 2 Temperature Settings| Multi Cooker for Water, Egg, Tea, Soup, Noodles, Rice| KE-02","2,095",32,1.52%,1.38%,"3,137",54,1.77%,1.74%,0.35%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79466,TI-01,B0DFM4JZV9,B0DFM4JZV9,"Nexlev Tyre Inflator for Car | Touch Control |150 PSI |12V DC| 4 Nozzles | Digital Tyre Pressure Gauge| Carry Bag | Suitable for Bike, Bicycle or Any Inflatable | Emergency LED Light | TI-01",28,1,0.02%,0.04%,34,1,0.02%,0.03%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79481,TM-02,B0DFMRG2K4,B0DFMRG2K4,"NexLev All in One Body Trimmer for Men | Suitable for Beard, Body, Balls, Pubic Hair, Private Parts | 90 Min Runtime |Type C | IPX 7 Waterproof | No Nicks No Cuts | 2 Safety Combs| Extra Blade | TM-02",79,0,0.06%,0.00%,94,0,0.05%,0.00%,14.44%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79485,TM-04,B0DK9QNKK8,B0DK9QNKK8,"NexLev 2 in 1 Nose, Ear & Body Trimmer for Men| Ceramic Blade| 7000 RPM Copper Motor| Type C Charge| 90 Min Runtime| IPX7 Waterproof| Cordless| Overcharge Protection|TM-04",37,1,0.03%,0.04%,43,1,0.02%,0.03%,2.44%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79566,VC-05,B0DKJSCLBD,B0DKJSCLBD,"NexLev Cordless Wet & Dry Vacuum Cleaner|For Home Car & Office Use|3 Attachments |HEPA to capture dust | 4000 mAh Battery|Quick Cleaning of Desk, Coffee tea or Water Spill | Compact & Portable | VC-05",69,1,0.05%,0.04%,93,2,0.05%,0.06%,73.26%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79565,VC-04,B0DKJZDY72,B0DKJZDY72,nexlev Cordless Vacuum Cleaner & Blower |BLDC Copper Motor |HEPA with Stainless Steel Cover | for Home Office & Car Cleaning|4 Attachments | Blower for Dust & Inflatables | Portable & Compact | VC-04,96,0,0.07%,0.00%,115,0,0.06%,0.00%,92.16%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79591,KM-01,B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79596,MG-01,B0DMT19RWC,B0DMT19RWC,"NexLev Massage Gun |Full Body- Neck, Shoulders, Back, Arms & Feet Pain Relief|Handheld Deep Tissue Massager| 4 Heads| 99 Gears Levels| 3 Modes| 3800 RPM| 1800mAh Battery|Type-C Interface|MG-01",13,0,0.01%,0.00%,14,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79484,CF-01,B0DNJF1BLS,B0DNJF1BLS,nexlev Drip Coffee Maker |Filter Coffee for Home & Office | 4-6 Cups | Warming Plate|Borosilicate Carafe | Reusable & Washable Filter | Anti Drip | 750 ml | Cone Filter | Water Level Indicator |CF-01,130,4,0.09%,0.17%,167,7,0.09%,0.23%,91.10%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79598,BM-02,B0DNJJKBKG,B0DNJJKBKG,NexLev Neck & Back Massager | Deep Tissue Shiatsu Roller | Cervical Pain Relief | 3 Speeds | 8 Kneading Nodes | Quick Pain Relief | Auto Shut Off | 1 year Warranty | BM-02,64,1,0.05%,0.04%,83,1,0.05%,0.03%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79492,V-02,B0DT6Y7KJM,B0DT6Y7KJM,"NexLev Ionic 4 in 1 Hot Air Brush + Straightener | 2 Step Styler Volumizer | Blow Dryer, Styler, Straightener & Waves | 360° Airflow | Tangle Free Bristle |Ceramic Tourmaline Coated Barrel | 1200W | V-02",125,1,0.09%,0.04%,157,1,0.09%,0.03%,29.66%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79688,MM-01,B0DV8TR64D,B0DV8TR64D,NexLev Full Body Massage Chair Mat | Deep Tissue Massage with 22 Air Compression Bags | Remote Control | Heat Therapy | Spa at Home | Foldable & Compact Design | Ideal for Back & Shoulder Pain MM-01,166,8,0.12%,0.34%,182,12,0.10%,0.39%,94.44%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79676,HB-01,B0DV91JGF1,B0DV91JGF1,NexLev Orthopaedic Heat and Massage Belt | Massager for Lower Back Shoulder Cramps and Neck Pain Relief | 3 massage Modes | 2 intensities | Heat for Soothing Sore Muscles | 30 min Auto Shut off |HB-01,13,2,0.01%,0.09%,17,4,0.01%,0.13%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79690,PM-02,B0DV931G48,B0DV931G48,"NexLev Cordless Body Massager | Neck, Shoulder, Back, Legs & Thigh Pain Relief | 10 Intensity and 12 Modes | 6 Attachments | Deep Tissue Kneading for Complete Pain Relief | Charging Indicator | PM-02",10,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79686,MGS-02,B0DV94R4QD,B0DV94R4QD,NexLev Massage Gun | Body Massager |6 Speed for Body Relaxation and Muscle Recovery | 4 Attachment| Compact & Portable Design | For Neck Shoulder Back Foot Calf | 1H Use Time |For Men & Women |MGS-02,11,0,0.01%,0.00%,11,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79687,MGC-03,B0DV9CY3XR,B0DV9CY3XR,NexLev Massage Gun | Body Shoulder Neck Feet Calf & Back Massager | Cold Therapy for Muscle Recovery | 60° Heat Therapy for Relaxation | 6 Attachments | 6 Mode | Portable & Compact Design | MGC-03,20,1,0.01%,0.04%,22,2,0.01%,0.06%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79693,TM-05,B0DVC91Q7J,B0DVC91Q7J,NexLev Body & Intimate Trimmer for Men | Pubic Hair - Private Part Trimmer and Body Groomer |Vacuum for Mess Free Trimming | Ceramic Blades | Curved Edge for Safety | IPX7 Waterproof | TypeC |TM-05,36,1,0.03%,0.04%,38,1,0.02%,0.03%,92.11%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79677,NP-06,B0DVCBR11D,B0DVCBR11D,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-06",5,1,0.00%,0.04%,7,3,0.00%,0.10%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79678,NP-07,B0DVCDD5VC,B0DVCDD5VC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-07",5,0,0.00%,0.00%,5,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79717,SPM-01 Set of 2 Mops,B0F2MZ9BJS,B0F2MZ9BJS,NexLev Replacement Mop Pads (Set of 2) | Compatible with NexLev Cordless Spin Mop SPM-01 | Soft Microfiber Cleaning Pads | Washable & Reusable | for All Floor Types | Easy to Attach & Remove,11,1,0.01%,0.04%,15,2,0.01%,0.06%,100.00%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79607,LR-02 Set of 2 blades,B0F2N11VTN,B0F2N11VTN,NexLev Replacement Stainless Steel Blades (Set of 2) | Compatible with NexLev Lint Remover LR-02 | Sharp & Durable Blades for Effective Fabric Defuzzing | Easy to Replace | Smooth & Safe Performance,62,2,0.05%,0.09%,71,2,0.04%,0.06%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79657,SS-02 Set of Spares,B0F2N31GNX,B0F2N31GNX,NexLev Replacement Accessory Kit for Spin Scrubber SS-02 | Multipurpose Cleaning Heads for Home & Car,3,0,0.00%,0.00%,3,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79771,SC-01 Set of Spares,B0F678L8YT,B0F678L8YT,"NexLev Replacement Accessory Kit for Steam Cleaner SC-01 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",154,9,0.11%,0.39%,166,11,0.09%,0.35%,98.75%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79778,AP-03 HEPA,B0F67BW7SF,B0F67BW7SF,NexLev Smart Air Purifier HEPA Filter for Model AP220,0,0,0.00%,0.00%,0,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79707,ETC-08-BL,B0FJ1ZB4G9,B0FJ1ZB4G9,Nexlev Electric Toothbrush| 40000 vibrations/min|USB Type C| 5 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brush Heads With Cover| IPX7 Waterproof| For Adults| ETC-08 MidNight Blue,37,1,0.03%,0.04%,49,1,0.03%,0.03%,88.64%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79809,KE-03,B0FJ8SFNRH,B0FJ8SFNRH,"NexLev Grand Electric Water Kettle | 1.8 L | 1500 Watts | Stainless Steel | For Home, Office | Auto Cut Off | For Boiling Water, making Tea & Coffee, Instant Noodles, Soup | Cool Touch Handle |KE-03",13,0,0.01%,0.00%,15,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79810,MF-01,B0FS7T8151,B0FS7T8151,NexLev Rechargeable Milk Frother & Coffee Whisker | 3 Speed | Stainless Steel Dual Spring Tech | Perfect for Coffee Lattes Milk Hot Chocolate Omlete & Cream | Handheld Beater for Foam |MF-01,29,0,0.02%,0.00%,34,0,0.02%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79912,SC-05 SC-05 - Set of Spares,B0FYNKYJFN,B0FYNKYJFN,"NexLev Replacement Accessory Kit for Steam Cleaner SC-05 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",3,0,0.00%,0.00%,6,0,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA79569,LE-06,B0G1YKMFWT,B0G1YKMFWT,Nexlev Red Light Therapy Wand for Face and Neck| EMS Skincare Massager | Microcurrent| Glass Skin Therapy| Wrinkle Reduction| Anti-Aging Skin Tightening Machine| Face Sculpting Tool| LE-06,8,0,0.01%,0.00%,12,0,0.01%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
FBA78981,SC-01,B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 4 Mtr Cord | 1000W |SC-01","9,340",166,4.36%,4.25%,"12,541",229,4.46%,4.28%,93.25%,96.36%,69,2,0.74%,1.20%,"₹ 2,46,801.00","₹ 7,198.00",69,2
FBA79591,KM-01,B0DM66B2DW,B0DM66B2DW,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",508,22,0.24%,0.56%,690,30,0.25%,0.56%,76.86%,93.33%,13,1,2.56%,4.55%,"₹ 17,388.00","₹ 1,449.00",13,1
FBA79373,ET-01-BK_N,B0D2P5TGWK,B0D2P5TGWK,NexLev Smart Electric Toothbrush for Adults | 2-Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery | 3 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-01 Black,678,5,0.32%,0.13%,934,10,0.33%,0.19%,37.08%,100.00%,9,2,1.33%,40.00%,"₹ 2,691.00",₹ 598.00,9,2
FBK79271,V-01 RG,B0DQ8W1RBV,B0DQ8W1RBV,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings|V-01RG",860,5,0.40%,0.13%,"1,242",11,0.44%,0.21%,52.66%,100.00%,9,0,1.05%,0.00%,"₹ 13,491.00",₹ 0.00,9,0
FBA79263,MR-01,B0CYSLCRQS,B0CYSLCRQS,"nexlev Mattress, Sofa & Carpet Vacuum Cleaner | for Dust Mites, Allergens & Pet Hair | 4 Step Cleansing with Double Beat, UV Light, Dehumidification & Vacuum | HEPA captures 99.99% Dust|MR-01","46,754",814,21.82%,20.85%,"56,386","1,001",20.07%,18.71%,31.37%,57.76%,8,1,0.02%,0.12%,"₹ 23,592.00","₹ 2,949.00",8,1
FBA79374,ET-02-GN_N,B0D2P7WLJB,B0D2P7WLJB,NexLev Smart Electric Toothbrush for Adults | 2 Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery Powered | 2 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-02 Green,416,8,0.19%,0.20%,571,13,0.20%,0.24%,27.64%,80.00%,8,2,1.92%,25.00%,"₹ 2,392.00",₹ 598.00,7,1
FBA79590,CFM-01,B0DM6BB3VT,B0DM6BB3VT,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,392,11,0.18%,0.28%,563,16,0.20%,0.30%,17.39%,8.33%,3,0,0.77%,0.00%,"₹ 8,997.00",₹ 0.00,3,0
FBA79333,HM-02,B0D63DTKQB,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,286,3,0.13%,0.08%,387,4,0.14%,0.07%,5.63%,100.00%,1,0,0.35%,0.00%,"₹ 1,462.00",₹ 0.00,1,0
