SKU,Model,(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
FBA75689,AM-W13,B0B4G59Y8W,B0B4G59Y8W,"Audio Array AM-W13 UHF Wireless Premium Metal Microphone | 4+ Hours Receiver Battery Backup | Range up to 60m | Karaoke Singing, Wedding, DJ | Compatible with PA System, Amplifier, Mixer, Party Box","1,301",48,0.36%,0.64%,"1,844",71,0.37%,0.68%,61.98%,60.71%,21,0,1.61%,0.00%,"₹ 28,290.68",₹ 0.00,21,0
FBA76862,AM-C28,B0BPLWW72Y,B0BPLWW72Y,Audio Array AM-C28 USB Plug & Play Conference Microphone | Omni Directional Pickup Upto 3M | Mic Mute Button | No Drivers Condenser USB Type-C | Ideal for Meetings & Video Calling (Not a Speaker),"2,646",153,0.74%,2.05%,"3,611",209,0.73%,2.01%,19.89%,25.00%,32,11,1.21%,7.19%,"₹ 39,714.41","₹ 17,255.00",21,5
FBA79708,SB-01,B0FFB6YJM1,B0FFB6YJM1,"Audio Array SB-01 | Bluetooth Soundbar 25W, Gaming RGB Lights, AUX, Bluetooth, USB, FM & TWS I Fast Charge Battery, Multiport Connectivity, BT Speaker for TV, Mobile, PC, Laptops, Tablets Black","3,530",49,0.99%,0.66%,"4,588",71,0.93%,0.68%,29.82%,31.43%,19,0,0.54%,0.00%,"₹ 17,645.76",₹ 0.00,19,0
FBA79839,AH-45 BK,B0FQBXS6Y2,B0FQBXS6Y2,"Audio Array AH-45-BK Studio Monitoring & Live Recording Headphones | 20-20KHz, 32 Ω, 100dB SPL | 40mm Depp Bass Closed-Back Driver | 3m OFC Cable | 3.5mm + 6.3mm Adapter (Black)","3,841",36,1.07%,0.48%,"5,376",55,1.08%,0.53%,16.78%,22.58%,23,2,0.60%,5.56%,"₹ 29,072.53","₹ 3,044.00",19,2
FBA79904,PB-10 (AM-C2+AI-04+AH-60-BL),B0FTVQQVDC,B0FTVQQVDC,"Audio Array Professional Studio Recording Bundle – XLR Condenser Mic Kit, 2x2 USB Audio Interface, Closed-Back Headphone, Boom Arm, Pop Filter & 48V Phantom Power| 24-bit/192kHz Podcast Kit - PB-10","4,073",58,1.14%,0.78%,"5,622",69,1.13%,0.66%,56.84%,50.00%,13,0,0.32%,0.00%,"₹ 1,10,866.95",₹ 0.00,13,0
FBA79816,AM-W22,B0FPR962YS,B0FPR962YS,"Audio Array AM-W22 | Latest 2026 Edition Wireless Microphone for Camera/iPhone/Android/iPad/Laptop, Lav Mic with Charging Case, AI Noise Reduction, 50H Battery, 230ft Range, for Recording, YouTube","3,865",102,1.08%,1.37%,"5,453",145,1.10%,1.40%,24.08%,28.57%,12,1,0.31%,0.98%,"₹ 30,167.80","₹ 3,419.00",12,1
FBA79969,UB-03 (AM-S1 + AA-22),B0G3B677Z5,B0G3B677Z5,"Audio Array Studio Monitor Bundle with 60W Powered Speakers & Adjustable Metal Stands | Bluetooth, HDMI ARC, USB-C, RCA Inputs | Professional Studio Monitors for Home Studio, Streaming & Gaming-UB-03","2,332",56,0.65%,0.75%,"2,642",62,0.53%,0.60%,99.88%,100.00%,10,1,0.43%,1.79%,"₹ 87,365.25","₹ 11,999.00",10,1
FBA79842,AM-C48,B0G4DNF8RZ,B0G4DNF8RZ,"Audio Array AM-C48 XLR/USB Professional Full RGB Dynamic Microphone Kit | AI Noise Cancellation | Touch & Knob Controls | Built-in Headphone Monitoring | Podcasting, Recording, Streaming, YouTube",864,23,0.24%,0.31%,"1,330",32,0.27%,0.31%,70.30%,64.29%,10,0,1.16%,0.00%,"₹ 26,009.32",₹ 0.00,10,0
FBA75687,AM-W11,B0B4G5ZLTB,B0B4G5ZLTB,"Audio Array AM-W11 Wireless Mic | Upto 4hr Battery & 60m Range | Volume & Mute Buttons with Indicators | Streaming, Vlogging, YouTube | 1x Lapel mic, Type C Adapter for Plug & Play | 2 Year Warranty",316,13,0.09%,0.17%,474,19,0.10%,0.18%,100.00%,100.00%,10,0,3.16%,0.00%,"₹ 16,899.15",₹ 0.00,9,0
FBA75683,AA-03,B0B4G94VP3,B0B4G94VP3,"Audio Array AA-03 Double Layer Professional Pop Filter | Flexible 360° Free Angle Adjustable, Durable Windshield | Metal Gooseneck Stabilizing Arm Holder with 32cm Arm Length | Suitable for Recording.",536,12,0.15%,0.16%,752,16,0.15%,0.15%,13.53%,33.33%,9,1,1.68%,8.33%,"₹ 3,833.90",₹ 513.00,9,1
FBA76864,AI-04 Red,B0BPLZ5CGV,B0BPLZ5CGV,Audio Array AI-04 2x2 Gen 3 Audio Interface | Premium Mic Pre-Amps | 48V Phantom Power Support | 24bit/192kHz High Fidelity Recording | XLR/MIC/LINE inputs | Plug & Play-No Drivers | Metal Body | Red,"41,233",798,11.52%,10.69%,"59,131","1,183",11.92%,11.40%,1.11%,26.27%,10,7,0.02%,0.88%,"₹ 33,944.92","₹ 30,793.00",9,6
FBA76863,AI-03,B0BPM2T7BQ,B0BPM2T7BQ,"Audio Array AI-03 Professional Sound Card with Bluetooth | Podcast Production Setup with 4 mic input & 4 outputs | +48V phantom power, PC/Mac connectivity | 6-8hr Battery | Streaming, Singing & Gaming",845,15,0.24%,0.20%,"1,188",22,0.24%,0.21%,58.81%,66.67%,8,0,0.95%,0.00%,"₹ 20,010.17",₹ 0.00,8,0
FBA75674,AM-C2,B0B4G19R58,B0B4G19R58,"Audio Array AM-C2 XLR Condenser Microphone Kit | Boom Arm, 2M Cable, Pop Filter & Mic Cover | Compatible with Audio Interface, Mixer & preamp | Recording, Podcasting, Streaming, Home Studio (Black)","3,797",54,1.06%,0.72%,"5,805",85,1.17%,0.82%,6.87%,9.09%,7,0,0.18%,0.00%,"₹ 22,688.98",₹ 0.00,7,0
FBA76414,AA-05,B0BLJVJ2GN,B0BLJVJ2GN,"Audio Array AA-05 Suspension Boom Scissor Microphone Arm Stand | Universal clamp with mic Holder & 3/8″ to 5/8″ Adapter for Shock mounts | Suitable for Stages, Studios, Broadcasting, TV Stations","4,998",157,1.40%,2.10%,"7,480",240,1.51%,2.31%,1.95%,7.52%,7,0,0.14%,0.00%,"₹ 3,880.51",₹ 0.00,7,0
FBA78973,AA-19,B0CF5R3V95,B0CF5R3V95,"Audio Array AA-19 2in1 High & Low Profile Mic Stand | 71cm reach | Premium Metal design with Built In Cable Management | Flexible Position adjustments | 2Kg Weight Capacity |5/8"" to 3/8"" Screw Adapter","2,659",130,0.74%,1.74%,"3,824",198,0.77%,1.91%,5.24%,14.50%,7,0,0.26%,0.00%,"₹ 19,147.46",₹ 0.00,7,0
FBA79379,AM-C45,B0D3LZWTHV,B0D3LZWTHV,"Audio Array AM-C45 XLR/USB Professional RGB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute Volume & Noise-Cancellation | 2M USB Cable & Metal Base | Streaming, Podcasting, Singing","2,693",42,0.75%,0.56%,"3,889",57,0.78%,0.55%,9.72%,5.56%,7,0,0.26%,0.00%,"₹ 20,717.80",₹ 0.00,7,0
FBA79821,"UB-01 (AI-04, AM-S1, AA-21, AM-C2)",B0FJ2JJZL3,B0FJ2JJZL3,"Audio Array Professional Studio Bundle with 24-Bit/192kHz Audio Interface, 4"" Studio Monitors, Condenser Mic & Stands | for Music Production, Podcasting, Dubbing, Recording & Audio Mixing - UB-01","5,871",119,1.64%,1.59%,"7,124",148,1.44%,1.43%,67.49%,64.56%,7,1,0.12%,0.84%,"₹ 1,13,553.39","₹ 19,499.00",7,1
FBA75684,AA-04,B0B4G7VWXD,B0B4G7VWXD,"Audio Array AA-04 Metal Spider Shock Mount for Condenser Microphone | Anti Vibration, Suspension, Isolation | 4 Size Bottom Screws & Extra Replacement Elastic Bands | Recommended For Rode, Samson, etc",876,21,0.24%,0.28%,"1,335",24,0.27%,0.23%,8.26%,11.11%,8,3,0.91%,14.29%,"₹ 11,277.97","₹ 4,905.00",6,1
FBK79010,AM-C42,B0FLYJFC22,B0FLYJFC22,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",316,4,0.09%,0.05%,437,4,0.09%,0.04%,100.00%,80.00%,6,0,1.90%,0.00%,"₹ 12,199.15",₹ 0.00,6,0
FBA79841,AH-60 BL,B0FQBTRM28,B0FQBTRM28,"Audio Array AH-60-BL, 60Ω, Professional Monitoring Headphones | 53mm Drivers | 10Hz–30KHz | 105dB SPL | Closed-Back, DJ & Studio | 3m Cable with 3.5mm & 6.3mm Plugs (Blue)","1,099",24,0.31%,0.32%,"1,657",49,0.33%,0.47%,20.05%,22.22%,6,0,0.55%,0.00%,"₹ 9,875.42",₹ 0.00,6,0
FBA79840,AH-60 RD,B0FQBWV1ST,B0FQBWV1ST,"Audio Array AH-60-RD Semi-Open Back DJ Headphones | 50mm Drivers Delivers Dynamic Balanced Output | 15Hz–25kHz, 32Ω, 100dB SPL, 1200mW | 3m OFC Single-Sided Cable with Screw-On 3.5mm + 6.3mm Plug","1,487",32,0.42%,0.43%,"2,056",39,0.41%,0.38%,10.86%,25.00%,6,0,0.40%,0.00%,"₹ 6,649.15",₹ 0.00,6,0
FBA78976,AA-22,B0CF5SHL15,B0CF5SHL15,"Audio Array AA-22 Desktop Mount Speaker Stands | 15KG Capacity | Height, Tilt & Rotation Adjustable | Smart Cable Management | for Sound Editing, Gaming, Music Production | Red (Set of 2)","2,304",58,0.64%,0.78%,"2,790",75,0.56%,0.72%,10.66%,27.27%,5,0,0.22%,0.00%,"₹ 12,454.24",₹ 0.00,5,0
FBA79010,AM-C42,B0CH4T2BJD,B0CH4T2BJD,"Audio Array AM-C42 Plug & Play AI Noise Cancelling USB Condenser Microphone | Mute Button/Echo/Volume Knob | Kit with Boom Arm & Pop Filter | Karaoke, Gaming, Streaming, Podcast | Mac/PC/Mobile",718,8,0.20%,0.11%,"1,079",10,0.22%,0.10%,17.99%,0.00%,5,0,0.70%,0.00%,"₹ 8,132.20",₹ 0.00,5,0
FBA79108,AM-W16,B0CM9L1QZG,B0CM9L1QZG,"Audio Array AM-W16 Solo Wireless Lapel Over Ear Mic|in-Built ANC,Plug N Play,LongBattery Life,Ultra-Low Latency,Upto 30M Range|Compatible with iPhone&Android|Vlogging,Streaming,Teaching,YouTube,Black",730,24,0.20%,0.32%,"1,000",35,0.20%,0.34%,13.57%,11.54%,5,1,0.68%,4.17%,"₹ 4,572.88","₹ 1,349.00",5,1
FBA79107,AM-W17,B0CM9P5CCK,B0CM9P5CCK,"Audio Array AM-W17 Dual Wireless Lapel Mic|in-Built ANC, Plug N Play,Long Battery Life, Ultra-Low Latency,Upto 30M Range|Compatible with iPhone & Android|Vlogging, Streaming, Teaching,YouTube, Black","1,060",25,0.30%,0.33%,"1,510",30,0.30%,0.29%,20.09%,55.00%,6,0,0.57%,0.00%,"₹ 8,835.59",₹ 0.00,5,0
FBA79355,AA-19BL,B0D3M86SH1,B0D3M86SH1,Audio Array AA-19BL RGB Low Profile Boomarm Stand with Riser | 71cm reach & 20 RGB lighting effects & Built-In Cable Management | Matte finish with Flexible adjustments | 2Kg Weight Capacity | Black,"1,897",69,0.53%,0.92%,"2,332",85,0.47%,0.82%,12.60%,8.45%,5,0,0.26%,0.00%,"₹ 21,172.03",₹ 0.00,5,0
FBA79449,AM-W36,B0DFMNGFTD,B0DFMNGFTD,"Audio Array AM-W36 UHF Dual Wireless Premium Metal Microphone with Charging | 2X XLR Outs & 1/4"" Mix Out | 328ft/100M Range | Karaoke Singing, Wedding, Events | PA System, Amplifier, Mixer, Party Box","8,786",208,2.46%,2.79%,"12,348",314,2.49%,3.03%,7.25%,9.19%,5,1,0.06%,0.48%,"₹ 24,487.29","₹ 5,849.00",5,1
FBA79654,AM-C11 Pro,B0DN6MNS1X,B0DN6MNS1X,"Audio Array AM-C11 Pro XLR/USB Professional Dynamic Mic Kit | Premium Metal 96kHz/24bit Studio Quality | 2M XLR & USB Cables,Volume Control,Mute & Realtime Monitoring | Streaming,Gaming & podcasting",392,16,0.11%,0.21%,552,22,0.11%,0.21%,67.15%,62.50%,6,0,1.53%,0.00%,"₹ 26,859.32",₹ 0.00,5,0
FBA79845,UB-02 (AM-S1 + AA-21),B0FN7B3KWS,B0FN7B3KWS,"Audio Array Studio Monitor Bundle with 60W Powered Speakers & Adjustable Metal Stands | Bluetooth, HDMI ARC, USB-C, RCA Inputs | Professional Studio Monitors for Home Studio, Streaming & Gaming-UB-02","2,040",55,0.57%,0.74%,"2,288",63,0.46%,0.61%,89.41%,86.67%,5,1,0.25%,1.82%,"₹ 49,148.31","₹ 11,799.00",5,1
FBA79820,AC-3XL,B0FQJWWDVK,B0FQJWWDVK,"Audio Array AC-3XL Mic Cable 6.35mm Jack Male to XLR 3PIN Female Cord Wire | Microphone/Guitar Cable | Black, 1pc Pack (3 Meter/10 Feet)",873,22,0.24%,0.29%,"1,146",31,0.23%,0.30%,7.10%,7.69%,5,0,0.57%,0.00%,"₹ 1,924.58",₹ 0.00,5,0
FBA79909,AM-W20,B0FVM17Q4W,B0FVM17Q4W,"Audio Array AM-W20 Magnetic Wireless Lapel Microphone Set | One Touch Smart Noise Reduction | 48KHz/24Bit Hi-fi Recording | 50M Range | 800mAh 48Hrs Long Battery Backup | Vlogging, Podcast, Streaming",388,14,0.11%,0.19%,593,18,0.12%,0.17%,99.81%,100.00%,5,0,1.29%,0.00%,"₹ 7,115.25",₹ 0.00,5,0
FBA75676,AM-C4,B0B4DS678Q,B0B4DS678Q,"Audio Array AM-C4 USB Plug & Play Condenser Microphone with Tripod, Pop-Filter & Shock Mount | for Conference, Gaming, Podcasting, Voice Over, YouTube, Skype, Zoom & Live Streaming on iOS,Windows",939,15,0.26%,0.20%,"1,172",30,0.24%,0.29%,22.59%,38.46%,4,0,0.43%,0.00%,"₹ 5,082.20",₹ 0.00,4,0
FBA75675,AM-C3,B0B4G8ZB64,B0B4G8ZB64,"Audio Array AM-C3 XLR to TRS Dynamic Handheld Karaoke Microphone | Premium Metal Built with 3M Cable | Singing, Public Meetings, Studio Recording, Live Show, Party, Church, Wedding","1,507",49,0.42%,0.66%,"2,109",75,0.43%,0.72%,5.92%,10.26%,4,1,0.27%,2.04%,"₹ 3,088.14",₹ 899.00,4,1
FBA75679,AA-02,B0B4JRQP22,B0B4JRQP22,"Audio Array AA-02 3-Panel Curved Isolation Shield with Insulation, Absorption & Reflection Filter | 3/8"" and 5/8"" Universal Mic Mount for Recording Studio, Podcasts, Singing & Broadcasting","3,062",53,0.86%,0.71%,"3,806",63,0.77%,0.61%,32.32%,21.05%,4,0,0.13%,0.00%,"₹ 8,471.19",₹ 0.00,4,0
FBA76716,AM-C13,B0BLK8DNPD,B0BLK8DNPD,Audio Array AM-C13 Condenser Lapel Microphone | 6M Shielded Cable | Metal Build | Plug n Play Mobile & DSLR Support | 3.5mm Connector | Omnidirectional Pickup | Hard Case Included | 1 Year Warranty.,34,1,0.01%,0.01%,51,1,0.01%,0.01%,91.30%,0.00%,4,0,11.76%,0.00%,"₹ 2,030.51",₹ 0.00,4,0
FBA76742,AM-K1,B0BLKBJ5HN,B0BLKBJ5HN,"Audio Array AM-K1 Instrument Drum Microphone Kit | Stage Performance & Professional Studio Recording Quality | 1 Kick Drum Mic, 2 Tom Mics, 2 Overhead Condenser Mics with Standard Mounting Accessories",550,17,0.15%,0.23%,814,21,0.16%,0.20%,98.26%,100.00%,4,1,0.73%,5.88%,"₹ 33,894.92","₹ 9,999.00",4,1
FBA76597,AA-06,B0BQ7H7418,B0BQ7H7418,"Audio Array AA-06 Microphone Boom Arm with 35cm+35cm=70cm Adjustable Suspension Scissor Arm Stand, Shock Mount, Base Clamp, Pop-Filter, 3/8"" to 5/8"" Universal Screw Adapter, 4x Cable Ties",949,24,0.27%,0.32%,"1,343",35,0.27%,0.34%,6.82%,6.25%,4,0,0.42%,0.00%,"₹ 4,430.51",₹ 0.00,4,0
FBA79011,AM-C43,B0CH4RNWJX,B0CH4RNWJX,"Audio Array AM-C43 XLR to 3.5mm Professional Condenser Microphone Kit | Boom Arm, 2M Cable & Foam Filter | Compatible with Audio Interface, Mixer | Recording, Podcast, Streaming, Home Studio (Black)","6,811",86,1.90%,1.15%,"10,410",115,2.10%,1.11%,3.41%,4.23%,4,1,0.06%,1.16%,"₹ 6,311.02","₹ 2,499.00",4,1
FBA79448,AM-W35,B0DFMKY4TT,B0DFMKY4TT,"Audio Array AM-W35 UHF Dual Wireless Premium Karaoke Microphones | 800mah 5-6 Hours Battery Backup | Range up to 50M | Karaoke Singing, Wedding, DJ, Church | PA System, Amplifier, Mixer, Party Box","5,102",51,1.43%,0.68%,"6,281",63,1.27%,0.61%,7.55%,8.57%,4,0,0.08%,0.00%,"₹ 5,422.03",₹ 0.00,4,0
FBA79655,AM-C44 Pro,B0DN6PFWNK,B0DN6PFWNK,Audio Array AM-C44 Pro XLR/USB Professional Dynamic Microphone Kit | Built-in Monitoring | One Touch Mute & Volume Control | 192kHz/24bit Full Metal Build | 2M XLR & USB Cable | Streaming & Podcasting,727,33,0.20%,0.44%,"1,103",59,0.22%,0.57%,28.14%,20.83%,6,2,0.83%,6.06%,"₹ 26,944.07","₹ 10,598.00",4,1
FBA76723,AM-C20,B0BLKF46QG,B0BLKF46QG,"Audio Array AM-C20 USB Microphone | Unique Tilt Stand & one Touch Mute | Plug n Play, No Latency Cardioid Pickup | for PC, Smartphones, iOS | Gaming, Streaming, Podcasts, Twitch, YouTube, Discord",657,14,0.18%,0.19%,950,20,0.19%,0.19%,26.76%,44.44%,3,0,0.46%,0.00%,"₹ 3,429.66",₹ 0.00,3,0
FBA79016,AM-C3a,B0CH4R1V6S,B0CH4R1V6S,"Audio Array AM-C3a Unidirectional Dynamic Handheld Karaoke Microphone | 20Hz - 20kHz Response | Karaoke Singing, Public Meetings, Studio Recording, Live Sound, Party (no Cable Included)","2,277",64,0.64%,0.86%,"3,081",78,0.62%,0.75%,12.51%,29.73%,4,0,0.18%,0.00%,"₹ 2,420.34",₹ 0.00,3,0
FBA79064,AA-25,B0CJR76Y7G,B0CJR76Y7G,"Audio Array AA-25 Handheld Microphone Interview Adapter for Wireless Lapel Microphones | Supports, Rode Go, DJI, Hollyland mics etc | Foam Cover with Built-in Cold Shoe Mount","1,265",32,0.35%,0.43%,"1,923",43,0.39%,0.41%,2.50%,4.35%,3,0,0.24%,0.00%,"₹ 1,269.49",₹ 0.00,3,0
FBA79005,AM-W45,B0CKHVHVQ1,B0CKHVHVQ1,"Audio Array AM-W45 Wireless Conference Microphone with Speaker | Bluetooth, USB & 4 Mics | 360° Pickup Upto 4M | Noise Reduction & Enhanced Voice | Portable Speakerphone for Video Calls/Zoom Meeting",471,37,0.13%,0.50%,606,50,0.12%,0.48%,32.15%,21.43%,3,0,0.64%,0.00%,"₹ 12,709.32",₹ 0.00,3,0
FBA79109,AM-W18,B0CM9HYVDM,B0CM9HYVDM,"Audio Array AM-W18 Wireless Karaoke Speaker with Microphone | Portable Bluetooth Speaker for Singing & Gifting with Voice Changer | Upto 8+ Hours of Playback | Bluetooth v5.3, SD Card & AUX in (Pink)","6,054",98,1.69%,1.31%,"8,890",141,1.79%,1.36%,0.86%,4.00%,3,0,0.05%,0.00%,"₹ 2,011.02",₹ 0.00,3,0
FBA79783,AM-C47,B0FF9R3GKK,B0FF9R3GKK,"Audio Array AM-C47 RGB USB Condenser Mic Kit | AI Noise Cancellation, 192kHz/24Bit Studio Quality, Touch Control, Headphone Monitoring | Podcasting, YouTube, Gaming & Streaming | Mac/PC & Mobile","1,053",17,0.29%,0.23%,"1,576",26,0.32%,0.25%,13.55%,10.00%,3,1,0.28%,5.88%,"₹ 8,135.59","₹ 3,200.00",3,1
FBA79833,PB-04 (AI-04 Red + AM-C44 x 2),B0FJ8PZ9H7,B0FJ8PZ9H7,"Audio Array Pro Podcasting Bundle | Audio Interface with 48V Phantom Power & Dual USB/XLR Touch-Control Mics | 192kHz/24bit, Mute, Monitor, Volume Control | Recording, Streaming & Podcasting - PB-04","3,846",72,1.07%,0.96%,"4,242",84,0.86%,0.81%,38.05%,23.68%,3,0,0.08%,0.00%,"₹ 33,895.76",₹ 0.00,3,0
FBA79827,PB-03 (AI-04 Red + AM-C11 x 2),B0FJ8S5XJ8,B0FJ8S5XJ8,"Audio Array Complete Podcast Bundle | Dual USB/XLR Dynamic Microphones with Audio Interface 24bit / 192kHz|Metal Body|Pro Streaming & Recording Kit for PC, Mac & Mobile - PB-03","3,477",82,0.97%,1.10%,"4,064",91,0.82%,0.88%,36.73%,49.06%,3,1,0.09%,1.22%,"₹ 34,658.47","₹ 13,499.00",3,1
FBA79830,GB-03 (AI-12 + AM-C43),B0FJ8TSQK1,B0FJ8TSQK1,"Audio Array Singing Bundle | Condenser Mic with Boom Arm & Sound Card V8 | Voice Effects, Reverb, Bluetooth | Ideal for Podcasting, Karaoke, Live Streaming, YouTube & Singing - GB-03",743,11,0.21%,0.15%,914,12,0.18%,0.12%,53.66%,50.00%,3,0,0.40%,0.00%,"₹ 9,150.00",₹ 0.00,3,0
FBA79967,AM-W19,B0G2C2RCXN,B0G2C2RCXN,"Audio Array Wireless Lavalier Mic with AI Noise Cancellation for iPhone/Android, 32h Charging case and Plug-and-Play Setup for vlogging, Streaming, Meetings, and Video Recording",616,20,0.17%,0.27%,725,23,0.15%,0.22%,99.42%,100.00%,3,0,0.49%,0.00%,"₹ 5,182.20",₹ 0.00,3,0
FBA75673,AM-C1,B0B4DPX2J2,B0B4DPX2J2,"Audio Array AM-C1 USB Condenser Microphone Kit | for Podcasting, Online Meeting, Gaming, Singing & Live Streaming | Boom Arm, Pop Filter, Mic Cover, Spider Shock Mount, Tripod & 2.5M USB Cable","75,973","1,105",21.23%,14.80%,"1,03,820","1,517",20.93%,14.62%,0.33%,0.14%,2,0,0.00%,0.00%,"₹ 4,527.12",₹ 0.00,2,0
FBA75692,AM-C11,B0B4G1HPL5,B0B4G1HPL5,"Audio Array AM-C11 XLR/USB Dynamic Podcast Microphone | Built-in Monitoring | One Touch Mute and Volume Control | Premium Metal Build | 2M XLR & USB Cable | Streaming, Gaming, Podcasting, Singing","1,432",48,0.40%,0.64%,"2,006",64,0.40%,0.62%,12.60%,22.58%,2,0,0.14%,0.00%,"₹ 8,303.39",₹ 0.00,2,0
