asin,week,brand,SKU,Model,(Parent) ASIN,Title,sessions,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,buy_box_pct,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,conversion_pct,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B,gmv,Spend,Clicks,Impressions,attributed_sales,ams_orders,ad_channel,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct
B0DK9NRBWJ,19,Nexlev,FBA79483,TM-03,B0DK9NRBWJ,NexLev Intimate Trimmer for Men|Ceramic Blade|120 Min Runtime|Type C Charge | IPX7 Waterproof | 7000RPM Copper Motor| Cordless|LED Light| Travel Lock| Wet/Dry Groin & Body Shaver | Intimate Pro TM-03,13,1,0.0001,0.0004,14,2,0.0001,0.0007,0.9048,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DKJSCLBD,19,Nexlev,FBA79566,VC-05,B0DKJSCLBD,"nexlev Cordless Wet & Dry Vacuum Cleaner|for Home Car & Office Use|3 Attachments | 4000 mAh Battery|Quick Cleaning of Desk, Coffee Tea or Water Spill | Compact & Portable | VC-05",580,12,0.0039,0.0048,714,12,0.0037,0.0036,0.991,1.0,6,0,0.0207,0.0,11596.61016949153,0.0,6,0,0,1268.2399999999998,72.0,21757.0,0.0,0.0,SP_SD,,0.0,,,,
B0DKJXRXKM,19,Nexlev,FBA79570,BR-01,B0DKJXRXKM,NexLev Blackhead & Whitehead Remover Tool | Rechargeable |1Hr Use| Acne & Pimple Pore Cleaner | 6 Heads | Electric Derma Suction Machine | Hydra Facial Cleanser Device for Face |For Men & Women |BR-01,1578,26,0.0106,0.0104,2212,34,0.0115,0.0103,0.9979,1.0,23,1,0.0291,0.0769,28908.06779661017,1532.52,23,1,0,2154.42,134.0,15004.0,4361.02,3.0,SP_SD,0.49401745463217317,2.0242199756779087,,718.14,,
B0DKJZDY72,19,Nexlev,FBA79565,VC-04,B0DKJZDY72,nexlev Cordless Vacuum Cleaner & Blower |BLDC Copper Motor |HEPA with Stainless Steel Cover | for Home Office & Car Cleaning|4 Attachments | Blower for Dust & Inflatables | Portable & Compact | VC-04,80,0,0.0006,0.0,108,0,0.0006,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DKK15YNJ,19,Nexlev,FBA79573,EA-02,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,1512,68,0.0101,0.0273,2170,100,0.0113,0.0304,0.9979,0.9583,22,0,0.0291,0.0,40061.01694915254,0.0,22,0,0,14093.35,495.0,95658.0,20436.18,11.0,SP_SD,0.6896274156911908,1.4500583608581352,,1281.2136363636364,,
B0DM6BB3VT,19,Nexlev,FBA79590,CFM-01,B0DM6BB3VT,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,3898,124,0.0261,0.0497,5182,146,0.027,0.04430000000000001,0.9958,1.0,46,0,0.0236,0.0,106957.6271186441,0.0,46,0,0,20940.27,950.0,96839.0,58874.5,21.0,SP_SD,0.35567639640251725,2.811544454775416,,997.1557142857143,,
B0DMT19RWC,19,Nexlev,FBA79596,MG-01,B0DMT19RWC,"NexLev Massage Gun |Full Body- Neck, Shoulders, Back, Arms & Feet Pain Relief|Handheld Deep Tissue Massager| 4 Heads| 99 Gears Levels| 3 Modes| 3800 RPM| 1800mAh Battery|Type-C Interface|MG-01",13,0,0.0001,0.0,13,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DNJF1BLS,19,Nexlev,FBA79484,CF-01,B0DNJF1BLS,NexLev Drip Coffee Maker |Filter Coffee for Home & Office | 4-6 Cups | Warming Plate|Borosilicate Carafe | Reusable & Washable Filter | Anti Drip | 750 ml | Cone Filter | Water Level Indicator |CF-01,71,2,0.0005,0.0009,99,2,0.0005,0.0007,0.9512,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,506.45,43.0,8525.0,0.0,0.0,SP_SD,,0.0,,,,
B0DNJJKBKG,19,Nexlev,FBK79598,BM-02,B0DNJJKBKG,NexLev Neck & Back Massager | Deep Tissue Shiatsu Roller | Cervical Pain Relief | 3 Speeds | 8 Kneading Nodes | Quick Pain Relief | Auto Shut Off | 1 year Warranty | BM-02,24,1,0.0002,0.0004,34,1,0.0002,0.0003,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DNJS23HS,19,Nexlev,FBA79567,SC-04,B0DNJS23HS,NexLev 10 in 1 Steam Cleaner & Mop|2 Steam Modes| Mopping & Deep Cleaning Home Car Sofa Bathroom Kitchen & Office |For All Surfaces|350ML|Chemical Free Cleaning | Detachable & Foldable|SC-04,5832,124,0.0404,0.0546,7729,166,0.0422,0.0558,0.9869,1.0,50,2,0.0086,0.0161,249294.0847457628,11640.02,50,2,0,28784.370000000003,982.0,206578.0,53501.71,11.0,SP_SD,0.5380084113199373,1.8587069996668328,,2616.7609090909095,,
B0DQ8W1RBV,19,Nexlev,FBK79271,V-01 RG,B0DQ8W1RBV,Nexlev Ionic Volumizer|3 In 1 Hot Air Brush To Straight Dry & Volumize|1200 Watts|Reduce Frizz|Ceramic Tourmaline Coated Large Barrel|Salon Like Soft Curl At Home|3 Speed & 2 Heat Settings|V-01 RG,622,14,0.004200000000000001,0.0056,784,14,0.004099999999999999,0.0043,1.0,1.0,3,0,0.0096,0.0,5116.101694915254,0.0,3,0,0,1359.5,45.0,18680.0,1694.06,1.0,SP_SD,0.8025099465190135,1.246090474439132,,1359.5,,
B0DQCWRG3H,19,Nexlev,FBA79493,V-03,B0DQCWRG3H,NexLev Ionic 3 in 1 Hot Air Brush|1.5 Inch Barrel |Volumizer Blow Dryer & Styler|Ceramic Tourmaline Coated for Heat Protection|1200W|Dual Bristle for Tangle Free Styling|Salon Like Styles at Home|V-03,9106,36,0.0609,0.0144,13850,62,0.07239999999999999,0.0188,0.9993000000000001,1.0,49,2,0.0108,0.1111,84592.38983050849,4057.02,49,2,0,28407.63,1645.0,269139.0,58104.27,34.0,SP_SD,0.48890778595101536,2.0453754853889605,,835.5185294117647,,
B0DT6Y7KJM,19,Nexlev,FBA79492,V-02,B0DT6Y7KJM,"NexLev IONIC Volumizer + Straightening Brush| 1200 W| Ceramic Tourmaline Coating| Hot Air Brush| Large Barrel| Ionic Technology| Dual bristles for drying, volumizing & straightening | 360° vents| V-02",208,5,0.0014,0.0022,228,5,0.0012,0.0017,0.9955,1.0,2,0,0.0096,0.0,3910.169491525424,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0DTK4FY1G,19,Nexlev,FBA79698,SS-01,B0DTK4FY1G,"NexLev Spin Scrubber with Soap Spray | 6 heads| For Kitchen, Tub, Glass, Complete cleaning tool for Home, Office & Car| 90 min runtime | 4500 mAh | Cordless Type C | Adjustable Handle|SS-01, White",75,0,0.0005,0.0,90,0,0.0005,0.0,0.9878,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DV91JGF1,19,Nexlev,FBA79676,HB-01,B0DV91JGF1,NexLev Orthopaedic Heat and Massage Belt | Massager for Lower Back Shoulder Cramps and Neck Pain Relief | 3 massage Modes | 2 intensities | Heat for Soothing Sore Muscles | 30 min Auto Shut off |HB-01,21,0,0.0001,0.0,21,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DV931G48,19,Nexlev,FBA79690,PM-02,B0DV931G48,"NexLev Cordless Body Massager | Neck, Shoulder, Back, Legs & Thigh Pain Relief | 10 Intensity and 12 Modes | 6 Attachments | Deep Tissue Kneading for Complete Pain Relief | Charging Indicator | PM-02",4,0,0.0,0.0,5,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DV94R4QD,19,Nexlev,FBA79686,MGS-02,B0DV94R4QD,NexLev Massage Gun | Body Massager |6 Speed for Body Relaxation and Muscle Recovery | 4 Attachment| Compact & Portable Design | For Neck Shoulder Back Foot Calf | 1H Use Time |For Men & Women |MGS-02,12,0,0.0001,0.0,19,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DV9CY3XR,19,Nexlev,FBA79687,MGC-03,B0DV9CY3XR,NexLev Massage Gun | Body Shoulder Neck Feet Calf & Back Massager | Cold Therapy for Muscle Recovery | 60° Heat Therapy for Relaxation | 6 Attachments | 6 Mode | Portable & Compact Design | MGC-03,8,0,0.0001,0.0,10,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVC58QPZ,19,Nexlev,FBA79692,AP-03,B0DVC58QPZ,NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pollutants | Long Filter Life |3 Year Warranty |AP220,104,5,0.0007,0.0022,132,5,0.0007,0.0017,0.35,0.6667,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0DVC7VJP1,19,Nexlev,FBA79679,ST-01,B0DVC7VJP1,"NexLev Stand Mixer | 5 L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook |100% Copper Motor | For Roti Atta, Cookie Dough, Cake, Whip Cream & more | ST-01",3410,78,0.0228,0.0313,4874,96,0.0255,0.0291,0.9972000000000001,1.0,15,1,0.008799999999999999,0.0256,74789.38135593222,6190.47,15,1,0,20308.27,856.0,162127.0,29910.17,6.0,SP_SD,0.6789754120421249,1.4728073833960253,,3384.7116666666666,,
B0DVC8NYY2,19,Nexlev,FBA79682,HU-02,B0DVC8NYY2,"NexLev 2.2L Ultrasonic Cool Mist Humidifier for Bedroom, Baby Nursery & Plants | 30H Runtime, Quiet Operation, 360° Nozzle, Adjustable Mist, Auto Shut-Off, Leak Proof | HU-02",2118,66,0.0141,0.0264,2710,76,0.0142,0.0231,0.9984,1.0,24,1,0.0227,0.0303,35199.15254237288,1799.0,24,1,0,12564.0,468.0,143634.0,21393.22,15.0,SP_SD,0.5872888700251762,1.7027395733842725,,837.6,,
B0DVC91Q7J,19,Nexlev,FBA79693,TM-05,B0DVC91Q7J,NexLev Body & Intimate Trimmer for Men | Pubic Hair - Private Part Trimmer and Body Groomer |Vacuum for Mess Free Trimming | Ceramic Blades | Curved Edge for Safety | IPX7 Waterproof | TypeC |TM-05,10,1,0.0001,0.0004,10,1,0.0001,0.0003,0.8,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVC9PRSD,19,Nexlev,FBA79683,AP-01,B0DVC9PRSD,NexLev Air Purifier for Living Room | 650 sqft Area |True HEPA 13 with 8500 Hrs Filter Life |Captures 99.99% Virus and PM 2.5 |Smart AQI Indicator |Home & Office Use|App Support|Sleep & Auto Mode| A6,33,1,0.0002,0.0004,39,1,0.0002,0.0003,0.0789,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVCBR11D,19,Nexlev,FBA79677,NP-06,B0DVCBR11D,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-06",8,0,0.0,0.0,12,0,0.0,0.0,0.9714,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVCDD5VC,19,Nexlev,FBA79678,NP-07,B0DVCDD5VC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-07",4,0,0.0,0.0,4,0,0.0,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0DVSZ2VVJ,19,Nexlev,FBA79689,CFM-02,B0DVSZ2VVJ,"NexLev Calf Massager Pro|Complete Feet Calf Knee and Thigh Massage|Hand like Massage with Air Compression and Heat Therapy|Pain Relief,Muscle Recovery & Enhanced Blood Circulation|3 Intensities|CFM-02",54,4,0.0004,0.0018,61,5,0.0003,0.0017,1.0,1.0,1,0,0.0185,0.0,5069.491525423729,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F29SZCVF,19,Nexlev,FBK79591,KM-01,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",142,8,0.001,0.0035,176,13,0.001,0.0044,1.0,1.0,4,0,0.0282,0.0,3831.35593220339,0.0,3,0,0,997.73,77.0,10012.0,1380.0,1.0,SP_SD,0.7229927536231884,1.3831397271807002,,997.73,,
B0F2MZ8CG9,19,Nexlev,FBA79716,SM-01 Set of 2 Mops,B0F2MZ8CG9,NexLev Replacement Mop Cloth Pads (Set of 2) | Compatible with NexLev Steam Mop SM-01 | Reusable Microfiber Pads for Floor & Carpet Cleaning | Washable & Durable | Suitable for All Floor Types,3,0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,1,0,0.3333,0.0,338.135593220339,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2MZ9BJS,19,Nexlev,FBA79717,SPM-01 Set of 2 Mops,B0F2MZ9BJS,NexLev Replacement Mop Pads (Set of 2) | Compatible with NexLev Cordless Spin Mop SPM-01 | Soft Microfiber Cleaning Pads | Washable & Reusable | For All Floor Types | Easy to Attach & Remove,6,0,0.0,0.0,7,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N11VTN,19,Nexlev,FBA79607,LR-02 Set of 2 blades,B0F2N11VTN,NexLev Replacement Stainless Steel Blades (Set of 2) | Compatible with NexLev Lint Remover LR-02 | Sharp & Durable Blades for Effective Fabric Defuzzing | Easy to Replace | Smooth & Safe Performance,2,0,0.0,0.0,3,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N1HTBT,19,Nexlev,FBA79714,SC-04 Set of 2 Mops,B0F2N1HTBT,NexLev Replacement Mop Cloth Pads (Set of 2) | Compatible with NexLev 10-in-1 Steam Cleaner & Mop SC-04 | Reusable Microfiber Pads for Floor Deep Cleaning | Washable & Durable | For All Floor Types,225,9,0.0016,0.004,232,9,0.0013,0.003,0.9915,1.0,2,0,0.0089,0.0,805.0847457627119,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N31GNX,19,Nexlev,FBA79657,SS-02 Set of Spares,B0F2N31GNX,NexLev Replacement Accessory Kit for Spin Scrubber SS-02 | Multipurpose Cleaning Heads for Home & Car,8,0,0.0001,0.0,9,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F2N4N83Y,19,Nexlev,FBA79721,MR-02 HEPA Filter,B0F2N4N83Y,"nexlev Replacement HEPA Filter | Compatible Cordless Mite Remover (MR-02) | Captures 99.99% Dust, Mites & Allergens | Washable & Durable Filter Maintain",20,0,0.0001,0.0,29,0,0.0002,0.0,1.0,0.0,2,0,0.1,0.0,296.6101694915254,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F43P6D23,19,Nexlev,FBA79652,SC-05,B0F43P6D23,NexLev Steam Cleaner | Complete Home Kitchen Floor Bathroom Car & Office Cleaning machine | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 M Cord |1050W |SC-05,15714,498,0.1051,0.1994,21800,704,0.1139,0.2139,0.9976,1.0,101,2,0.0128,0.008,244774.593220339,5740.02,101,2,0,64513.08,3048.0,197008.0,167898.36,66.0,SP_SD,0.3842388931017552,2.6025475763984605,,977.4709090909091,,
B0F67775SH,19,Nexlev,FBA79775,VC-03 HEPA,B0F67775SH,nexlev Replacement HEPA Filter | Compatible Cordless Car Vacuum Cleaner VC-03 | Captures 99.97% Dust & Allergens | Washable & Durable Filter Maintain,34,0,0.0002,0.0,53,0,0.0003,0.0,1.0,0.0,2,0,0.0588,0.0,422.0338983050848,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F679QJH4,19,Nexlev,FBA79776,VC-04 HEPA,B0F679QJH4,NexLev Replacement HEPA Filter | Compatible with NexLev Cordless Vacuum Cleaner & Blower VC-04 | Captures 99.97% Dust & Allergens | Washable & Durable Filter | Easy to Install & Maintain,5,0,0.0,0.0,5,0,0.0,0.0,1.0,0.0,1,0,0.2,0.0,211.0169491525424,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F67BSF2R,19,Nexlev,FBA79772,SC-02 Set of Spares,B0F67BSF2R,"NexLev Replacement Accessory Kit for Steam Cleaner SC-02 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",64,0,0.0004,0.0,85,0,0.0005,0.0,0.9875,0.0,1,0,0.0156,0.0,338.135593220339,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0F74DJYG6,19,Nexlev,FBA79773,VC-01 HEPA,B0F74DJYG6,nexlev Replacement HEPA Filter | Compatible 2 in 1 Handheld & Stick Vacuum Cleaner VC-01 | Captures 99.97% Dust & Allergens | Washable & Durable Filter Maintain,9,0,0.0001,0.0,10,0,0.0001,0.0,1.0,0.0,2,0,0.2222,0.0,422.0338983050848,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FJ1ZB4G9,19,Nexlev,FBA79707,ETC-08-BL,B0FJ1ZB4G9,Nexlev Rechargeable Electric Toothbrush| 120 Days Life | 35K strokes/min| Type C| 5 Modes for Daily Use| 2 Min timer with 30sec Quadpacer | 4 Brushheads| IPX7 Waterproof| For Men & Women | ETC-08 Blue,22,1,0.0002,0.0004,25,1,0.0001,0.0003,0.72,1.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,621.0,0.0,0.0,SP_SD,,,,,,
B0FJ8SFNRH,19,Nexlev,FBA79809,KE-03,B0FJ8SFNRH,"NexLev 1500W Electric Water Kettle | 1.8L | 304 SS - Auto Cut Off | 3x Protection| Instant Boiling, Water, Tea, Coffee, Noodles, Soup | Cool Touch Handle & Lid | 3Mins Rapid Heating | Cordless | KE-03",5,0,0.0,0.0,5,0,0.0,0.0,0.4,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,SP_SD,,,,,,
B0FMF1D9NV,19,Nexlev,FBA79843,SC-04 Spare Set,B0FMF1D9NV,NexLev Accessory Kit for 10-in-1 Steam Cleaner & Mop SC-04 | Multipurpose Attachments for Deep Cleaning,500,17,0.0035,0.0075,511,17,0.0028,0.0057,0.996,1.0,2,0,0.004,0.0,466.1016949152543,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0FPGDVVCX,19,Nexlev,FBA79849,CFM-03,B0FPGDVVCX,nexlev Calf Massager | Daily Use Leg Massager for Sore Muscle | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-03|Pack of 2,437,17,0.003,0.0075,538,24,0.0029,0.0081,0.9824,1.0,5,1,0.0114,0.0588,20970.33898305085,4999.0,5,1,0,816.1600000000001,62.0,10322.0,2665.71,1.0,SP_SD,0.3061698384295366,3.266161046853558,,816.1600000000001,,
B0FS6TB7CP,19,Nexlev,FBA79812,PB-01,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Crushing Ice Juices | 6 Leaf Stainless Steel Blade | 3000 mAh Battery | Type C Rechargeable | Mix Fruit Juicer | 450ml | For Kitchen & Travel | PB-01,26958,218,0.1802,0.0873,33742,278,0.1762,0.08449999999999999,0.9997,1.0,36,1,0.0027,0.0092,58095.77118644069,2375.01,35,1,0,6863.080000000001,374.0,126977.0,17967.8,11.0,SP_SD,0.3819655160898942,2.61803738263287,,623.9163636363637,,
B0FSF1N457,19,Nexlev,FBA79811,MC-01,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | For Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,728,17,0.005,0.0075,979,30,0.0053,0.0101,0.9988,1.0,9,0,0.0124,0.0,4231.35593220339,0.0,9,0,0,1365.3,178.0,25291.0,1830.5,4.0,SP_SD,0.7458617863971593,1.3407309748773164,,341.325,,
B0FT8R24QM,19,Nexlev,FBA79819,LR-03,B0FT8R24QM,"NexLev Portable Cordless Lint Remover | for Woollen, Sweaters, Jackets, Carpets | Fabric Brush | Rue & Burr Remover | Battery Powered Shaver | SS Blade | Safety Lock | LR-03",110,2,0.0007999999999999999,0.0009,134,2,0.0007,0.0007,1.5956,1.0,4,0,0.0766,0.0,1244.915254237288,0.0,4,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0GGHZWMVW,19,Nexlev,FBA79971,SP-01,B0GGHZWMVW,NexLev 3-in-1 Wet & Dry Vacuum Cleaner with Steam & Hot Water | Portable Upholstery & Carpet Vacuum | Powerful Suction Spot Cleaner Machine | Self-Cleaning Hose | Multi-Surface Cleaning | SP-01,3,0,0.0,0.0,7,0,0.0,0.0,1.0,0.0,1,0,0.3333,0.0,8431.35593220339,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0GKNGWLJ2,19,Nexlev,FBK80015,SPM-01,B0GKNGWLJ2,NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for All Floor Types|LED for Corners and Underbed|SPM-01,487,20,0.0034,0.0088,769,28,0.0042,0.0094,1.0,1.0,7,0,0.0144,0.0,21956.77966101695,0.0,7,0,0,3099.7,153.0,30007.0,6243.22,2.0,SP_SD,0.49649059299528125,2.014136851953415,,1549.85,,
B0GLHC8CB3,19,Nexlev,FBK80024,SS-02,B0GLHC8CB3,"NexLev Spin Scrubber|6 Scrubbing Heads| For Kitchen, Bathroom, Tub, Glass | Complete cleaning tool for Home, Office & Car| 90 min runtime | 2600 mAh | Cordless Type C | 2 Modes|Adjustable Handle|SS-02",402,15,0.0028,0.0066,579,25,0.0032,0.0084,0.9981,1.0,7,0,0.0174,0.0,10078.81355932203,0.0,7,0,0,2875.7,192.0,30528.0,1439.83,1.0,SP_SD,1.9972496753088906,0.5006885280105714,,2875.7,,
B0GN85NZQN,19,Nexlev,FBA79991,DH-01,B0GN85NZQN,NexLev Dehumidifier for Room Moisture Absorption | 1000ML Tank | Ideal for Mold & Moisture Removal |For Room Wardrobe Kitchen Office| Auto Shut-Off Function| Preset Timer & Humidty Control | DH-01,4232,107,0.0293,0.0471,5233,138,0.0285,0.0464,0.9619,0.9889,23,3,0.0054,0.028,103356.779661017,16147.0,22,2,0,3644.7,127.0,11971.0,0.0,0.0,SP_SD,,0.0,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1261.25,42.0,6996.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1946.85,156.0,25054.0,2287.28,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,830.85,49.0,3140.0,3201.69,2.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,376.77,19.0,7568.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,376.77,19.0,7568.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,376.77,19.0,7568.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,307.52,22.0,1176.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,307.52,22.0,1176.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,3061.94,135.0,4570.0,7192.380000000001,3.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1034.06,39.0,1504.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,805.6991190942622,39.0,1184.0,2456.78,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,908.5308809057377,43.0,1335.0,2770.34,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,3018.02,143.0,16136.0,5012.71,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1292.616289269051,72.0,56362.0,1760.17,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1139.213710730949,64.0,49673.0,1551.28,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,980.0,88.0,83199.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1458.49,120.0,33587.0,2541.52,1.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,418.72,28.0,1056.0,0.0,0.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,6333.638115330996,204.0,14577.0,27887.16338710505,10.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1667.471355249351,51.0,3925.0,6744.542833904763,3.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,3004.153283985453,91.0,7072.0,12151.11758272193,5.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,6866.9972454342,216.0,15934.0,29346.85619626826,11.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,6018.7,561.0,15047.0,29035.47,11.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,4921.01,257.0,78021.0,5331.43,2.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1917.779144706114,141.0,21342.0,5348.636606318283,5.0,SB,,,,,,
__SB__,19,Nexlev,,,,,,,,,,,,,,,,,,,,,,,,1039.110855293885,77.0,11564.0,2898.053393681717,2.0,SB,,,,,,
