asin,week,brand,SKU,Model,(Parent) ASIN,Title,sessions,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,buy_box_pct,Featured Offer Percentage - B2B,units_ordered,Units Ordered - B2B,conversion_pct,Unit Session Percentage - B2B,ordered_product_sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B,gmv,Spend,Clicks,Impressions,attributed_sales,ams_orders,ad_channel,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct
B07GVGMW59,21,Tonor,FBK77102,G11,B07GVGMW59,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,9,0,0.0,0.0,20246.62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B07WLWN2ZT,21,Tonor,FBA77101,TC-777,B07WLWN2ZT,"TONOR USB Gaming Microphone, Computer Condenser PC Mic with Tripod Stand & Pop for Streaming, Podcasting, Vocal Recording, Compatible with iMac PC Laptop Desktop Windows Computer, TC-777",565,12,0.0071,0.0064,763,14,0.0072,0.0053,0.0172,0.0,7,0,0.0,0.0,11773.72,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B082W4B7SX,21,Tonor,FBA77106,T20,B082W4B7SX,"TONOR Microphone Arm Stand, TONOR Adjustable Suspension Boom Scissor Mic Stand with Pop , 3/8"" to 5/8"" Adapter, Mic Clip, Upgraded Heavy Duty Clamp for Blue Yeti Nano Snowball Ice and Other Mics(T20)",56,0,0.0007,0.0,96,0,0.0009,0.0,0.3488,0.0,3,0,0.0357,0.0,6226.267457627119,0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B08CVP2HXP,21,Tonor,FBA77111,TC30,B08CVP2HXP,"TONOR USB Microphone, Condenser Computer PC Mic with Tripod Stand, Metal,Pop Filter, Shock Mount for Gaming,Streaming,Podcasting,YouTube, Voice Over,Skype, Twitch,Compatible with Laptop Desktop, TC30",575,18,0.0073,0.0096,787,32,0.0074,0.0121,0.022,0.0476,11,0,0.0,0.0,20219.5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B08NDB5NWP,21,Tonor,FBA77110,TM20,B08NDB5NWP,"TONOR USB Conference Microphone, 360 Omnidirectional PC Computer Condenser Mic with Mute Button for Online Meeting/Class, Zoom Call, Skype Chatting, Plug & Play (TM20,Red)",120,6,0.0015,0.0032,149,7,0.0014,0.0026,0.0278,0.0,5,0,0.0,0.0,12707.62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B08V1JS3NY,21,Tonor,FBA77115,TC40,B08V1JS3NY,"TONOR USB Microphone Kit, Streaming Podcast PC Cardioid Condenser Computer Mic for Gaming, YouTube Video, Recording Music, Voice Over, Studio Mic Bundle with Adjustment Arm Stand(TC40)",24,0,0.0003,0.0,28,0,0.0003,0.0,0.0,0.0,1,0,0.0,0.0,2795.76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B09Z5Q194D,21,Tonor,FBA77103,ORCA001,B09Z5Q194D,"TONOR USB Microphone Computer Gaming Condenser Mic, Noise-Canceling Zero Latency Monitoring for Podcast/Recording/Livestreaming/Teleconferencing on PC/Mac/Android Device, Plug and Play, ORCA001",19,1,0.0002,0.0005,31,1,0.0003,0.0004,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0B4WTHLX5,21,Tonor,FBA79574,TC30S,B0B4WTHLX5,"TONOR RGB USB Microphone, Cardioid Condenser Computer PC Mic with Tripod Stand, Pop Filter, Shock Mount for Gaming, Streaming, Podcasting, YouTube, Twitch, Compatible with Laptop Desktop,TC30 with RGB",23,1,0.0003,0.0005,28,1,0.0003,0.0004,0.2,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BBL47VR5,21,Tonor,FBA77116,TC40S,B0BBL47VR5,"TONOR RGB USB Gaming Microphone Kit, Podcast Microphone for PC, One-tap Mute for Streaming, Cardioid Condenser Microphone for PS4/5 Gamer Youtuber, Studio Mic Bundle with Adjustment Arm Stand",17,0,0.0002,0.0,25,0,0.0002,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BRCR2QQ7,21,Tonor,FBA79576,TC30S+,B0BRCR2QQ7,"TONOR USB Gaming Microphone, RGB Streaming Microfono Set, PC Podcast Recording Computer Mic for PS4/5, Discord, Twitch, Cardioid Condenser Mic with Adjustable Boom Arm Stand TC30S+",7,0,0.0001,0.0,8,0,0.0001,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BRKFP94K,21,Tonor,FBA79111,TD510,B0BRKFP94K,"TONOR TD510 Dynamic Microphone, USB/XLR PC Microphone for Podcast, Recording, Live Streaming & Gaming, XLR Cardioid Studio Mic Music Voice-Over with Quick Mute, Headphone Output, Volume Control",111,0,0.0014,0.0,176,0,0.0017,0.0,0.1656,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BTCXQQ6M,21,Tonor,FBA79113,TC310,B0BTCXQQ6M,"TONOR Gaming Mic, USB Microphone for PC Computer, Cardioid Condenser Mic with Adjustable RGB Modes & Brightness, Quick Mute, Gain Control, for Streaming, Podcasting, Recording, PS4/5 Desktop TC310",389,17,0.0049,0.0091,529,26,0.005,0.0098,0.0393,0.0,3,0,0.0026,0.0,4066.1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BVHZ5MKZ,21,Tonor,FBK77102,G11,B0BVHZ5MKZ,"TONOR Conference USB Microphone, 360° Omnidirectional Condenser Mic for Zoom Meetings, Court Reporting, Recording & Online Teaching, Compatible with PC & Mac (G 11)",1,0,0.0,0.0,1,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BYHHSLPC,21,Tonor,FBA79116,TC-777 PRO,B0BYHHSLPC,"TONOR TC777 Pro Gaming USB Microphone for PC, RGB Condenser Computer Mic with Tripod Stand, Quick Mute, Gain Control, for Gaming, Streaming, Podcasting, Recording, Cardioid Mic Kit for Laptop/PS4/PS5",704,27,0.0089,0.0144,1037,35,0.0098,0.0132,0.0021,0.0,16,0,0.0,0.0,26850.83,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CCV74CL7,21,Tonor,FBA79114,TC310+,B0CCV74CL7,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,7370.34,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CFKHCQ8W,21,Tonor,FBA79585,T20LP,B0CFKHCQ8W,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1778.82,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CFKZ72N7,21,Tonor,FBA79578,D5,B0CFKZ72N7,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,-1,0,0.0,0.0,-3007.63,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CH9JR3HL,21,Tonor,FBA79586,TRL-20,B0CH9JR3HL,"TONOR Top Ring Light Kit, 10 Inch Ring Light with Heavy Duty Bracket Arm and Phone Holder for Video Recording, Live Streaming, Drawing, Nail Makeup",5,0,0.0001,0.0,8,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CQX3VB1R,21,Tonor,FBA79696,TD310+,B0CQX3VB1R,"TONOR Dynamic USB/Type-C Microphone for PC, RGB Podcast Computer Gaming Microphone with Arm Stand for Recording, Live, Streaming, YouTube, Vocals, Studio, Karaoke Microphone, Quick Mute Button, Black",147,2,0.0019,0.0011,242,2,0.0023,0.0008,0.0931,0.0,6,0,0.0,0.0,10164.39,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CQX4K9P5,21,Tonor,FBA79697,TD310,B0CQX4K9P5,"TONOR USB Dynamic Microphone for Podcast Gaming Mic with RGB for Recording, Live Streaming, YouTube, Singing, Studio, Tiktok Microfono with Quick Mute& Stand Compatible with PC/Cellphone TypeC",146,5,0.0018,0.0027,244,5,0.0023,0.0019,0.1826,0.0,5,0,0.0137,0.0,8250.00406779661,0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CSCT63BL,21,Tonor,FBA79577,TM310,B0CSCT63BL,"TONOR TM310 USB Conference Microphone for Laptop, Adjustable Computer PC Mic with Mute Button & LED Indicator for Video Call Meeting, Mic for Desktop Zoom Skype YouTube, Plug-Play for MacOS Windows",98,7,0.0012,0.0037,132,9,0.0012,0.0034,0.1356,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B01ISNU3X4,22,Tonor,FBA77113,K1,B01ISNU3X4,"TONOR Dynamic Karaoke Microphone for Singing with 4.5m XLR Cable, Metal Handheld Mic Compatible with Karaoke Machine/Speaker/Amp/Mixer for Karaoke Singing, Speech, Wedding, Stage and Outdoor Activity",354,10,0.0047,0.0053,520,18,0.0052,0.0068,0.0109,0.0,15,0,0.0,0.0,22372.44,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B078WNW4YW,22,Tonor,FBA77117,S20,B078WNW4YW,"TONOR Wireless Microphone Isolation Shield, Mic Sound Absorbing Foam Reflector for Any Condenser Recording Equipment Studio (Black)",189,9,0.0025,0.0047,251,14,0.0025,0.0053,0.1441,0.375,3,0,0.0,0.0,6607.62,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B07GVGMW59,22,Tonor,FBA79260,G11,B07GVGMW59,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,18,0,0.0,0.0,41171.17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B07WLWN2ZT,22,Tonor,FBA77101,TC-777,B07WLWN2ZT,"TONOR USB Gaming Microphone, Computer Condenser PC Mic with Tripod Stand & Pop for Streaming, Podcasting, Vocal Recording, Compatible with iMac PC Laptop Desktop Windows Computer, TC-777",545,12,0.0073,0.0063,775,24,0.0077,0.0091,0.014,0.0,6,0,0.0,0.0,10164.4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B082W4B7SX,22,Tonor,FBA77106,T20,B082W4B7SX,"TONOR Microphone Arm Stand, TONOR Adjustable Suspension Boom Scissor Mic Stand with Pop , 3/8"" to 5/8"" Adapter, Mic Clip, Upgraded Heavy Duty Clamp for Blue Yeti Nano Snowball Ice and Other Mics(T20)",63,4,0.0008,0.0021,96,5,0.001,0.0019,0.3026,0.0,3,0,0.0,0.0,6226.26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B08CVP2HXP,22,Tonor,FBA77111,TC30,B08CVP2HXP,"TONOR USB Microphone, Condenser Computer PC Mic with Tripod Stand, Metal,Pop Filter, Shock Mount for Gaming,Streaming,Podcasting,YouTube, Voice Over,Skype, Twitch,Compatible with Laptop Desktop, TC30",572,26,0.0077,0.0137,785,34,0.0078,0.0129,0.0806,0.0,12,0,0.0017,0.0,22362.7193220339,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B08NDB5NWP,22,Tonor,FBA77110,TM20,B08NDB5NWP,"TONOR USB Conference Microphone, 360 Omnidirectional PC Computer Condenser Mic with Mute Button for Online Meeting/Class, Zoom Call, Skype Chatting, Plug & Play (TM20,Red)",259,21,0.0035,0.0111,380,35,0.0038,0.0132,0.0197,0.0,20,0,0.0,0.0,50830.56,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B08V1JS3NY,22,Tonor,FBA77115,TC40,B08V1JS3NY,"TONOR USB Microphone Kit, Streaming Podcast PC Cardioid Condenser Computer Mic for Gaming, YouTube Video, Recording Music, Voice Over, Studio Mic Bundle with Adjustment Arm Stand(TC40)",19,2,0.0003,0.0011,24,3,0.0002,0.0011,0.0,0.0,1,0,0.0,0.0,2795.76,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B09Z5Q194D,22,Tonor,FBA77103,ORCA001,B09Z5Q194D,"TONOR USB Microphone Computer Gaming Condenser Mic, Noise-Canceling Zero Latency Monitoring for Podcast/Recording/Livestreaming/Teleconferencing on PC/Mac/Android Device, Plug and Play, ORCA001",14,0,0.0002,0.0,23,0,0.0002,0.0,0.0,0.0,1,0,0.0,0.0,3219.49,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0B4WTHLX5,22,Tonor,FBA79574,TC30S,B0B4WTHLX5,"TONOR RGB USB Microphone, Cardioid Condenser Computer PC Mic with Tripod Stand, Pop Filter, Shock Mount for Gaming, Streaming, Podcasting, YouTube, Twitch, Compatible with Laptop Desktop,TC30 with RGB",58,2,0.0008,0.0011,76,12,0.0008,0.0045,0.0448,0.0,1,0,0.0,0.0,2117.8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BBL47VR5,22,Tonor,FBA77116,TC40S,B0BBL47VR5,"TONOR RGB USB Gaming Microphone Kit, Podcast Microphone for PC, One-tap Mute for Streaming, Cardioid Condenser Microphone for PS4/5 Gamer Youtuber, Studio Mic Bundle with Adjustment Arm Stand",23,0,0.0003,0.0,32,0,0.0003,0.0,0.0741,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BRCR2QQ7,22,Tonor,FBA79576,TC30S+,B0BRCR2QQ7,"TONOR USB Gaming Microphone, RGB Streaming Microfono Set, PC Podcast Recording Computer Mic for PS4/5, Discord, Twitch, Cardioid Condenser Mic with Adjustable Boom Arm Stand TC30S+",22,0,0.0003,0.0,30,0,0.0003,0.0,0.1071,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BRKFP94K,22,Tonor,FBA79111,TD510,B0BRKFP94K,"TONOR TD510 Dynamic Microphone, USB/XLR PC Microphone for Podcast, Recording, Live Streaming & Gaming, XLR Cardioid Studio Mic Music Voice-Over with Quick Mute, Headphone Output, Volume Control",147,4,0.002,0.0021,234,8,0.0023,0.003,0.1371,0.0,1,0,0.0,0.0,3388.98,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BTCXQQ6M,22,Tonor,FBA79113,TC310,B0BTCXQQ6M,"TONOR Gaming Mic, USB Microphone for PC Computer, Cardioid Condenser Mic with Adjustable RGB Modes & Brightness, Quick Mute, Gain Control, for Streaming, Podcasting, Recording, PS4/5 Desktop TC310",204,6,0.0027,0.0032,303,6,0.003,0.0023,0.1087,0.0,4,0,0.0,0.0,8471.2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BVHZ5MKZ,22,Tonor,FBK77102,G11-Old,B0BVHZ5MKZ,"TONOR Conference USB Microphone, 360° Omnidirectional Condenser Mic for Zoom Meetings, Court Reporting, Recording & Online Teaching, Compatible with PC & Mac (G 11)",5,0,0.0001,0.0,8,0,0.0001,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0BYHHSLPC,22,Tonor,FBA79116,TC-777 PRO,B0BYHHSLPC,"TONOR TC777 Pro Gaming USB Microphone for PC, RGB Condenser Computer Mic with Tripod Stand, Quick Mute, Gain Control, for Gaming, Streaming, Podcasting, Recording, Cardioid Mic Kit for Laptop/PS4/PS5",774,30,0.0104,0.0158,1178,47,0.0118,0.0178,0.0,0.0,19,0,0.0,0.0,32187.3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CCV74CL7,22,Tonor,FBA79114,TC310+,B0CCV74CL7,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,6,0,0.0,0.0,14740.68,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CFKHCQ8W,22,Tonor,FBA79585,T20LP,B0CFKHCQ8W,,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,5336.43,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CH9JR3HL,22,Tonor,FBA79586,TRL-20,B0CH9JR3HL,"TONOR Top Ring Light Kit, 10 Inch Ring Light with Heavy Duty Bracket Arm and Phone Holder for Video Recording, Live Streaming, Drawing, Nail Makeup",2,0,0.0,0.0,2,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CQX3VB1R,22,Tonor,FBA79696,TD310+,B0CQX3VB1R,"TONOR Dynamic USB/Type-C Microphone for PC, RGB Podcast Computer Gaming Microphone with Arm Stand for Recording, Live, Streaming, YouTube, Vocals, Studio, Karaoke Microphone, Quick Mute Button, Black",181,3,0.0024,0.0016,309,3,0.0031,0.0011,0.0389,0.0,8,0,0.0055,0.0,13722.0293220339,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CQX4K9P5,22,Tonor,FBA79697,TD310,B0CQX4K9P5,"TONOR USB Dynamic Microphone for Podcast Gaming Mic with RGB for Recording, Live Streaming, YouTube, Singing, Studio, Tiktok Microfono with Quick Mute& Stand Compatible with PC/Cellphone TypeC",291,5,0.0039,0.0026,432,5,0.0043,0.0019,0.0131,0.0,6,0,0.0034,0.0,10164.40779661017,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0CSCT63BL,22,Tonor,FBA79577,TM310,B0CSCT63BL,"TONOR TM310 USB Conference Microphone for Laptop, Adjustable Computer PC Mic with Mute Button & LED Indicator for Video Call Meeting, Mic for Desktop Zoom Skype YouTube, Plug-Play for MacOS Windows",120,7,0.0016,0.0037,166,7,0.0017,0.0026,0.0683,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B002LZUAFM,19,Fossil,FBA69556,AR2434,B002LZUAFM,Emporio Armani Mens Chronograph Stainless Steel Watch (Black_Free Size),1550,26,0.0105,0.0092,2162,29,0.0108,0.0072,0.4915,0.7692,2,0,0.0013,0.0,45754.2372881356,0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B004D4S7AY,19,Fossil,FBA66636,ES2811,B004D4S7AY,Fossil Analog Gold Dial Women's Watch - ES2811,3424,42,0.0231,0.0149,4761,63,0.0237,0.0157,0.9794,0.9688,17,2,0.005,0.0476,194405.0847457627,26988,17,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0058XWUHA,19,Fossil,FBA67266,MK5491,B0058XWUHA,Michael Kors Parker Analog White Dial Gold Band Women's Stainless Steel Watch-MK5491,545,7,0.0037,0.0025,760,11,0.0038,0.0027,1.0,1.0,2,0,0.0037,0.0,38972.88135593221,0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00786VY22,19,Fossil,FBA69567,AX2101,B00786VY22,Armani Exchange Mens Hampton Leather Analogue Watch - AX2101 (Black_Free Size),37,0,0.0002,0.0,55,0,0.0003,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B007NM84PQ,19,Fossil,FBA66627,ES3020,B007NM84PQ,Fossil Women Jesse Analog Rose Gold Dial Watch - ES3020,1069,11,0.0072,0.0039,1426,15,0.0071,0.0037,0.9727,1.0,4,0,0.0037,0.0,40656.77966101695,0,4,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B008AXYWHQ,19,Fossil,FBA66974,JR1401,B008AXYWHQ,Fossil Nate Chronograph Analog Black Dial Grey Band Men's Stainless Steel Watch - JR1401,8612,170,0.0581,0.0601,12261,247,0.061,0.0615,0.9986,1.0,57,2,0.0066,0.0118,540872.0338983051,22394,57,2,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00944CXEY,19,Fossil,FBA69614,MK3190,B00944CXEY,Michael Kors Darci Analog Silver Dial Women's Watch - MK3190,322,2,0.0022,0.0007,425,3,0.0021,0.0007,0.9974,0.0,4,0,0.0124,0.0,48624.57627118644,0,4,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00AFTT8KE,19,Fossil,FBA66633,ES3284,B00AFTT8KE,"Fossil Analog Silver Dial Women's Watch - ES3284 Stainless Steel, Gold Strap",286,5,0.0019,0.0018,366,6,0.0018,0.0015,0.9757,1.0,1,0,0.0035,0.0,11011.86440677966,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00AFTTQ8I,19,Fossil,FBA66640,FS4813,B00AFTTQ8I,Fossil Chronograph men Grant Brown Quartz Leather Watch FS4813IE,1357,18,0.0092,0.0064,1860,26,0.0093,0.0065,0.9963,0.875,6,0,0.0044,0.0,66071.18644067796,0,6,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00AFTTQQ0,19,Fossil,FBA66648,FS4812,B00AFTTQQ0,Fossil Grant Chronograph Black Dial Men's Watch-FS4812,68,4,0.0005,0.0014,99,10,0.0005,0.0025,0.7059,0.0,1,0,0.0147,0.0,7708.474576271187,0,1,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00AG37H8Y,19,Fossil,FBA66963,FS4795,B00AG37H8Y,"Fossil Analog White Dial Men's Watch-FS4795 Stainless Steel, Multicolor Strap",11509,249,0.0776,0.0881,15931,321,0.0793,0.0799,0.9977,1.0,32,1,0.0028,0.004,393047.4576271187,14494,31,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00AMWDOEK,19,Fossil,FBA74721,FS4735,B00AMWDOEK,Fossil Grant Chronograph Beige Dial Men's Watch - FS4735,1210,18,0.0082,0.0064,1556,26,0.0077,0.0065,0.9965,1.0,2,0,0.0017,0.0,22023.72881355932,0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00EVZ83J0,19,Fossil,FBA73952,CH2885,B00EVZ83J0,"Fossil Decker Brown Watch Ch2885 - Chronograph, Men, Leather",3326,39,0.0224,0.0138,4515,46,0.0225,0.0115,0.2447,0.2609,3,0,0.0009,0.0,20458.47457627119,0,3,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00H2ZDX00,19,Fossil,FBA80093,FS4867,B00H2ZDX00,Fossil End of Season Dean Analog Off-White Dial Men's Watch - FS4867,4921,105,0.0332,0.0371,7017,141,0.0349,0.0351,0.9977,1.0,36,1,0.0073,0.0095,309569.4915254238,10147,36,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00HVBJ6W4,19,Fossil,FBA67801,ES3466,B00HVBJ6W4,Fossil Riley Analog White & Beige Dial Women's Watch -ES3466,6885,131,0.0464,0.0463,8915,181,0.0444,0.0451,0.999,1.0,39,1,0.0057,0.0076,312231.3559322034,9447,38,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00NVAWTLY,19,Fossil,FBA70527,JR1487,B00NVAWTLY,"Fossil Nate Analog Black Dial Men's Watch-JR1487 Genuine Leather, Brown Strap",2465,47,0.0166,0.0166,3520,83,0.0175,0.0207,0.9987,1.0,22,1,0.0089,0.0213,189181.3559322034,10147,22,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00PW3J8LM,19,Fossil,FBA66995,ME3061,B00PW3J8LM,"Fossil Men Leather Townsman Analog Black Dial Watch -Me3061, Band Color-Brown",159,2,0.0011,0.0007,206,2,0.001,0.0005,0.9731,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B00WM0CF4A,19,Fossil,FBA66964,ES3843,B00WM0CF4A,Fossil Women's ES3843 Jacqueline Analog Quartz Blue Watch,1766,30,0.0119,0.0106,2570,42,0.0128,0.0105,0.9554,1.0,20,0,0.0113,0.0,118593.2203389831,0,20,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B012R0UNAW,19,Fossil,FBA69548,AR1926,B012R0UNAW,"Emporio Armani Stainless Steel Gianni T-Bar Analog White Dial Women Watch - Ar1926, Multi-Color Band",1296,14,0.0087,0.005,1734,19,0.0086,0.0047,0.9917,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B01487C7CO,19,Fossil,FBA67803,ME3098,B01487C7CO,Fossil Analog Brown Dial Men's Leather Band Watch - ME3098,2403,27,0.0162,0.0096,2977,41,0.0148,0.0102,0.9838,1.0,2,0,0.0008,0.0,33888.13559322034,0,2,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B017SN1OI8,19,Fossil,FBA66987,FS5151,B017SN1OI8,Fossil Analog Blue Dial Men's Watch - FS5151,822,26,0.0055,0.0092,1116,35,0.0056,0.0087,0.999,1.0,8,0,0.0097,0.0,61674.57627118644,0,8,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B01GZZYSRO,19,Fossil,FBA74251,AR1979,B01GZZYSRO,Emporio Armani Analog Blue Dial Men's Watch-Ar1979 - Stainless Steel,204,5,0.0014,0.0018,259,6,0.0013,0.0015,1.0,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B01GZZZ328,19,Fossil,FBA69544,AR2502,B01GZZZ328,Emporio Armani Luigi Analog White Dial Men's Watch - AR2502,188,5,0.0013,0.0018,241,6,0.0012,0.0015,0.9495,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B01MTYS3BW,19,Fossil,FBA69579,DZ7395,B01MTYS3BW,Diesel Analog Stainless Steel Black Dial and Band (Big dial) Men's Watch-DZ7395,2325,70,0.0157,0.0248,2938,95,0.0146,0.0237,0.0027,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B06VV5QB6Q,19,Fossil,FBA67811,FS5308,B06VV5QB6Q,"Fossil Analog Black Dial Men's Watch-FS5308 Stainless Steel, Black Strap",1165,20,0.0079,0.0071,1545,31,0.0077,0.0077,0.9929,1.0,6,1,0.0052,0.05,48269.49152542373,9493,6,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B0769YW2KN,19,Fossil,FBA76876,ME3154,B0769YW2KN,"Fossil Analog Black Dial Men's Watch - ME3154, Brown, Free Size",884,12,0.006,0.0042,1173,19,0.0058,0.0047,0.9122,1.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B077SMJP9Z,19,Fossil,FBA69631,SKW2694,B077SMJP9Z,"Skagen Stainless Steel Analog White Dial Women Watch - Skw2694, Rose Gold Band",193,2,0.0013,0.0007,229,4,0.0011,0.001,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B077SN2LNP,19,Fossil,FBA67860,MK8603,B077SN2LNP,Michael Kors Lexington Analog Black Dial Men's Watch-MK8603,99,0,0.0007,0.0,143,0,0.0007,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
B078Y2PJL4,19,Fossil,FBA74728,BQ3181,B078Y2PJL4,"Fossil Stainless Steel Women Karli Rose Gold Dial Analog Watch Bq3181, Rose Gold Band",2124,34,0.0143,0.012,3044,57,0.0151,0.0142,0.9978,1.0,19,1,0.0089,0.0294,135205.9322033898,8397,19,1,0,0.0,0.0,0.0,0.0,0.0,,,,,,,
