asin,week,brand,sku,model,(parent) asin,title,sessions,sessions - total - b2b,session percentage - total,session percentage - total - b2b,page views - total,page views - total - b2b,page views percentage - total,page views percentage - total - b2b,buy_box_pct,featured offer percentage - b2b,units_ordered,units ordered - b2b,conversion_pct,unit session percentage - b2b,ordered_product_sales,ordered product sales - b2b,total order items,total order items - b2b,gmv,ad_channel,spend,clicks,impressions,attributed_sales,ams_orders,acos,roas,tacos,cac,attributed_sales_pct,organic_sales_pct,category_l0,category_l1,category_l2,Model,units
B0DSBRWZ8N,25,Fossil,0.0,0.0,B0DSBRWZ8N,Fossil Chronograph Men Neutra Brown Quartz Leather Gold Dial Watch FS6113,594.0,5.0,0.0032,0.0014,744.0,5.0,0.0029,0.001,0.9837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DSBS17RY,25,Fossil,0.0,0.0,B0DSBS17RY,Armani Exchange Silver Quartz Stainless Steel Watch AX4186,117.0,1.0,0.0006,0.0003,167.0,1.0,0.0006,0.0002,0.9533,1.0,2.0,0.0,0.0171,0.0,24567.79661016949,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B0DSBSD26P,25,Fossil,0.0,0.0,B0DSBSD26P,Fossil Chronograph Men Neutra Grey Quartz Stainless Steel Blue Dial Watch FS6111,787.0,10.0,0.0042,0.0028,1083.0,12.0,0.0042,0.0024,0.9777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DSBSGK17,25,Fossil,0.0,0.0,B0DSBSGK17,Fossil Men Everett Multicolor Quartz Stainless Steel Green Dial Analog Watch FS6106,1250.0,38.0,0.0067,0.0108,1739.0,47.0,0.0067,0.0095,0.973,1.0,4.0,0.0,0.0032,0.0,54216.94915254237,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,4.0
B0DSBSVS4X,25,Fossil,0.0,0.0,B0DSBSVS4X,Fossil Womens Raquel Silver Quartz Stainless Steel Blue Dial Analog Watch ES5402,120.0,6.0,0.0006,0.0017,180.0,11.0,0.0007,0.0022,0.9419,0.0,1.0,0.0,0.0083,0.0,10844.06779661017,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0
B0DT2KTXK3,25,Fossil,0.0,0.0,B0DT2KTXK3,Emporio Armani Silver Quartz Stainless Steel Watch AR11676,123.0,7.0,0.0007,0.002,192.0,10.0,0.0007,0.002,1.0,1.0,1.0,1.0,0.0081,0.1429,14234.74576271187,16797.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0DT2Q1R2H,25,Fossil,0.0,0.0,B0DT2Q1R2H,Emporio Armani Black Quartz Leather Watch AR11666,401.0,7.0,0.0022,0.002,562.0,10.0,0.0022,0.002,0.9652,0.0,1.0,0.0,0.0025,0.0,13555.08474576271,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0DT2QDBS3,25,Fossil,0.0,0.0,B0DT2QDBS3,Emporio Armani Brown Quartz Leather Watch AR11665,912.0,13.0,0.0049,0.0037,1177.0,13.0,0.0046,0.0026,0.9873,1.0,1.0,0.0,0.0011,0.0,13554.23728813559,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0DT2XZNK5,25,Fossil,0.0,0.0,B0DT2XZNK5,Emporio Armani Silver Quartz Stainless Steel Watch AR11664,201.0,2.0,0.0011,0.0006,310.0,3.0,0.0012,0.0006,0.9878,1.0,1.0,0.0,0.005,0.0,11861.86440677966,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0DT2Y9HRM,25,Fossil,0.0,0.0,B0DT2Y9HRM,Emporio Armani Black Quartz Leather Watch AR11677,195.0,5.0,0.001,0.0014,284.0,8.0,0.0011,0.0016,1.0,1.0,1.0,0.0,0.0051,0.0,14531.35593220339,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,1.0
B0DT2ZQV18,25,Fossil,0.0,0.0,B0DT2ZQV18,Emporio Armani Green Quartz Leather Watch AR11661,30.0,4.0,0.0002,0.0011,37.0,5.0,0.0001,0.001,0.9688,1.0,1.0,0.0,0.0333,0.0,9404.237288135591,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0DT2ZS8T4,25,Fossil,0.0,0.0,B0DT2ZS8T4,Emporio Armani Pink Quartz Stainless Steel Watch AR11671,27.0,2.0,0.0001,0.0006,40.0,2.0,0.0002,0.0004,0.9394,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DT31Q99D,25,Fossil,0.0,0.0,B0DT31Q99D,Emporio Armani Silver Quartz Stainless Steel Watch AR11669,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DT322B7L,25,Fossil,0.0,0.0,B0DT322B7L,Emporio Armani Silver Quartz Stainless Steel Watch AR11662,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DT32JDPV,25,Fossil,0.0,0.0,B0DT32JDPV,Emporio Armani Gold Quartz Stainless Steel Watch AR11663,9.0,1.0,0.0,0.0003,11.0,1.0,0.0,0.0002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DT36621X,25,Fossil,0.0,0.0,B0DT36621X,Emporio Armani Brown Quartz Leather Watch AR11672,88.0,2.0,0.0005,0.0006,121.0,3.0,0.0005,0.0006,0.8586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0DT381WY9,25,Fossil,0.0,0.0,B0DT381WY9,Emporio Armani Silver Quartz Stainless Steel Watch AR11674,53.0,1.0,0.0003,0.0003,119.0,1.0,0.0005,0.0002,0.7143,0.0,1.0,0.0,0.0189,0.0,9404.237288135591,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0DT3F8L97,25,Fossil,0.0,0.0,B0DT3F8L97,Emporio Armani Black Quartz Leather Watch AR11660,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FCVBJX29,25,Fossil,0.0,0.0,B0FCVBJX29,Fossil Neutra Brown Quartz Leather Watch FS6129,82.0,0.0,0.0004,0.0,113.0,0.0,0.0004,0.0,0.99,0.0,1.0,0.0,0.0122,0.0,11012.71186440678,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FCVBY986,25,Fossil,0.0,0.0,B0FCVBY986,Fossil Raquel Gold Quartz Stainless Steel Watch ES5434,74.0,0.0,0.0004,0.0,122.0,0.0,0.0005,0.0,0.6931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FCVFDZP7,25,Fossil,0.0,0.0,B0FCVFDZP7,Fossil Grant Metallic Quartz Stainless Steel Watch FS6133,66.0,2.0,0.0004,0.0006,99.0,2.0,0.0004,0.0004,0.9877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FCVGHVV7,25,Fossil,0.0,0.0,B0FCVGHVV7,Fossil Gilmore Multicolor Quartz Stainless Steel Watch ES5422,25.0,0.0,0.0001,0.0,42.0,0.0,0.0002,0.0,0.6053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FCVHPY4B,25,Fossil,0.0,0.0,B0FCVHPY4B,Fossil Gilmore Gold Quartz Stainless Steel Watch ES5421,136.0,0.0,0.0007,0.0,201.0,0.0,0.0008,0.0,1.0,0.0,1.0,0.0,0.0074,0.0,7116.101694915254,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FCVKH4TS,25,Fossil,0.0,0.0,B0FCVKH4TS,Fossil Raquel Gold Quartz Stainless Steel Watch ES5417,55.0,0.0,0.0003,0.0,82.0,0.0,0.0003,0.0,0.9841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B0FCVLB3FG,25,Fossil,0.0,0.0,B0FCVLB3FG,Fossil Gilmore Rose Gold Quartz Stainless Steel Watch ES5420,31.0,0.0,0.0002,0.0,36.0,0.0,0.0001,0.0,0.8235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FCVLFLGF,25,Fossil,0.0,0.0,B0FCVLFLGF,Fossil Gilmore Silver Quartz Stainless Steel Watch ES5419,77.0,1.0,0.0004,0.0003,105.0,1.0,0.0004,0.0002,0.8696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FCVPBY7Y,25,Fossil,0.0,0.0,B0FCVPBY7Y,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6131,7602.0,209.0,0.0408,0.0595,10766.0,297.0,0.0417,0.0599,0.9777,0.9832,35.0,3.0,0.0046,0.0144,429927.9661016949,43484.0,35.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,35.0
B0FCVRKB8C,25,Fossil,0.0,0.0,B0FCVRKB8C,Fossil Grant Multicolor Quartz Stainless Steel Watch FS6132,494.0,9.0,0.0027,0.0026,690.0,10.0,0.0027,0.002,0.9967,1.0,2.0,0.0,0.004,0.0,24566.10169491525,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B0FFD4KBM7,25,Fossil,0.0,0.0,B0FFD4KBM7,Armani Exchange Blue Quartz Stainless Steel Watch AX5730,66.0,0.0,0.0004,0.0,86.0,0.0,0.0003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFD8Q4K6,25,Fossil,0.0,0.0,B0FFD8Q4K6,Armani Exchange Gold Quartz Stainless Steel Watch AX5735,23.0,1.0,0.0001,0.0003,25.0,1.0,0.0001,0.0002,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B0FFDJHKR5,25,Fossil,0.0,0.0,B0FFDJHKR5,Armani Exchange Silver Quartz Stainless Steel Watch AX2820,60.0,3.0,0.0003,0.0009,88.0,3.0,0.0003,0.0006,0.9855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFDJNB8T,25,Fossil,0.0,0.0,B0FFDJNB8T,Armani Exchange Black Quartz Stainless Steel Watch AX5732,53.0,1.0,0.0003,0.0003,70.0,1.0,0.0003,0.0002,0.9692,1.0,1.0,0.0,0.0189,0.0,8470.338983050848,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FFDLZV1H,25,Fossil,0.0,0.0,B0FFDLZV1H,Armani Exchange Gold Quartz Stainless Steel Watch AX2822,65.0,4.0,0.0003,0.0011,87.0,7.0,0.0003,0.0014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFDM5QJX,25,Fossil,0.0,0.0,B0FFDM5QJX,Armani Exchange Metallic Quartz Stainless Steel Watch AX2823,51.0,1.0,0.0003,0.0003,94.0,1.0,0.0004,0.0002,1.0,0.0,1.0,0.0,0.0196,0.0,10675.42372881356,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FFDSN4S1,25,Fossil,0.0,0.0,B0FFDSN4S1,Armani Exchange Multicolor Quartz Stainless Steel Watch AX2821,271.0,4.0,0.0015,0.0011,353.0,4.0,0.0014,0.0008,0.9817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFHXRJNS,25,Fossil,0.0,0.0,B0FFHXRJNS,Emporio Armani Multicolor Quartz Plastic Watch AR11694,47.0,1.0,0.0003,0.0003,59.0,1.0,0.0002,0.0002,1.0,1.0,1.0,0.0,0.0213,0.0,6777.966101694916,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FFJ2583H,25,Fossil,0.0,0.0,B0FFJ2583H,Emporio Armani Silver Quartz Stainless Steel Watch AR11706,14.0,0.0,0.0001,0.0,15.0,0.0,0.0001,0.0,0.9286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFJ4N8BK,25,Fossil,0.0,0.0,B0FFJ4N8BK,Emporio Armani Multicolor Quartz Stainless Steel Watch AR11692,236.0,7.0,0.0013,0.002,372.0,10.0,0.0014,0.002,0.9675,1.0,2.0,0.0,0.0085,0.0,33889.83050847458,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,2.0
B0FFJ6T8YY,25,Fossil,0.0,0.0,B0FFJ6T8YY,Emporio Armani Silver Quartz Stainless Steel Watch AR11688,54.0,7.0,0.0003,0.002,75.0,8.0,0.0003,0.0016,0.9701,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFJ939GQ,25,Fossil,0.0,0.0,B0FFJ939GQ,Emporio Armani Brown Quartz Leather Watch AR11708,38.0,1.0,0.0002,0.0003,50.0,3.0,0.0002,0.0006,0.9535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFJG71QJ,25,Fossil,0.0,0.0,B0FFJG71QJ,Emporio Armani Silver Quartz Stainless Steel Watch AR11691,11.0,0.0,0.0001,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFJJM7DS,25,Fossil,0.0,0.0,B0FFJJM7DS,Emporio Armani Gold Quartz Stainless Steel Watch AR11707,31.0,1.0,0.0002,0.0003,48.0,1.0,0.0002,0.0002,0.9189,0.0,1.0,0.0,0.0323,0.0,15672.8813559322,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FFJPKHZL,25,Fossil,0.0,0.0,B0FFJPKHZL,Emporio Armani Black Quartz Leather Watch AR11690,39.0,2.0,0.0002,0.0006,45.0,2.0,0.0002,0.0004,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFJQB51R,25,Fossil,0.0,0.0,B0FFJQB51R,Emporio Armani Green Quartz Rubber Watch AR11693,12.0,0.0,0.0001,0.0,17.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FFJQBHGH,25,Fossil,0.0,0.0,B0FFJQBHGH,Emporio Armani Metallic Quartz Stainless Steel Watch AR11689,74.0,4.0,0.0004,0.0011,98.0,7.0,0.0004,0.0014,0.9451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FJ2RND61,25,Fossil,0.0,0.0,B0FJ2RND61,Fossil Townsman Brown Automatic Leather Watch ME3270,1466.0,27.0,0.0079,0.0077,1826.0,36.0,0.0071,0.0073,0.8868,1.0,1.0,0.0,0.0007,0.0,16944.91525423729,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FJ2SQTNR,25,Fossil,0.0,0.0,B0FJ2SQTNR,Fossil Everett Silver Quartz Stainless Steel Watch FS6128,133.0,1.0,0.0007,0.0003,181.0,1.0,0.0007,0.0002,0.9876,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FJ2SSSZR,25,Fossil,0.0,0.0,B0FJ2SSSZR,Fossil Raquel Brown Quartz Leather Watch ES5418,80.0,0.0,0.0004,0.0,100.0,0.0,0.0004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FJZZ4X7Q,25,Fossil,0.0,0.0,B0FJZZ4X7Q,Michael Kors Billie Multicolor Quartz Stainless Steel Watch MK9221,22.0,1.0,0.0001,0.0003,35.0,4.0,0.0001,0.0008,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FJZZ6J3R,25,Fossil,0.0,0.0,B0FJZZ6J3R,Michael Kors Billie Gold Quartz Stainless Steel Watch MK9220,17.0,0.0,0.0001,0.0,21.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FK1995CB,25,Fossil,0.0,0.0,B0FK1995CB,Michael Kors Bryant Brown Quartz Stainless Steel Watch MK7559,105.0,6.0,0.0006,0.0017,154.0,6.0,0.0006,0.0012,0.9922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FK1FC978,25,Fossil,0.0,0.0,B0FK1FC978,Michael Kors Phoebe Gold Quartz Stainless Steel Watch MK4923,87.0,2.0,0.0005,0.0006,127.0,2.0,0.0005,0.0004,0.8571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FK237HV4,25,Fossil,0.0,0.0,B0FK237HV4,Michael Kors Billie Silver Quartz Stainless Steel Watch MK9222,18.0,0.0,0.0001,0.0,24.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FKBV3N4Y,25,Fossil,0.0,0.0,B0FKBV3N4Y,Michael Kors Georgie Rose Gold Quartz Stainless Steel Watch MK4932,11.0,0.0,0.0001,0.0,14.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FKBVB3YH,25,Fossil,0.0,0.0,B0FKBVB3YH,Michael Kors Georgie Multicolor Quartz Stainless Steel Watch MK4935,45.0,2.0,0.0002,0.0006,63.0,3.0,0.0002,0.0006,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FKBVVZ7P,25,Fossil,0.0,0.0,B0FKBVVZ7P,Michael Kors Georgie Silver Quartz Stainless Steel Watch MK4933,17.0,0.0,0.0001,0.0,20.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FKBW8L5H,25,Fossil,0.0,0.0,B0FKBW8L5H,Michael Kors Georgie Gold Quartz Stainless Steel Watch MK4931,32.0,0.0,0.0002,0.0,41.0,0.0,0.0002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FKBWS861,25,Fossil,0.0,0.0,B0FKBWS861,Michael Kors Georgie Gold Quartz Stainless Steel Watch MK4934,44.0,0.0,0.0002,0.0,54.0,0.0,0.0002,0.0,1.0,0.0,1.0,0.0,0.0227,0.0,13641.52542372881,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FQ7WTM8P,25,Fossil,0.0,0.0,B0FQ7WTM8P,Michael Kors Phoebe Rose Gold Quartz Stainless Steel Watch MK4962,48.0,2.0,0.0003,0.0006,71.0,2.0,0.0003,0.0004,0.9836,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FQ832739,25,Fossil,0.0,0.0,B0FQ832739,Michael Kors Lexington Gold Quartz Stainless Steel Watch MK9245SET,71.0,0.0,0.0004,0.0,106.0,0.0,0.0004,0.0,0.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FQ8BFNPN,25,Fossil,0.0,0.0,B0FQ8BFNPN,Michael Kors Phoebe Silver Quartz Stainless Steel Watch MK4963,14.0,0.0,0.0001,0.0,18.0,0.0,0.0001,0.0,0.9444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FQ8K147H,25,Fossil,0.0,0.0,B0FQ8K147H,Michael Kors Lexington Silver Quartz Stainless Steel Watch MK9242,84.0,0.0,0.0005,0.0,125.0,0.0,0.0005,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0
B0FRV4KDN4,25,Fossil,0.0,0.0,B0FRV4KDN4,Armani Exchange Sync Multicolor Quartz Stainless Steel Watch AX4199,26.0,2.0,0.0001,0.0006,40.0,3.0,0.0002,0.0006,0.9714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FRVBBDM9,25,Fossil,0.0,0.0,B0FRVBBDM9,Armani Exchange Black Watch AX4621,267.0,6.0,0.0014,0.0017,396.0,10.0,0.0015,0.002,0.9601,0.8333,2.0,0.0,0.0075,0.0,16011.86440677966,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,2.0
B0FRVG8SR6,25,Fossil,0.0,0.0,B0FRVG8SR6,Armani Exchange Gold Watch AX1970,62.0,3.0,0.0003,0.0009,100.0,3.0,0.0004,0.0006,0.9877,1.0,1.0,0.0,0.0161,0.0,11861.86440677966,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,1.0
B0FRVZ29NP,25,Fossil,0.0,0.0,B0FRVZ29NP,Armani Exchange Silver Watch Set AX7176SET,163.0,6.0,0.0009,0.0017,218.0,7.0,0.0008,0.0014,0.9897,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FRVZCYH9,25,Fossil,0.0,0.0,B0FRVZCYH9,Armani Exchange Black Quartz Rubber Watch AX1769,42.0,3.0,0.0002,0.0009,64.0,8.0,0.0002,0.0016,0.8983,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FRW51FQF,25,Fossil,0.0,0.0,B0FRW51FQF,Armani Exchange Black Watch AX4173,11.0,0.0,0.0001,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FRWJ5N3P,25,Fossil,0.0,0.0,B0FRWJ5N3P,Armani Exchange Rose Gold Watch Set AX7175SET,32.0,1.0,0.0002,0.0003,48.0,1.0,0.0002,0.0002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FS5QZRYB,25,Fossil,0.0,0.0,B0FS5QZRYB,Fossil Scarlette Multicolor Quartz Stainless Steel Watch ES5443,289.0,9.0,0.0016,0.0026,389.0,12.0,0.0015,0.0024,0.9877,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
B0FS6JY8XW,25,Fossil,0.0,0.0,B0FS6JY8XW,Michael Kors Essex Nude Watch MK4964,18.0,0.0,0.0001,0.0,22.0,0.0,0.0001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,Traditional Watch,,,0.0,0.0
