kind,entity_id,campaign_id,ad_group_id,field,from_value,to_value,snapshot_prev
removed,135672698313266,73809434919832,137352514737989,*,row_existed,,"{'adGroupId': '137352514737989', 'bid': 5.0, 'campaignId': '73809434919832', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B092PQBKR9'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B092PQBKR9'}], 'state': 'ENABLED', 'targetId': '135672698313266'}"
removed,26507205294985,481502395507000,550610329818109,*,row_existed,,"{'adGroupId': '550610329818109', 'bid': 4.75, 'campaignId': '481502395507000', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BJ2CQZVT'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BJ2CQZVT'}], 'state': 'PAUSED', 'targetId': '26507205294985'}"
removed,109923657887513,203558880428972,410561868015067,*,row_existed,,"{'adGroupId': '410561868015067', 'bid': 8.16, 'campaignId': '203558880428972', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CYHD4W3M'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CYHD4W3M'}], 'state': 'PAUSED', 'targetId': '109923657887513'}"
removed,187022319248087,13169331340861,242934044814792,*,row_existed,,"{'adGroupId': '242934044814792', 'bid': 5.0, 'campaignId': '13169331340861', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B08BCXTYCB'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B08BCXTYCB'}], 'state': 'ENABLED', 'targetId': '187022319248087'}"
removed,148021905558517,291699076907593,296903712475914,*,row_existed,,"{'adGroupId': '296903712475914', 'bid': 7.85, 'campaignId': '291699076907593', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00HVLURL8'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00HVLURL8'}], 'state': 'PAUSED', 'targetId': '148021905558517'}"
removed,206312334167203,515267283829799,558752712430446,*,row_existed,,"{'adGroupId': '558752712430446', 'bid': 9.35, 'campaignId': '515267283829799', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CCRZYMD2'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CCRZYMD2'}], 'state': 'ENABLED', 'targetId': '206312334167203'}"
removed,279617642993682,119667104785155,280281575962384,*,row_existed,,"{'adGroupId': '280281575962384', 'bid': 6.0, 'campaignId': '119667104785155', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09RBFVFZZ'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09RBFVFZZ'}], 'state': 'ENABLED', 'targetId': '279617642993682'}"
removed,59931840776085,2209282651746,141234225527183,*,row_existed,,"{'adGroupId': '141234225527183', 'bid': 4.5, 'campaignId': '2209282651746', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B085RKR3CB'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B085RKR3CB'}], 'state': 'ENABLED', 'targetId': '59931840776085'}"
removed,155698199198911,462064004964011,408935367929815,*,row_existed,,"{'adGroupId': '408935367929815', 'bid': 10.75, 'campaignId': '462064004964011', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BD4L26Y3'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BD4L26Y3'}], 'state': 'PAUSED', 'targetId': '155698199198911'}"
removed,178568143892448,314957492914641,422138493011596,*,row_existed,,"{'adGroupId': '422138493011596', 'bid': 5.45, 'campaignId': '314957492914641', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B095CXM73W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B095CXM73W'}], 'state': 'ENABLED', 'targetId': '178568143892448'}"
removed,30083666013001,416867220617773,451305491506417,*,row_existed,,"{'adGroupId': '451305491506417', 'bid': 6.12, 'campaignId': '416867220617773', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B5SPBY6X'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B5SPBY6X'}], 'state': 'PAUSED', 'targetId': '30083666013001'}"
removed,89753661708750,337349857845195,433043966793106,*,row_existed,,"{'adGroupId': '433043966793106', 'bid': 2.16, 'campaignId': '337349857845195', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08GCDJPTP'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08GCDJPTP'}], 'state': 'PAUSED', 'targetId': '89753661708750'}"
removed,13861345691975,91921004502575,51487332914444,*,row_existed,,"{'adGroupId': '51487332914444', 'bid': 5.0, 'campaignId': '91921004502575', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B09Q2ZZGH2'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B09Q2ZZGH2'}], 'state': 'PAUSED', 'targetId': '13861345691975'}"
removed,160522123669454,456669926037468,344008546572411,*,row_existed,,"{'adGroupId': '344008546572411', 'bid': 15.99, 'campaignId': '456669926037468', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BWV3TBWC'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BWV3TBWC'}], 'state': 'PAUSED', 'targetId': '160522123669454'}"
removed,137222714784091,469737255530516,460438635712172,*,row_existed,,"{'adGroupId': '460438635712172', 'bid': 10.0, 'campaignId': '469737255530516', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09XKD3H6C'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09XKD3H6C'}], 'state': 'ENABLED', 'targetId': '137222714784091'}"
removed,121704020800109,501740033791395,463783934958240,*,row_existed,,"{'adGroupId': '463783934958240', 'bid': 8.85, 'campaignId': '501740033791395', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B1FY81WS'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B1FY81WS'}], 'state': 'PAUSED', 'targetId': '121704020800109'}"
removed,276526432857399,85700096938270,52209195109564,*,row_existed,,"{'adGroupId': '52209195109564', 'bid': 6.9, 'campaignId': '85700096938270', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B0999SK2SY'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B0999SK2SY'}], 'state': 'ENABLED', 'targetId': '276526432857399'}"
removed,259983708429621,517269861449107,423269861732085,*,row_existed,,"{'adGroupId': '423269861732085', 'bid': 1.0, 'campaignId': '517269861449107', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BZPFB3Z2'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BZPFB3Z2'}], 'state': 'ENABLED', 'targetId': '259983708429621'}"
removed,23980072782607,512680632477415,401161514453023,*,row_existed,,"{'adGroupId': '401161514453023', 'bid': 9.15, 'campaignId': '512680632477415', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DKFW7LRC'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0DKFW7LRC'}], 'state': 'ENABLED', 'targetId': '23980072782607'}"
removed,220449877509683,409779799752761,494515120344186,*,row_existed,,"{'adGroupId': '494515120344186', 'bid': 3.74, 'campaignId': '409779799752761', 'expression': [{'type': 'ASIN_CATEGORY_SAME_AS', 'value': '4654342031'}, {'type': 'ASIN_PRICE_BETWEEN', 'value': '1199-4999'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_CATEGORY_SAME_AS', 'value': 'DJ Mixer'}, {'type': 'ASIN_PRICE_BETWEEN', 'value': '1199-4999'}], 'state': 'ENABLED', 'targetId': '220449877509683'}"
removed,144290812388755,338736123482454,350609758869259,*,row_existed,,"{'adGroupId': '350609758869259', 'campaignId': '338736123482454', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BD53R5B1'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BD53R5B1'}], 'state': 'ENABLED', 'targetId': '144290812388755'}"
removed,63758340798801,441760761201815,419864827660597,*,row_existed,,"{'adGroupId': '419864827660597', 'bid': 15.08, 'campaignId': '441760761201815', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BNKQ6GYM'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BNKQ6GYM'}], 'state': 'PAUSED', 'targetId': '63758340798801'}"
removed,190398273863460,459559480979309,310036530116873,*,row_existed,,"{'adGroupId': '310036530116873', 'bid': 8.15, 'campaignId': '459559480979309', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C45H4WG9'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0C45H4WG9'}], 'state': 'ENABLED', 'targetId': '190398273863460'}"
removed,83976326948763,180519653562474,3025327472904,*,row_existed,,"{'adGroupId': '3025327472904', 'bid': 2.15, 'campaignId': '180519653562474', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B08KFL3SFV'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B08KFL3SFV'}], 'state': 'ENABLED', 'targetId': '83976326948763'}"
removed,102034761898715,469214185449255,294174651486888,*,row_existed,,"{'adGroupId': '294174651486888', 'bid': 6.59, 'campaignId': '469214185449255', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0991Z8CBV'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0991Z8CBV'}], 'state': 'PAUSED', 'targetId': '102034761898715'}"
removed,199763397629340,523154521203495,361276499954129,*,row_existed,,"{'adGroupId': '361276499954129', 'bid': 6.18, 'campaignId': '523154521203495', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09Q5YTT39'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09Q5YTT39'}], 'state': 'ENABLED', 'targetId': '199763397629340'}"
removed,109392133370616,103696758155703,271037541057840,*,row_existed,,"{'adGroupId': '271037541057840', 'bid': 15.5, 'campaignId': '103696758155703', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B00HVLUR18'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B00HVLUR18'}], 'state': 'PAUSED', 'targetId': '109392133370616'}"
removed,244392592723000,132661329225102,222989954241186,*,row_existed,,"{'adGroupId': '222989954241186', 'bid': 16.99, 'campaignId': '132661329225102', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08C12L8BV'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08C12L8BV'}], 'state': 'PAUSED', 'targetId': '244392592723000'}"
removed,249555286895923,338736123482454,350609758869259,*,row_existed,,"{'adGroupId': '350609758869259', 'campaignId': '338736123482454', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BNN81P6C'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0BNN81P6C'}], 'state': 'ENABLED', 'targetId': '249555286895923'}"
removed,135764187901226,413081285395434,497375074882000,*,row_existed,,"{'adGroupId': '497375074882000', 'bid': 4.4, 'campaignId': '413081285395434', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B2YDRPWN'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B2YDRPWN'}], 'state': 'ENABLED', 'targetId': '135764187901226'}"
removed,231742048446728,196132871279865,5461988509267,*,row_existed,,"{'adGroupId': '5461988509267', 'bid': 5.0, 'campaignId': '196132871279865', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09D9549CC'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09D9549CC'}], 'state': 'ENABLED', 'targetId': '231742048446728'}"
removed,217114016709875,416867220617773,451305491506417,*,row_existed,,"{'adGroupId': '451305491506417', 'bid': 6.12, 'campaignId': '416867220617773', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0002PSCQM'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0002PSCQM'}], 'state': 'PAUSED', 'targetId': '217114016709875'}"
removed,4807583037736,68941904335049,258562237830016,*,row_existed,,"{'adGroupId': '258562237830016', 'bid': 5.04, 'campaignId': '68941904335049', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B00C3XW5L4'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B00C3XW5L4'}], 'state': 'ENABLED', 'targetId': '4807583037736'}"
removed,81004680676545,314957492914641,422138493011596,*,row_existed,,"{'adGroupId': '422138493011596', 'bid': 5.45, 'campaignId': '314957492914641', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09GJXKYR4'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09GJXKYR4'}], 'state': 'ENABLED', 'targetId': '81004680676545'}"
removed,9648433061895,225668819222991,185492075547869,*,row_existed,,"{'adGroupId': '185492075547869', 'bid': 23.17, 'campaignId': '225668819222991', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B01ISNU3X4'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B01ISNU3X4'}], 'state': 'ENABLED', 'targetId': '9648433061895'}"
removed,164264301036058,523154521203495,361276499954129,*,row_existed,,"{'adGroupId': '361276499954129', 'bid': 6.18, 'campaignId': '523154521203495', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CJXXYCYY'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0CJXXYCYY'}], 'state': 'ENABLED', 'targetId': '164264301036058'}"
removed,221753400776752,378530332991221,471383224144636,*,row_existed,,"{'adGroupId': '471383224144636', 'campaignId': '378530332991221', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B08SJD466P'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B08SJD466P'}], 'state': 'PAUSED', 'targetId': '221753400776752'}"
removed,172176063569710,214596865784697,121208445898685,*,row_existed,,"{'adGroupId': '121208445898685', 'bid': 6.0, 'campaignId': '214596865784697', 'expression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B099F8RVJT'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_EXPANDED_FROM', 'value': 'B099F8RVJT'}], 'state': 'ENABLED', 'targetId': '172176063569710'}"
removed,64012556295140,509852131999905,386889086149422,*,row_existed,,"{'adGroupId': '386889086149422', 'bid': 4.85, 'campaignId': '509852131999905', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07J4TJ3FL'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07J4TJ3FL'}], 'state': 'PAUSED', 'targetId': '64012556295140'}"
removed,177526231798372,368833212792592,359815589217325,*,row_existed,,"{'adGroupId': '359815589217325', 'bid': 7.8, 'campaignId': '368833212792592', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B5GXBP3W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B0B5GXBP3W'}], 'state': 'ENABLED', 'targetId': '177526231798372'}"
removed,262465729695431,159607771050555,134572658206767,*,row_existed,,"{'adGroupId': '134572658206767', 'bid': 5.0, 'campaignId': '159607771050555', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B07SPM78M6'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B07SPM78M6'}], 'state': 'ENABLED', 'targetId': '262465729695431'}"
removed,138136761317401,347428527156994,392879233670795,*,row_existed,,"{'adGroupId': '392879233670795', 'bid': 3.0, 'campaignId': '347428527156994', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B09FT2T63W'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B09FT2T63W'}], 'state': 'ENABLED', 'targetId': '138136761317401'}"
removed,38015258536032,146409039505917,171905360638440,*,row_existed,,"{'adGroupId': '171905360638440', 'campaignId': '146409039505917', 'expression': [{'type': 'ASIN_SAME_AS', 'value': 'B01MXL3EOU'}], 'expressionType': 'MANUAL', 'resolvedExpression': [{'type': 'ASIN_SAME_AS', 'value': 'B01MXL3EOU'}], 'state': 'ENABLED', 'targetId': '38015258536032'}"
