(Parent) ASIN,(Child) ASIN,Title,Sessions - Total,Sessions - Total - B2B,Session Percentage - Total,Session Percentage - Total - B2B,Page Views - Total,Page Views - Total - B2B,Page Views Percentage - Total,Page Views Percentage - Total - B2B,Featured Offer Percentage,Featured Offer Percentage - B2B,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B0CDPMX152,B0CDPMX152,NexLev Handheld Garment Steamer | 1500 Watts | 300 ML| Standing & Horizontal Iron Press | Damage Free Steaming for all Cloth Types | 25s Quick Heat |Upto 5 Clothes in One Fill | Travel Friendly |GS-02,"3,472",27,2.52%,1.16%,"4,564",40,2.57%,1.29%,83.68%,50.00%,25,0,0.72%,0.00%,"₹ 51,200.00",₹ 0.00,23,0
B0D383WQPB,B0D383WQPB,NexLev Foldable Garment Steamer for Home & Travel | Convenient Vertical Steaming | 1200W | 120 ml | Lightweight & Compact | 30s Fast Heating | Iron for all Cloth Types | 2 M cord | Anti Spill | GS-05,"2,386",61,1.73%,2.63%,"3,045",82,1.72%,2.64%,96.72%,0.00%,23,0,0.96%,0.00%,"₹ 41,377.00",₹ 0.00,23,0
B0D83Q7L8W,B0D83Q7L8W,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings | V-01",516,4,0.37%,0.17%,836,6,0.47%,0.19%,88.22%,100.00%,22,0,4.26%,0.00%,"₹ 27,456.00",₹ 0.00,22,0
B0D9KDQCCM,B0D9KDQCCM,Nexlev Portable Sewing Machine| 2 Speed Settings| Cordless| Battery operated| USB Type C cord for Plug-in| Quick Fix DIY|Portable & Compact| for all Fabrics| 1 Year Warranty| White,"1,208",27,0.88%,1.16%,"1,688",45,0.95%,1.45%,79.35%,83.33%,22,0,1.82%,0.00%,"₹ 20,979.00",₹ 0.00,22,0
B0DCK7ZH5P,B0DCK7ZH5P,"NexLev Mattress, Sofa, Carpet & Car Seat Vacuum Cleaner|For Dust Mites Allergens & Pet Hair|Cordless Design|1500*3 mAh |UV Sterilization, Double Beat Technology|Type C| HEPA captures 99.99% Dust|MR-02","7,659",144,5.56%,6.20%,"9,118",176,5.14%,5.67%,50.17%,43.53%,22,1,0.29%,0.69%,"₹ 72,556.00","₹ 3,298.00",22,1
B0D9KFZYG8,B0D9KFZYG8,"NexLev Steamer For Cold & Cough| Face Steam,Inhaler & Vaporizer | Perfect for Facial & Aromatherapy | Nano Ionic Steam | Uv Sterilization | Aroma Diffuser|30 Sec Heating|Avoid Burns & Spillage | FS-01","2,356",31,1.71%,1.34%,"2,867",36,1.62%,1.16%,88.93%,85.00%,21,1,0.89%,3.23%,"₹ 36,579.00","₹ 1,749.00",21,1
B0DVC58QPZ,B0DVC58QPZ,NexLev Smart Air Purifier | Home Room & Office Use upto 220 sq ft |True HEPA 13 Filter | Eliminate 99.99% Virus Dust Smoke Odor Pollen Allergens & Pollutants | Long Filter Life |3 Year Warranty |AP220,"2,237",101,1.63%,4.35%,"3,195",142,1.80%,4.58%,75.07%,75.00%,20,1,0.89%,0.99%,"₹ 92,980.00","₹ 4,649.00",20,1
B0DVC8NYY2,B0DVC8NYY2,"NexLev Cool Mist Humidifier | 2.2L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 30Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-02",673,6,0.49%,0.26%,953,10,0.54%,0.32%,99.52%,100.00%,20,0,2.97%,0.00%,"₹ 38,931.00",₹ 0.00,20,0
B0FT8R24QM,B0FT8R24QM,"NexLev Lint Remover | for Woolen Sweaters Shirts Socks Jackets Suede Leggings Curtains & Carpets |Fabric Brush | Pill, Rue & Burr Remover | Battery Powered| Stainless Steel Blade |Safety Lock | LR-03",362,5,0.26%,0.22%,529,6,0.30%,0.19%,77.43%,100.00%,19,0,5.25%,0.00%,"₹ 5,712.00",₹ 0.00,19,0
B0D67727VG,B0D67727VG,NexLev LED Therapy Oil Applicator | Reduce Dandruff | Improve Hair Growth | EMS for Scalp Improvement | Red & Blue Light | High Frequency Massage for Better Absorption | 10 ML | Waterproof | EA-01,950,31,0.69%,1.34%,"1,309",43,0.74%,1.39%,29.50%,33.33%,14,0,1.47%,0.00%,"₹ 13,188.00",₹ 0.00,14,0
B0D672NXC8,B0D672NXC8,"Nexlev SWIPE Steam Cleaner | 3.5 Bar Strong Steam|Multipurpose Steam Cleaner for Car, Kitchen, Bathroom, Floor, Window, Glass, Upholstery| 8 Accessories Kit|Safety Lock| Large 700ML Water Tank | SC-03",777,32,0.56%,1.38%,"1,088",41,0.61%,1.32%,85.21%,87.50%,13,2,1.67%,6.25%,"₹ 83,976.00","₹ 13,996.00",13,2
B0DM6BB3VT,B0DM6BB3VT,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle |1 Piece | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-01,696,23,0.51%,0.99%,"1,020",34,0.58%,1.10%,74.30%,72.73%,14,2,2.01%,8.70%,"₹ 42,886.00","₹ 6,198.00",13,1
B0DVC9PRSD,B0DVC9PRSD,NexLev Professional Air Purifier for 650 sq ft Area| 8500 Hrs Filter Life|True HEPA 13 Filter |Captures 99.99% Virus and PM 2.5 Particle|For Home & Office|Remote Control & WiFi |Sleep & Auto Mode|A6,"1,235",80,0.90%,3.45%,"1,777",138,1.00%,4.45%,99.87%,100.00%,14,1,1.13%,1.25%,"₹ 1,88,860.00","₹ 13,490.00",13,1
B0DFCG2VGS,B0DFCG2VGS,"Nexlev Multi Purpose Electric Food Kettle|1.8L Stainless Steel Pot| 600W|Boil, Steam, Fry, Saute| Double Layered Body|2 Heat Settings|Multi Function for Water, Milk, Egg, Soup, Noodles|KE-01","1,274",25,0.93%,1.08%,"1,892",48,1.07%,1.55%,83.71%,6.67%,12,0,0.94%,0.00%,"₹ 16,990.00",₹ 0.00,12,0
B0D2LJSQXZ,B0D2LJSQXZ,NexLev Steam Mop | Chemical Free Mopping | Floor Cleaning + Carpet Steaming | 4 Extra Mop Pads | 400 ML | 1300W | Floor Disinfectant | For All Floor Types | 4mtr long Cord | Wet & Dry Mopping | SM-01,937,17,0.68%,0.73%,"1,241",17,0.70%,0.55%,99.62%,100.00%,9,0,0.96%,0.00%,"₹ 30,392.00",₹ 0.00,9,0
B0DVC968P1,B0DVC968P1,"NexLev Cool Mist Humidifier | 3.5L| For Office, Indoor Plants, Baby Nursery | Quiet Operation | Works 44Hrs on Low Setting | 360° Nozzle | Auto Shut-Off | Adjustable Knob | Leak Proof | HU-01",568,16,0.41%,0.69%,807,21,0.46%,0.68%,29.23%,33.33%,9,0,1.58%,0.00%,"₹ 16,792.00",₹ 0.00,9,0
B0CDPP45BM,B0CDPP45BM,"NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Car Sofa & Office Cleaning Machine | 9 Accessories |300 ML | Window Pane, Sink, Chimney Grease, Water Stain Cleaner| 4 Mtr Cord | 1000W |SC-01","9,340",166,6.79%,7.15%,"12,541",229,7.07%,7.38%,5.46%,3.64%,8,0,0.09%,0.00%,"₹ 28,612.00",₹ 0.00,8,0
B0D2P5TGWK,B0D2P5TGWK,NexLev Smart Electric Toothbrush for Adults | 2-Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery | 3 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-01 Black,580,5,0.42%,0.22%,807,10,0.46%,0.32%,44.10%,0.00%,8,0,1.38%,0.00%,"₹ 2,288.00",₹ 0.00,8,0
B0DKK15YNJ,B0DKK15YNJ,NexLev Oil Applicator Comb|Red Led Light Therapy |Boost Hair Growth| Reduce Dandruff | Relieve Stress |High Vibration Corded Electric Scalp/Head Massager | 6 ML Oil Tank | 2 Hr Run-Time| Type-C|EA-02,"1,466",37,1.06%,1.59%,"1,912",45,1.08%,1.45%,57.89%,50.00%,8,0,0.55%,0.00%,"₹ 18,193.00",₹ 0.00,8,0
B0F29SZCVF,B0F29SZCVF,"NexLev Knee Massager for Joint Pain Relief |Controlled Vibration & Heating for Arthritis, Knee, Shoulder or Elbow pain | 15 modes |2 Extension Belt |Graphene Heating pad for Consistent Heating | KM-01",212,8,0.15%,0.34%,294,18,0.17%,0.58%,85.88%,75.00%,8,0,3.77%,0.00%,"₹ 7,245.00",₹ 0.00,8,0
B0FSF1N457,B0FSF1N457,NexLev Mini Electric Chopper | 3D Stainless Steel Blade | Food Grade Bowl | for Mincing Garlic Ginger Onion Vegetable Meat Nuts | 250 ml | One Touch Operation | MC-01,761,17,0.55%,0.73%,971,20,0.55%,0.64%,90.93%,88.89%,8,0,1.05%,0.00%,"₹ 4,232.00",₹ 0.00,8,0
B0DCK56Q85,B0DCK56Q85,"NexLev Cordless Vacuum Cleaner|HEPA with Stainless Steel Cover|6000 mAh|Copper Motor| Rechargeable Type C|Ideal for Home, Office & Car Use|Compact & Portable|Dust & Pet Hair Remover|3 Attachment|VC-02",227,3,0.16%,0.13%,329,4,0.19%,0.13%,100.00%,100.00%,7,1,3.08%,33.33%,"₹ 15,594.00","₹ 2,599.00",7,1
B0CYSMBCB8,B0CYSMBCB8,NexLev Steam Cleaner | For Complete Home Kitchen Bathroom Window Car & Office Cleaning | 9 Accessories | 450 ML | Window Pane Sink Grime Chimney Grease Water Stain Cleaner| 4 Meter Cord | 1000W |SC-02,558,11,0.41%,0.47%,789,15,0.45%,0.48%,99.85%,100.00%,6,0,1.08%,0.00%,"₹ 15,086.31",₹ 0.00,6,0
B0D637B562,B0D637B562,Nexlev Splash Pet Water Fountain with LED Light | 2.0L Capacity | Ultra Quiet Cat Drinking Fountain with Filter | Automatic Pet Water Fountain for Cats and Small Dogs | Blue (WF-02-BL),165,6,0.12%,0.26%,234,8,0.13%,0.26%,97.97%,20.00%,6,0,3.64%,0.00%,"₹ 6,245.00",₹ 0.00,6,0
B0D2P7WLJB,B0D2P7WLJB,NexLev Smart Electric Toothbrush for Adults | 2 Min Timer with Quadpacer | 2 Replaceable Heads | AAA Battery Powered | 2 Cleaning Modes | Upto 60 Days | Waterproof | Travel Case | Soft Bristles | ET-02 Green,327,4,0.24%,0.17%,448,6,0.25%,0.19%,37.47%,0.00%,5,0,1.53%,0.00%,"₹ 1,420.00",₹ 0.00,4,0
B0D8445KJN,B0D8445KJN,"NexLev Lint Remover | For Woolen Sweaters Shirts Socks Jackets Suede Leggings | Pill, Rue & Burr Remover | 30 Min Use |Type C |Defuzzer | Lint Brush for Coat | 2 Modes | SS Blade | Safety Lock | LR-01",196,1,0.14%,0.04%,246,1,0.14%,0.03%,61.61%,0.00%,4,0,2.04%,0.00%,"₹ 3,428.00",₹ 0.00,4,0
B0DK9LYT4P,B0DK9LYT4P,NexLev Beard Trimmer| 90min Run Time| 40 Length Settings| 0.5mm Precision| Washable Stainless Steel Blades| Copper Motor| USB Type-C| IPX7 Waterproof| Travel Lock| 2 Beard Comb| 1 Year Warranty |TM-01,149,3,0.11%,0.13%,249,5,0.14%,0.16%,98.12%,0.00%,4,0,2.68%,0.00%,"₹ 2,940.00",₹ 0.00,4,0
B0DNJP9T35,B0DNJP9T35,"NexLev Spin Scrubber|6 Scrubbing Heads| For Kitchen, Bathroom, Tub, Glass | Complete cleaning tool for Home, Office & Car| 90 min runtime | 2600 mAh | Cordless Type C | 2 Modes|Adjustable Handle|SS-02",309,7,0.22%,0.30%,413,9,0.23%,0.29%,85.37%,25.00%,4,0,1.29%,0.00%,"₹ 6,147.00",₹ 0.00,4,0
B0FM3LBN87,B0FM3LBN87,"NexLev Air Compression Eye Massager|Heat Function|Vibration|In-Built Music| 5 Modes| 180° Foldable|Improve Sleep|Relieves Headache & Migraine|Reduce Eye Strain, Dark Circle, Eye Bags|Type-C| EM-02",31,3,0.02%,0.13%,38,4,0.02%,0.13%,100.00%,100.00%,4,1,12.90%,33.33%,"₹ 7,996.00","₹ 1,999.00",4,1
B0FMF1D9NV,B0FMF1D9NV,NexLev Accessory Kit for 10-in-1 Steam Cleaner & Mop SC-04 | Multipurpose Attachments for Deep Cleaning,138,4,0.10%,0.17%,146,5,0.08%,0.16%,98.61%,100.00%,4,0,2.90%,0.00%,₹ 825.00,₹ 0.00,4,0
B0FS6TB7CP,B0FS6TB7CP,NexLev Portable Blender for Smoothies Milkshakes Crushing Ice Juices | 6 Leaf Stainless Steel Blade | 3000 mAh Battery | Type C Rechargeable | Mix Fruit Juicer | 450ml | For Kitchen & Travel | PB-01,581,8,0.42%,0.34%,818,12,0.46%,0.39%,30.03%,37.50%,4,1,0.69%,12.50%,"₹ 8,392.00","₹ 2,098.00",4,1
B0D2LHNS9B,B0D2LHNS9B,"NexLev Foot Callus Remover | Electric Scrubber & Shaver for Dead, Hard & Cracked Skin | Professional Pedicure at Home | Waterproof | Type C | 3 Crystal Quartz Heads | For Men and Women| CR-01",112,1,0.08%,0.04%,156,1,0.09%,0.03%,34.81%,0.00%,4,0,3.57%,0.00%,"₹ 2,756.00",₹ 0.00,3,0
B0DFCDZWND,B0DFCDZWND,NexLev Cordless Electric Heating Pad| Period Cramp & Back Pain Relief Massager | 9 modes| Menstrual Cramp Relief|Type C| Crampfree Periods | Portable | Gift for Women| Strap upto 40 Inch |Purple CM-02,316,8,0.23%,0.34%,392,14,0.22%,0.45%,31.62%,0.00%,3,0,0.95%,0.00%,"₹ 4,197.00",₹ 0.00,3,0
B0DVSZ2VVJ,B0DVSZ2VVJ,"NexLev Calf Massager Pro|Complete Feet Calf Knee and Thigh Massage|Hand like Massage with Air Compression and Heat Therapy|Pain Relief,Muscle Recovery & Enhanced Blood Circulation|3 Intensities|CFM-02",355,11,0.26%,0.47%,478,14,0.27%,0.45%,98.42%,100.00%,3,1,0.85%,9.09%,"₹ 17,997.00","₹ 5,999.00",3,1
B0D9KCNVNM,B0D9KCNVNM,Nexlev Oscillating Electric Toothbrush | 8000 vibrations/min | USB Type C Charging|3 modes| 2 Minute Timer |Quad Change Reminder| IPX7 Waterproof | For adults| 1 year warranty| |Sparkle Pro (ETR-06),76,2,0.06%,0.09%,100,2,0.06%,0.06%,93.02%,0.00%,2,0,2.63%,0.00%,"₹ 2,398.00",₹ 0.00,2,0
B0DJFH6RTL,B0DJFH6RTL,"NexLev Portable Tyre Inflator for Car, Bike, Cycle|150 PSI Pressure| 120 Watt Air Pump|12V Car Plug| Digital Display| Auto Shut-Off| Emergency LED Light| 3m Cord| 3 Air Nozzles| Compact| AER TI-02",45,1,0.03%,0.04%,53,1,0.03%,0.03%,95.92%,0.00%,2,0,4.44%,0.00%,"₹ 2,998.00",₹ 0.00,2,0
B0DTYDTKN8,B0DTYDTKN8,NexLev Cordless Spin Mop|50 Min Runtime|2 Extra Mop Pads | Type C | For Home Kitchen & Office Use | Water Spray Function|Self Propelling|Mopping for All Floor Types|LED for Corners and Underbed|SPM-01,421,6,0.31%,0.26%,583,7,0.33%,0.23%,98.80%,0.00%,2,0,0.48%,0.00%,"₹ 7,998.00",₹ 0.00,2,0
B0DVC7VJP1,B0DVC7VJP1,"NexLev Stand Mixer |5.5L SS Bowl | 1500W |10 Speeds | Pulse Function |Planetary Rotation | Whisk, Beater & Dough Hook|100% Copper Motor | For Roti & Cookie Dough, Cake Making, Whip Cream & more |ST-01","1,711",28,1.24%,1.21%,"2,279",38,1.29%,1.22%,12.08%,0.00%,2,0,0.12%,0.00%,"₹ 11,998.00",₹ 0.00,2,0
B0FJG5PFGQ,B0FJG5PFGQ,Nexlev Electric Toothbrush|40000 vibrations/minute| USB Type C| 6 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brush Heads With Cover| IPX7 Waterproof| For Adults|Sparkle Pro ETC-07 White,72,1,0.05%,0.04%,102,1,0.06%,0.03%,100.00%,100.00%,2,0,2.78%,0.00%,"₹ 1,294.00",₹ 0.00,2,0
B0FPGDVVCX,B0FPGDVVCX,NexLev Calf Massager | Daily Use Leg Massager for Sore Muscle | Hand Like Massage with Air Compression | Improve Blood Circulation & Relieve Pain | 2500 mAh | Large Belt | Type C |CFM-03|Pack of 2,10,2,0.01%,0.09%,10,2,0.01%,0.06%,90.00%,100.00%,2,0,20.00%,0.00%,"₹ 7,998.00",₹ 0.00,2,0
B0CDQ98FDM,B0CDQ98FDM,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-01",35,1,0.03%,0.04%,43,4,0.02%,0.13%,70.00%,100.00%,1,0,2.86%,0.00%,₹ 549.00,₹ 0.00,1,0
B0D63DTKQB,B0D63DTKQB,NexLev 2 in 1 Scalp Massager & red Light Therapy |LED Massage Comb for Hair Growth | 96 Tangle Free Silicone Kneading Nodes | Hand Like Head Massage | 120 Min Runtime | Type C | Washable Heads | HM-02,286,3,0.21%,0.13%,387,4,0.22%,0.13%,3.10%,0.00%,1,0,0.35%,0.00%,"₹ 1,599.00",₹ 0.00,1,0
B0D86ZC9YT,B0D86ZC9YT,Nexlev Just Style Pro Hair Dryer |2100 W for Quick & Easy Blowdry | Double Heat Protection Technology | 3 Heat Settings & Cool Shot Function For Salon-Like Styling at Home (HD-01),127,2,0.09%,0.09%,145,4,0.08%,0.13%,3.60%,0.00%,1,0,0.79%,0.00%,"₹ 1,499.00",₹ 0.00,1,0
B0D9KFP4MG,B0D9KFP4MG,NexLev Ionic Hair Straightener Brush |Frizz-Free Straightening upto 12 H |Ceramic Tourmaline Coated| 60mm Wide Brush | 130-210° |Keratin Bristles| Thermo Protect Technology |No Scalp Burn|1500W|HSB-03,697,7,0.51%,0.30%,927,9,0.52%,0.29%,31.71%,0.00%,1,0,0.14%,0.00%,₹ 0.00,₹ 0.00,1,0
B0DJFH4K8B,B0DJFH4K8B,NexLev Cordless Tyre Inflator for Cars & Bikes|150 PSI| 2x2000 mAh Powerbank| Type-C Port| 5 Pre Set Mode|Auto Shut-Off |Digital Display| LED Light | Multiple Nozzles| AER Pro TIC-03,118,2,0.09%,0.09%,145,2,0.08%,0.06%,83.97%,0.00%,1,0,0.85%,0.00%,₹ 0.00,₹ 0.00,1,0
B0DJFJZMC6,B0DJFJZMC6,"Nexlev Cordless & Corded Tyre Inflator|150 PSI| 6000 mAh Powerbank|LED Light | Type C Port |Digital Display| 5 Pre-Set Modes|Auto Shut-Off |Multiple Nozzles for Cars, Bikes, Cycle| AER Pro Max TIC-04",176,4,0.13%,0.17%,219,4,0.12%,0.13%,94.50%,100.00%,1,0,0.57%,0.00%,"₹ 2,299.00",₹ 0.00,1,0
B0DK9NRBWJ,B0DK9NRBWJ,NexLev Intimate Trimmer for Men|Ceramic Blade|120 Min Runtime|Type C Charge | IPX7 Waterproof | 7000RPM Copper Motor| Cordless|LED Light| Travel Lock| Wet/Dry Groin & Body Shaver | Intimate Pro TM-03,22,0,0.02%,0.00%,32,0,0.02%,0.00%,35.71%,0.00%,1,0,4.55%,0.00%,"₹ 1,133.00",₹ 0.00,1,0
B0DQ8W1RBV,B0DQ8W1RBV,"NexLev Ionic Hot Air Brush | 3 in 1 Blow Dryer, Straightener, Volumizer & Styler | 360° Airflow Vents | Ceramic Tourmaline Coated Brushing Head | Tangle Free Bristle |3 Speed & 2 Heat Settings|V-01RG",342,2,0.25%,0.09%,480,5,0.27%,0.16%,16.67%,0.00%,1,0,0.29%,0.00%,"₹ 1,483.00",₹ 0.00,1,0
B0DTK4FY1G,B0DTK4FY1G,"NexLev Spin Scrubber with Soap Spray | 6 heads| For Kitchen, Tub, Glass, Complete cleaning tool for Home, Office & Car| 90 min runtime | 4500 mAh | Cordless Type C | Adjustable Handle|SS-01, White",425,9,0.31%,0.39%,523,18,0.29%,0.58%,93.14%,75.00%,1,0,0.24%,0.00%,"₹ 2,499.00",₹ 0.00,1,0
B0F2N37819,B0F2N37819,NexLev Replacement Stainless Steel Blades (Set of 2) | Compatible with NexLev Lint Remover LR-01 | Sharp & Durable Blades for Effective Fabric Defuzzing | Easy to Replace | Smooth & Safe Performance,122,3,0.09%,0.13%,157,3,0.09%,0.10%,100.00%,100.00%,1,0,0.82%,0.00%,₹ 375.00,₹ 0.00,1,0
B0F6795PDP,B0F6795PDP,Nexlev Professional Air Purifier HEPA Filter for Model A6,349,19,0.25%,0.82%,455,22,0.26%,0.71%,99.37%,100.00%,1,0,0.29%,0.00%,"₹ 3,599.00",₹ 0.00,1,0
B0F67BSF2R,B0F67BSF2R,"NexLev Replacement Accessory Kit for Steam Cleaner SC-02 | Multipurpose Cleaning Attachments for Home, Kitchen, Bathroom & Car",284,4,0.21%,0.17%,427,7,0.24%,0.23%,100.00%,0.00%,1,0,0.35%,0.00%,₹ 399.00,₹ 0.00,1,0
B0FM3KVSHW,B0FM3KVSHW,NexLev Neck & Back Massager | Deep Tissue Shiatsu Roller | Cervical Pain Relief | 3 Speeds | 8 Kneading Nodes | Quick Pain Relief | Auto Shut Off | 1 year Warranty | BM-02,14,0,0.01%,0.00%,20,0,0.01%,0.00%,100.00%,0.00%,3,0,21.43%,0.00%,"₹ 5,577.00",₹ 0.00,1,0
B0CDQ55W2M,B0CDQ55W2M,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-02",13,1,0.01%,0.04%,14,2,0.01%,0.06%,85.71%,100.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
B0CDQ5NBH8,B0CDQ5NBH8,nexlev Premium Memory Foam Neck Pillow with 360-Degree Head Support | Lightweight Comfortable Travel Pillow with Storage Bag for Sleeping | Traveling Flight Car Train Bus and Home Use NP-05 (Pink),3,0,0.00%,0.00%,4,0,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
B0CDQ6G4TC,B0CDQ6G4TC,"nexlev Travel Neck Pillow | Orthopedic Premium Memory Foam | for Airplane, Car, Train, Office use & Cervical Pain | Machine Washable | 360 Support | Carry Pouch for Storage | NP-03",4,1,0.00%,0.04%,4,1,0.00%,0.03%,50.00%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
B0CQX9ZZMH,B0CQX9ZZMH,NexLev Handheld Garment Steamer |1800 Watts | 25 g/min | 300 ML | Vertical & Horizontal Ironing for Silk Velvet & | Damage Free Steam for all Cloth Types | 25sec quick heat | 3 Brushes | GS-04,7,0,0.01%,0.00%,11,0,0.01%,0.00%,11.11%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
B0D25LNDSY,B0D25LNDSY,Nexlev Electric Toothbrush|40000 vibrations/minute| USB Type C| 5 Modes| 2 Min timer| 30 sec Quad Interval| 4 Replaceable Brush Heads With Cover| IPX7 Waterproof| For Adults|Sparkle Pro ETC-04 White,25,2,0.02%,0.09%,37,2,0.02%,0.06%,5.71%,0.00%,0,0,0.00%,0.00%,₹ 0.00,₹ 0.00,0,0
